Compound,Protein,Neighborhood_1,Tag
Magnesium,MBOAT2,1Neigh,1Neigh-Magnesium
Magnesium,LCLAT1,1Neigh,1Neigh-Magnesium
Magnesium,COQ2,1Neigh,1Neigh-Magnesium
Magnesium,AGPAT4,1Neigh,1Neigh-Magnesium
Magnesium,MBOAT1,1Neigh,1Neigh-Magnesium
Magnesium,PLPP2,1Neigh,1Neigh-Magnesium
Magnesium,PLD1,1Neigh,1Neigh-Magnesium
Magnesium,PLPP3,1Neigh,1Neigh-Magnesium
Magnesium,AGPAT2,1Neigh,1Neigh-Magnesium
Magnesium,CRLS1,1Neigh,1Neigh-Magnesium
Magnesium,AGPAT1,1Neigh,1Neigh-Magnesium
Magnesium,PLPP4,1Neigh,1Neigh-Magnesium
Magnesium,PLD3,1Neigh,1Neigh-Magnesium
Magnesium,PLPP5,1Neigh,1Neigh-Magnesium
Magnesium,LPIN1,1Neigh,1Neigh-Magnesium
Magnesium,CDS2,1Neigh,1Neigh-Magnesium
Magnesium,FKTN,1Neigh,1Neigh-Magnesium
Magnesium,RXYLT1,1Neigh,1Neigh-Magnesium
Magnesium,POMT2,1Neigh,1Neigh-Magnesium
Magnesium,POMK,1Neigh,1Neigh-Magnesium
Magnesium,POMGNT2,1Neigh,1Neigh-Magnesium
Magnesium,POMT1,1Neigh,1Neigh-Magnesium
Magnesium,RAC2,1Neigh,1Neigh-Magnesium
Magnesium,ELMO2,1Neigh,1Neigh-Magnesium
Magnesium,CRK,1Neigh,1Neigh-Magnesium
Magnesium,ELMO1,1Neigh,1Neigh-Magnesium
Magnesium,RHOG,1Neigh,1Neigh-Magnesium
Magnesium,FYN,1Neigh,1Neigh-Magnesium
Magnesium,RAC1,1Neigh,1Neigh-Magnesium
Magnesium,PABPN1,1Neigh,1Neigh-Magnesium
Magnesium,CSTF1,1Neigh,1Neigh-Magnesium
Magnesium,SRSF9,1Neigh,1Neigh-Magnesium
Magnesium,MTREX,1Neigh,1Neigh-Magnesium
Magnesium,CPSF3,1Neigh,1Neigh-Magnesium
Magnesium,PAPOLG,1Neigh,1Neigh-Magnesium
Magnesium,SNRPA,1Neigh,1Neigh-Magnesium
Magnesium,SRSF6,1Neigh,1Neigh-Magnesium
Magnesium,SYMPK,1Neigh,1Neigh-Magnesium
Magnesium,SRSF1,1Neigh,1Neigh-Magnesium
Magnesium,CPSF6,1Neigh,1Neigh-Magnesium
Magnesium,DHX38,1Neigh,1Neigh-Magnesium
Magnesium,SSU72,1Neigh,1Neigh-Magnesium
Magnesium,CPSF4,1Neigh,1Neigh-Magnesium
Magnesium,WDR82,1Neigh,1Neigh-Magnesium
Magnesium,SLU7,1Neigh,1Neigh-Magnesium
Magnesium,PCF11,1Neigh,1Neigh-Magnesium
Magnesium,CPSF2,1Neigh,1Neigh-Magnesium
Magnesium,NUDT21,1Neigh,1Neigh-Magnesium
Magnesium,U2AF2,1Neigh,1Neigh-Magnesium
Magnesium,CSTF3,1Neigh,1Neigh-Magnesium
Magnesium,RBBP6,1Neigh,1Neigh-Magnesium
Magnesium,WDR33,1Neigh,1Neigh-Magnesium
Magnesium,SRSF7,1Neigh,1Neigh-Magnesium
Magnesium,NCBP2,1Neigh,1Neigh-Magnesium
Magnesium,CSTF2T,1Neigh,1Neigh-Magnesium
Magnesium,FIP1L1,1Neigh,1Neigh-Magnesium
Magnesium,CPSF7,1Neigh,1Neigh-Magnesium
Magnesium,CDC40,1Neigh,1Neigh-Magnesium
Magnesium,SRSF11,1Neigh,1Neigh-Magnesium
Magnesium,SRSF3,1Neigh,1Neigh-Magnesium
