Compound,Protein,Neighborhood_1,Tag
Folic acid,IFIT3,1Neigh,Folic acid-1Neigh
Folic acid,CUL4A,1Neigh,Folic acid-1Neigh
Folic acid,IRF7,1Neigh,Folic acid-1Neigh
Folic acid,DCAF1,1Neigh,Folic acid-1Neigh
Folic acid,IRF3,1Neigh,Folic acid-1Neigh
Folic acid,CCNA2,1Neigh,Folic acid-1Neigh
Folic acid,CDKN1B,1Neigh,Folic acid-1Neigh
Folic acid,HCFC2,1Neigh,Folic acid-1Neigh
Folic acid,JUND,1Neigh,Folic acid-1Neigh
Folic acid,H3-3B,1Neigh,Folic acid-1Neigh
Folic acid,SMAD2,1Neigh,Folic acid-1Neigh
Folic acid,KMT2C,1Neigh,Folic acid-1Neigh
Folic acid,CDKN2C,1Neigh,Folic acid-1Neigh
Folic acid,RBBP5,1Neigh,Folic acid-1Neigh
Folic acid,DAXX,1Neigh,Folic acid-1Neigh
Folic acid,IQGAP1,1Neigh,Folic acid-1Neigh
Folic acid,KMT2D,1Neigh,Folic acid-1Neigh
Folic acid,HCFC1,1Neigh,Folic acid-1Neigh
Folic acid,SENP3,1Neigh,Folic acid-1Neigh
Folic acid,EZH2,1Neigh,Folic acid-1Neigh
Folic acid,WDR5B,1Neigh,Folic acid-1Neigh
Folic acid,SMAD3,1Neigh,Folic acid-1Neigh
Folic acid,H3C13,1Neigh,Folic acid-1Neigh
Folic acid,ASH2L,1Neigh,Folic acid-1Neigh
Folic acid,HOXA9,1Neigh,Folic acid-1Neigh
Folic acid,DPY30,1Neigh,Folic acid-1Neigh
Folic acid,WDR5,1Neigh,Folic acid-1Neigh
Folic acid,H3C12,1Neigh,Folic acid-1Neigh
Folic acid,H3-4,1Neigh,Folic acid-1Neigh
Folic acid,PYGO2,1Neigh,Folic acid-1Neigh
Folic acid,PSIP1,1Neigh,Folic acid-1Neigh
Folic acid,CXXC1,1Neigh,Folic acid-1Neigh
Folic acid,CASR,1Neigh,Folic acid-1Neigh
Folic acid,MGA,1Neigh,Folic acid-1Neigh
Folic acid,MLLT1,1Neigh,Folic acid-1Neigh
Folic acid,TAF4,1Neigh,Folic acid-1Neigh
Folic acid,SETD1A,1Neigh,Folic acid-1Neigh
Folic acid,ELL,1Neigh,Folic acid-1Neigh
Folic acid,BRD4,1Neigh,Folic acid-1Neigh
Folic acid,DNMT3A,1Neigh,Folic acid-1Neigh
Folic acid,AFF4,1Neigh,Folic acid-1Neigh
