Prot_A;Prot_B;Renew component
POLR2K;POLR3G;Magnesium
POLR2K;POLR3F;Magnesium
POLR2K;CRCP;Magnesium
POLR2K;POLR3D;Magnesium
POLR2K;CD3EAP;Magnesium
POLR2K;POLR1E;Magnesium
POLR2K;POLR3A;Magnesium
POLR2K;POLR3H;Magnesium
RPL3;LOC102724159;Magnesium
RPL3;BMS1;Magnesium
RPL3;BOP1;Magnesium
RPL3;RPL7L1;Magnesium
RPL3;PES1;Magnesium
RPL3;MRPS16;Magnesium
RPL3;MRPL9;Magnesium
RPL3;MRTO4;Magnesium
RPL3;PDCD11;Magnesium
RPL3;GTPBP4;Magnesium
RPL3;RPL17-C18orf32;Magnesium
RPL3;RPL26L1;Magnesium
RPL3;RPS29;Magnesium
RPL3;RPLP0;Magnesium
RPL3;RPS14;Magnesium
RPL3;RPS9;Magnesium
RPL3;RPL23;Magnesium
RPL3;RPL10;Magnesium
RPL3;RPS18;Magnesium
RPL3;RPL5;Magnesium
RPL3;RPS16;Magnesium
RPL3;RPL11;Magnesium
RPL3;RPL9;Magnesium
RPL3;RPL10A;Magnesium
RPL3;RPL23A;Magnesium
RPL3;RPL17;Magnesium
RPL3;RPS20;Magnesium
RPL3;RPS15;Magnesium
RPL3;RPL26;Magnesium
RPL3;RPS5;Magnesium
PES1;CUL7;Magnesium
PES1;RPL17-C18orf32;Magnesium
PES1;NPSR1;Magnesium
PES1;RPL26L1;Magnesium
PES1;RPL17;Magnesium
PES1;RPL26;Magnesium
PES1;RPL9;Magnesium
PES1;RPL11;Magnesium
PES1;RPL23;Magnesium
PES1;RPLP0;Magnesium
PES1;RPL7L1;Magnesium
PES1;RPL5;Magnesium
PES1;RPL23A;Magnesium
PES1;GTPBP4;Magnesium
PES1;MRTO4;Magnesium
PES1;BOP1;Magnesium
POLR3H;POLR2B;Magnesium
POLR3H;POLR1B;Magnesium
POLR3H;BRF1;Magnesium
POLR3H;BDP1;Magnesium
POLR3H;ENSP00000487094;Magnesium
POLR3H;POLR3GL;Magnesium
POLR3H;POLR3F;Magnesium
POLR3H;POLR3A;Magnesium
POLR3H;POLR2E;Magnesium
POLR3H;POLR1C;Magnesium
POLR3H;POLR3G;Magnesium
POLR3H;CRCP;Magnesium
POLR3H;POLR2H;Magnesium
POLR3H;POLR3D;Magnesium
POLR3H;POLR2F;Magnesium
GTF3C1;GTF3C5;Magnesium
GTF3C1;GTF3C4;Magnesium
GTF3C1;GTF3C2;Magnesium
BDP1;POLR1C;Magnesium
BDP1;CRCP;Magnesium
BDP1;POLR3D;Magnesium
BDP1;POLR3F;Magnesium
BDP1;POLR3A;Magnesium
BDP1;BRF1;Magnesium
GTF3C2;GTF3C4;Magnesium
GTF3C2;GTF3C5;Magnesium
GTPBP4;RPL17-C18orf32;Magnesium
GTPBP4;RPL26L1;Magnesium
GTPBP4;RPL7L1;Magnesium
GTPBP4;RPL11;Magnesium
GTPBP4;RPL10A;Magnesium
GTPBP4;RPLP0;Magnesium
GTPBP4;RPL26;Magnesium
GTPBP4;RPL17;Magnesium
GTPBP4;RPL23;Magnesium
GTPBP4;RPL9;Magnesium
GTPBP4;RPL5;Magnesium
GTPBP4;RPL23A;Magnesium
GTPBP4;BOP1;Magnesium
GTPBP4;MRTO4;Magnesium
MRPL24;EPRS1;Magnesium
MRPL24;CUL7;Magnesium
MRPL24;PDCD11;Magnesium
MRPL24;RPL5;Magnesium
MRPL24;RPL11;Magnesium
MRPL24;RPL23A;Magnesium
MRPL24;RPS18;Magnesium
MRPL24;RPS15;Magnesium
MRPL24;MRPS12;Magnesium
MRPL24;MRPL22;Magnesium
MRPL24;RPL23;Magnesium
MRPL24;MRPS14;Magnesium
MRPL24;MRPS16;Magnesium
MRPL24;MRPL2;Magnesium
MRPL24;MRPL9;Magnesium
HEATR1;MRPS12;Magnesium
HEATR1;RPL10;Magnesium
HEATR1;RPS18;Magnesium
HEATR1;RPS14;Magnesium
HEATR1;RPS16;Magnesium
HEATR1;RPS5;Magnesium
HEATR1;RPS9;Magnesium
HEATR1;LOC102724159;Magnesium
HEATR1;WDR36;Magnesium
HEATR1;TBL3;Magnesium
HEATR1;BMS1;Magnesium
HEATR1;PDCD11;Magnesium
EPRS1;RPL26L1;Magnesium
EPRS1;RPL26;Magnesium
EPRS1;RPS9;Magnesium
EPRS1;RPS18;Magnesium
EPRS1;RPS15;Magnesium
EPRS1;RPL23A;Magnesium
MRPL9;NPSR1;Magnesium
MRPL9;TEX48;Magnesium
MRPL9;RPL7L1;Magnesium
MRPL9;EFTUD2;Magnesium
MRPL9;RPL26;Magnesium
MRPL9;RPL26L1;Magnesium
MRPL9;RPS29;Magnesium
MRPL9;RPS5;Magnesium
MRPL9;RPS14;Magnesium
MRPL9;RPL17-C18orf32;Magnesium
MRPL9;RPS16;Magnesium
MRPL9;CUL7;Magnesium
MRPL9;RPL10A;Magnesium
MRPL9;RPL17;Magnesium
MRPL9;PDCD11;Magnesium
MRPL9;RPS20;Magnesium
MRPL9;RPL9;Magnesium
MRPL9;MRTO4;Magnesium
MRPL9;RPS9;Magnesium
MRPL9;RPLP0;Magnesium
MRPL9;MRPS14;Magnesium
MRPL9;MRPS12;Magnesium
MRPL9;RPL23;Magnesium
MRPL9;RPS18;Magnesium
MRPL9;MRPL22;Magnesium
MRPL9;RPL5;Magnesium
MRPL9;RPL23A;Magnesium
MRPL9;RPS15;Magnesium
MRPL9;RPL11;Magnesium
MRPL9;MRPL2;Magnesium
MRPL9;MRPS16;Magnesium
OAT;POLR3A;Magnesium
POLR3GL;POLR3G;Magnesium
POLR3GL;POLR2F;Magnesium
POLR3GL;POLR2E;Magnesium
POLR3GL;CRCP;Magnesium
POLR3GL;POLR1C;Magnesium
POLR3GL;POLR3A;Magnesium
POLR3GL;POLR3D;Magnesium
POLR3GL;POLR3F;Magnesium
PDCD11;RPL17-C18orf32;Magnesium
PDCD11;MRPL22;Magnesium
PDCD11;RPL17;Magnesium
PDCD11;CUL7;Magnesium
PDCD11;RPL26;Magnesium
PDCD11;RPL26L1;Magnesium
PDCD11;RPL9;Magnesium
PDCD11;MRPS12;Magnesium
PDCD11;RPS20;Magnesium
PDCD11;RPLP0;Magnesium
PDCD11;RPS15;Magnesium
PDCD11;RPS16;Magnesium
PDCD11;MRTO4;Magnesium
PDCD11;RPS5;Magnesium
PDCD11;LOC102724159;Magnesium
PDCD11;MRPS16;Magnesium
PDCD11;RPL23;Magnesium
PDCD11;RPS14;Magnesium
PDCD11;TBL3;Magnesium
PDCD11;RPS9;Magnesium
PDCD11;RPS18;Magnesium
PDCD11;WDR36;Magnesium
PDCD11;RPL11;Magnesium
PDCD11;RPL23A;Magnesium
PDCD11;BMS1;Magnesium
RPL5;HMGN4;Magnesium
RPL5;TEX48;Magnesium
RPL5;EFTUD2;Magnesium
RPL5;NPSR1;Magnesium
RPL5;MRPS14;Magnesium
RPL5;MRPL2;Magnesium
RPL5;CUL7;Magnesium
RPL5;MRPL22;Magnesium
RPL5;RPL7L1;Magnesium
RPL5;MRPS12;Magnesium
RPL5;MRTO4;Magnesium
RPL5;RPL17-C18orf32;Magnesium
RPL5;RPL26L1;Magnesium
RPL5;MRPS16;Magnesium
RPL5;RPS29;Magnesium
RPL5;RPLP0;Magnesium
RPL5;RPS14;Magnesium
RPL5;RPS9;Magnesium
RPL5;RPL23;Magnesium
RPL5;RPL10;Magnesium
RPL5;RPS18;Magnesium
RPL5;RPS16;Magnesium
RPL5;RPL11;Magnesium
RPL5;RPL9;Magnesium
RPL5;RPL10A;Magnesium
RPL5;RPL23A;Magnesium
RPL5;RPL17;Magnesium
RPL5;RPS20;Magnesium
RPL5;RPS15;Magnesium
RPL5;RPL26;Magnesium
RPL5;RPS5;Magnesium
GTF3C5;GTF3C4;Magnesium
POLR3A;GPN3;Magnesium
POLR3A;CD3EAP;Magnesium
POLR3A;POLR1E;Magnesium
POLR3A;POLR2B;Magnesium
POLR3A;BRF1;Magnesium
POLR3A;POLR1B;Magnesium
POLR3A;POLR3F;Magnesium
POLR3A;POLR3D;Magnesium
POLR3A;POLR2H;Magnesium
POLR3A;POLR2F;Magnesium
POLR3A;CRCP;Magnesium
POLR3A;POLR1C;Magnesium
POLR3A;POLR3G;Magnesium
POLR3A;POLR2E;Magnesium
MRPS16;NPSR1;Magnesium
MRPS16;TEX48;Magnesium
MRPS16;EFTUD2;Magnesium
MRPS16;RPS29;Magnesium
MRPS16;RPL7L1;Magnesium
MRPS16;RPL26L1;Magnesium
MRPS16;RPL26;Magnesium
MRPS16;RPL17-C18orf32;Magnesium
MRPS16;RPL17;Magnesium
MRPS16;RPS16;Magnesium
MRPS16;RPL10A;Magnesium
MRPS16;RPS14;Magnesium
MRPS16;RPS5;Magnesium
MRPS16;POLR1C;Magnesium
MRPS16;CUL7;Magnesium
MRPS16;RPLP0;Magnesium
MRPS16;RPL9;Magnesium
MRPS16;RPS20;Magnesium
MRPS16;MRTO4;Magnesium
MRPS16;RPS9;Magnesium
MRPS16;MRPL22;Magnesium
MRPS16;MRPL2;Magnesium
MRPS16;RPS18;Magnesium
MRPS16;RPS15;Magnesium
MRPS16;MRPS14;Magnesium
MRPS16;RPL11;Magnesium
MRPS16;MRPS12;Magnesium
MRPS16;RPL23;Magnesium
MRPS16;RPL23A;Magnesium
RPL10A;RPL7L1;Magnesium
RPL10A;RPL17-C18orf32;Magnesium
RPL10A;RPL26L1;Magnesium
RPL10A;RPL26;Magnesium
RPL10A;RPL17;Magnesium
RPL10A;RPL10;Magnesium
RPL10A;RPS14;Magnesium
RPL10A;RPS5;Magnesium
RPL10A;RPS15;Magnesium
RPL10A;RPS20;Magnesium
RPL10A;RPL23A;Magnesium
RPL10A;RPL11;Magnesium
RPL10A;RPL9;Magnesium
RPL10A;RPS16;Magnesium
RPL10A;RPS18;Magnesium
RPL10A;RPL23;Magnesium
RPL10A;RPS9;Magnesium
RPL10A;RPLP0;Magnesium
RPL10A;RPS29;Magnesium
BMS1;MRPS12;Magnesium
BMS1;LOC102724159;Magnesium
BMS1;RPS18;Magnesium
BMS1;RPS14;Magnesium
BMS1;RPS9;Magnesium
BMS1;RPS5;Magnesium
BMS1;RPS16;Magnesium
BMS1;TBL3;Magnesium
BMS1;WDR36;Magnesium
MRTO4;RPL7L1;Magnesium
MRTO4;RPL17-C18orf32;Magnesium
MRTO4;RPL17;Magnesium
MRTO4;RPL26;Magnesium
MRTO4;RPL26L1;Magnesium
MRTO4;RPS20;Magnesium
MRTO4;MRPS12;Magnesium
MRTO4;RPS9;Magnesium
MRTO4;RPL9;Magnesium
MRTO4;RPL23;Magnesium
MRTO4;RPS18;Magnesium
MRTO4;RPS15;Magnesium
MRTO4;RPL11;Magnesium
MRTO4;RPL23A;Magnesium
MRTO4;BOP1;Magnesium
HMGN4;RPS16;Magnesium
HMGN4;RPS9;Magnesium
HMGN4;RPS20;Magnesium
HMGN4;RPLP0;Magnesium
HMGN4;RPL23A;Magnesium
HMGN4;RPS18;Magnesium
HMGN4;RPL23;Magnesium
HMGN4;RPS15;Magnesium
HMGN4;RPL11;Magnesium
POLR3F;POLR2B;Magnesium
POLR3F;ENSP00000487094;Magnesium
POLR3F;BRF1;Magnesium
POLR3F;POLR2F;Magnesium
POLR3F;POLR2E;Magnesium
POLR3F;CRCP;Magnesium
POLR3F;POLR1C;Magnesium
POLR3F;POLR3G;Magnesium
POLR3F;POLR2H;Magnesium
POLR3F;POLR3D;Magnesium
POLR1E;POLR2H;Magnesium
POLR1E;POLR1B;Magnesium
POLR1E;POLR2F;Magnesium
POLR1E;CD3EAP;Magnesium
POLR1E;POLR1C;Magnesium
POLR1E;POLR2E;Magnesium
RPS16;LOC102724159;Magnesium
RPS16;RRP12;Magnesium
RPS16;NPSR1;Magnesium
RPS16;RPL7L1;Magnesium
RPS16;WDR36;Magnesium
RPS16;TBL3;Magnesium
RPS16;RPL17-C18orf32;Magnesium
RPS16;RPL26L1;Magnesium
RPS16;RPLP0;Magnesium
RPS16;RPL11;Magnesium
RPS16;RPL9;Magnesium
RPS16;RPL23;Magnesium
RPS16;RPL10;Magnesium
RPS16;RPL23A;Magnesium
RPS16;RPL17;Magnesium
RPS16;RPL26;Magnesium
NPSR1;BOP1;Magnesium
NPSR1;RPS20;Magnesium
NPSR1;RPLP0;Magnesium
NPSR1;RPS9;Magnesium
NPSR1;RPL23;Magnesium
NPSR1;RPL23A;Magnesium
NPSR1;RPS15;Magnesium
NPSR1;RPS18;Magnesium
NPSR1;RPL11;Magnesium
MRPL2;RPS9;Magnesium
MRPL2;RPL11;Magnesium
MRPL2;RPL23A;Magnesium
MRPL2;RPS15;Magnesium
MRPL2;RPL23;Magnesium
MRPL2;RPS18;Magnesium
MRPL2;MRPS14;Magnesium
MRPL2;MRPL22;Magnesium
MRPL2;MRPS12;Magnesium
RPS9;RRP12;Magnesium
RPS9;LOC102724159;Magnesium
RPS9;CUL7;Magnesium
RPS9;RPL7L1;Magnesium
RPS9;MRPS14;Magnesium
RPS9;MRPL22;Magnesium
RPS9;MRPS12;Magnesium
RPS9;TBL3;Magnesium
RPS9;WDR36;Magnesium
RPS9;RPL17-C18orf32;Magnesium
RPS9;RPL26L1;Magnesium
RPS9;RPL23A;Magnesium
RPS9;RPL17;Magnesium
RPS9;RPL26;Magnesium
RPS9;RPL23;Magnesium
RPS9;RPL10;Magnesium
RPS9;RPL9;Magnesium
RPS9;RPL11;Magnesium
RPS9;RPLP0;Magnesium
CRCP;ENSP00000487094;Magnesium
CRCP;BRF1;Magnesium
CRCP;POLR2F;Magnesium
CRCP;POLR3G;Magnesium
CRCP;POLR1C;Magnesium
CRCP;POLR2E;Magnesium
CRCP;POLR2H;Magnesium
CRCP;POLR3D;Magnesium
RPS29;RPL7L1;Magnesium
RPS29;RPL17-C18orf32;Magnesium
RPS29;RPL26L1;Magnesium
RPS29;RPL10;Magnesium
RPS29;RPL17;Magnesium
RPS29;RPLP0;Magnesium
RPS29;RPL23;Magnesium
RPS29;RPL9;Magnesium
RPS29;RPL11;Magnesium
RPS29;RPL23A;Magnesium
RPS29;RPL26;Magnesium
POLR3D;GPN3;Magnesium
POLR3D;ENSP00000487094;Magnesium
POLR3D;POLR1C;Magnesium
POLR3D;POLR3G;Magnesium
POLR3D;POLR2E;Magnesium
POLR3D;POLR2F;Magnesium
POLR3D;POLR2H;Magnesium
MRPS12;WDR36;Magnesium
MRPS12;TBL3;Magnesium
MRPS12;RPS20;Magnesium
MRPS12;RPLP0;Magnesium
MRPS12;RPL9;Magnesium
MRPS12;RPS5;Magnesium
MRPS12;CUL7;Magnesium
MRPS12;RPL23A;Magnesium
MRPS12;RPS15;Magnesium
MRPS12;RPL11;Magnesium
MRPS12;RPL23;Magnesium
MRPS12;RPS18;Magnesium
MRPS12;MRPL22;Magnesium
MRPS12;MRPS14;Magnesium
POLR2F;POLR3G;Magnesium
POLR2F;CD3EAP;Magnesium
RPS14;RRP12;Magnesium
RPS14;RPL7L1;Magnesium
RPS14;TBL3;Magnesium
RPS14;WDR36;Magnesium
RPS14;RPL17-C18orf32;Magnesium
RPS14;RPL26L1;Magnesium
RPS14;RPL17;Magnesium
RPS14;RPL23;Magnesium
RPS14;RPL10;Magnesium
RPS14;RPL11;Magnesium
RPS14;RPL9;Magnesium
RPS14;RPL23A;Magnesium
RPS14;RPL26;Magnesium
RPS14;RPLP0;Magnesium
RPL23A;TEX48;Magnesium
RPL23A;EFTUD2;Magnesium
RPL23A;BOP1;Magnesium
RPL23A;MRPL22;Magnesium
RPL23A;MRPS14;Magnesium
RPL23A;CUL7;Magnesium
RPL23A;RPL7L1;Magnesium
RPL23A;RPL17-C18orf32;Magnesium
RPL23A;RPL26L1;Magnesium
RPL23A;RPS5;Magnesium
RPL23A;RPS20;Magnesium
RPL23A;RPL17;Magnesium
RPL23A;RPS15;Magnesium
RPL23A;RPL26;Magnesium
RPL23A;RPL11;Magnesium
RPL23A;RPL9;Magnesium
RPL23A;RPL23;Magnesium
RPL23A;RPL10;Magnesium
RPL23A;RPS18;Magnesium
RPL23A;RPLP0;Magnesium
EFTUD2;RPS18;Magnesium
EFTUD2;RPL23;Magnesium
EFTUD2;RPS15;Magnesium
EFTUD2;RPL11;Magnesium
RPS18;LOC102724159;Magnesium
RPS18;RRP12;Magnesium
RPS18;TEX48;Magnesium
RPS18;TBL3;Magnesium
RPS18;WDR36;Magnesium
RPS18;POLR1C;Magnesium
RPS18;RPL7L1;Magnesium
RPS18;CUL7;Magnesium
RPS18;MRPS14;Magnesium
RPS18;MRPL22;Magnesium
RPS18;RPL17-C18orf32;Magnesium
RPS18;RPL26L1;Magnesium
RPS18;RPL26;Magnesium
RPS18;RPL17;Magnesium
RPS18;RPL9;Magnesium
RPS18;RPL11;Magnesium
RPS18;RPL10;Magnesium
RPS18;RPL23;Magnesium
RPS18;RPLP0;Magnesium
RPL10;RPL7L1;Magnesium
RPL10;RPL17-C18orf32;Magnesium
RPL10;RPL26L1;Magnesium
RPL10;RPL17;Magnesium
RPL10;RPL26;Magnesium
RPL10;RPLP0;Magnesium
RPL10;RPL9;Magnesium
RPL10;RPL11;Magnesium
RPL10;RPL23;Magnesium
RPL10;RPS5;Magnesium
RPL10;RPS20;Magnesium
RPL10;RPS15;Magnesium
POLR2H;POLR3G;Magnesium
POLR2H;CD3EAP;Magnesium
RPL7L1;RPL17-C18orf32;Magnesium
RPL7L1;RPL17;Magnesium
RPL7L1;RPL26L1;Magnesium
RPL7L1;RPL26;Magnesium
RPL7L1;BOP1;Magnesium
RPL7L1;RPS5;Magnesium
RPL7L1;RPS15;Magnesium
RPL7L1;RPL9;Magnesium
RPL7L1;RPLP0;Magnesium
RPL7L1;RPS20;Magnesium
RPL7L1;RPL11;Magnesium
RPL7L1;RPL23;Magnesium
RPL23;BOP1;Magnesium
RPL23;TEX48;Magnesium
RPL23;CUL7;Magnesium
RPL23;MRPS14;Magnesium
RPL23;MRPL22;Magnesium
RPL23;RPL17-C18orf32;Magnesium
RPL23;RPL26L1;Magnesium
RPL23;RPL11;Magnesium
RPL23;RPL9;Magnesium
RPL23;RPS5;Magnesium
RPL23;RPS20;Magnesium
RPL23;RPL17;Magnesium
RPL23;RPS15;Magnesium
RPL23;RPL26;Magnesium
RPL23;RPLP0;Magnesium
MRPS14;RPS5;Magnesium
MRPS14;RPS20;Magnesium
MRPS14;CUL7;Magnesium
MRPS14;RPS15;Magnesium
MRPS14;RPL11;Magnesium
MRPS14;MRPL22;Magnesium
WDR36;RPS5;Magnesium
WDR36;LOC102724159;Magnesium
WDR36;TBL3;Magnesium
RPL26L1;BOP1;Magnesium
RPL26L1;RPL17-C18orf32;Magnesium
RPL26L1;RPL26;Magnesium
RPL26L1;RPL17;Magnesium
RPL26L1;RPL9;Magnesium
RPL26L1;RPLP0;Magnesium
RPL26L1;RPS5;Magnesium
RPL26L1;RPL11;Magnesium
RPL26L1;RPS15;Magnesium
RPL26L1;RPS20;Magnesium
RPS20;POLR1C;Magnesium
RPS20;RPL17-C18orf32;Magnesium
RPS20;RPL17;Magnesium
RPS20;RPL26;Magnesium
RPS20;RPL9;Magnesium
RPS20;RPL11;Magnesium
RPS20;RPLP0;Magnesium
MRPL22;RPS5;Magnesium
MRPL22;CUL7;Magnesium
MRPL22;RPL11;Magnesium
MRPL22;RPS15;Magnesium
CUL7;RPS15;Magnesium
CUL7;RPL11;Magnesium
POLR1B;CD3EAP;Magnesium
RRP12;RPS5;Magnesium
RRP12;RPS15;Magnesium
RRP12;LOC102724159;Magnesium
BRF1;POLR1C;Magnesium
RPLP0;BOP1;Magnesium
RPLP0;RPL17-C18orf32;Magnesium
RPLP0;RPS5;Magnesium
RPLP0;RPL17;Magnesium
RPLP0;RPS15;Magnesium
RPLP0;RPL26;Magnesium
RPLP0;RPL11;Magnesium
RPLP0;RPL9;Magnesium
TBL3;RPS5;Magnesium
TBL3;LOC102724159;Magnesium
BOP1;RPL17-C18orf32;Magnesium
BOP1;RPL17;Magnesium
BOP1;RPL9;Magnesium
BOP1;RPL26;Magnesium
RPL17-C18orf32;RPL17;Magnesium
RPL17-C18orf32;RPL26;Magnesium
RPL17-C18orf32;RPL9;Magnesium
RPL17-C18orf32;RPS15;Magnesium
RPL17-C18orf32;RPS5;Magnesium
RPL17-C18orf32;RPL11;Magnesium
RPL26;RPS15;Magnesium
RPL26;RPL17;Magnesium
RPL26;RPS5;Magnesium
RPL26;RPL11;Magnesium
RPL26;RPL9;Magnesium
RPL17;RPL11;Magnesium
RPL17;RPL9;Magnesium
RPL17;RPS5;Magnesium
RPL17;RPS15;Magnesium
CD3EAP;POLR2E;Magnesium
CD3EAP;POLR1C;Magnesium
RPS15;TEX48;Magnesium
RPS15;POLR1C;Magnesium
RPS15;RPL9;Magnesium
RPS15;RPL11;Magnesium
RPS5;LOC102724159;Magnesium
RPS5;RPL9;Magnesium
RPS5;RPL11;Magnesium
POLR2E;ENSP00000487094;Magnesium
POLR2E;POLR3G;Magnesium
TEX48;RPL11;Magnesium
RPL9;RPL11;Magnesium
POLR1C;POLR3G;Magnesium
XBP1;ATF6;Magnesium
HSPA5;ATF6;Magnesium
ATF6;ATF6B;Magnesium
SEC61B;OXSR1;Magnesium
SEC61B;SEC62;Magnesium
SEC61B;SEC61A2;Magnesium
SEC61B;SEC63;Magnesium
SEC61B;SEC61G;Magnesium
SEC61B;SEC61A1;Magnesium
SEC61A1;SEC61G;Magnesium
SEC61A1;SEC62;Magnesium
SEC61A1;SEC63;Magnesium
RELL2;OXSR1;Magnesium
WNK2;WNK1;Magnesium
SEC61A2;SEC62;Magnesium
SEC61A2;SEC63;Magnesium
SEC61A2;SEC61G;Magnesium
OXSR1;SEC63;Magnesium
OXSR1;SEC62;Magnesium
OXSR1;SEC61G;Magnesium
OXSR1;WNK1;Magnesium
SEC62;SEC61G;Magnesium
SEC62;SEC63;Magnesium
SEC63;SEC61G;Magnesium
MAP2K3;MAP3K6;Magnesium
MAP3K6;MAP2K6;Magnesium
NUDT9;ADPRM;Magnesium
NUDT9;PGM2;Magnesium
NUDT9;PRPS1;Magnesium
NUDT9;PRPS1L1;Magnesium
NUDT9;PRPS2;Magnesium
NUDT9;NUDT5;Magnesium
PYCR2;NUDT5;Magnesium
PYCR2;PYCR1;Magnesium
PRPS1;ADPRM;Magnesium
PRPS1;NUDT5;Magnesium
PRPS1;PGM2;Magnesium
PRPS1;PRPS1L1;Magnesium
PRPS1;PRPS2;Magnesium
ADPRM;NUDT5;Magnesium
ADPRM;PGM2;Magnesium
ADPRM;PRPS1L1;Magnesium
ADPRM;PRPS2;Magnesium
PGM2;NUDT5;Magnesium
PGM2;PRPS1L1;Magnesium
PGM2;PRPS2;Magnesium
PRPS2;NUDT5;Magnesium
PRPS2;PRPS1L1;Magnesium
PYCR1;NUDT5;Magnesium
NUDT5;PRPS1L1;Magnesium
PDHX;OGDH;Magnesium
SDHA;NDUFV1;Magnesium
UQCRC2;NDUFV1;Magnesium
ASL;SDHD;Magnesium
SDHB;NDUFV1;Magnesium
SDHD;SUCLG2;Magnesium
SDHD;SUCLA2;Magnesium
SDHD;SUCLG1;Magnesium
PDHA1;OGDH;Magnesium
USP5;UBC;Magnesium
UBA2;KCTD2;Magnesium
UBA2;SUMO3;Magnesium
UBA2;SUMO2;Magnesium
UBA2;SAE1;Magnesium
UBA2;SUMO1;Magnesium
UBA2;UBE2I;Magnesium
PIAS4;SUMO4;Magnesium
PIAS4;SUMO1;Magnesium
PIAS4;UBE2I;Magnesium
PIAS4;SUMO2;Magnesium
SAE1;SUMO3;Magnesium
SAE1;SUMO2;Magnesium
SAE1;UBE2I;Magnesium
SAE1;SUMO1;Magnesium
RANBP2;SUMO4;Magnesium
RANBP2;SUMO2;Magnesium
RANBP2;UBE2I;Magnesium
RANBP2;SUMO1;Magnesium
UBQLN2;RAD23A;Magnesium
UBQLN2;UBC;Magnesium
UBE2I;PIAS2;Magnesium
UBE2I;SUMO3;Magnesium
UBE2I;PIAS1;Magnesium
UBE2I;RANGAP1;Magnesium
SUMO1;PIAS3;Magnesium
SUMO1;PIAS1;Magnesium
SUMO1;SENP1;Magnesium
SUMO1;PIAS2;Magnesium
SUMO1;RANGAP1;Magnesium
SENP1;SUMO3;Magnesium
SENP1;RANGAP1;Magnesium
SENP1;SUMO2;Magnesium
RANGAP1;SUMO2;Magnesium
SENP6;SUMO2;Magnesium
SUMO2;PIAS2;Magnesium
SUMO2;PIAS1;Magnesium
UBC;RAD23A;Magnesium
TOP2B;TOP2A;Magnesium
TOP2B;TOP1;Magnesium
RPS27A;TDP2;Magnesium
TDP2;UBC;Magnesium
TDP2;UBB;Magnesium
TDP2;UBA52;Magnesium
PPP5C;MAP3K5;Magnesium
XBP1;ERN1;Magnesium
TXN2;TXN;Magnesium
TXN2;TXNIP;Magnesium
MAPK14;MAP3K5;Magnesium
MAPK14;MAP2K7;Magnesium
MAPK14;CDC42;Magnesium
MAPK14;MAP2K4;Magnesium
TRAF2;MAP2K6;Magnesium
TRAF2;MAP2K3;Magnesium
TRAF2;MAP2K7;Magnesium
TRAF2;TNFAIP3;Magnesium
TRAF2;DAB2IP;Magnesium
TRAF2;MAP3K7;Magnesium
TRAF2;CASP8;Magnesium
TRAF2;TRAF6;Magnesium
TRAF2;TRAF5;Magnesium
TRAF2;TRAF1;Magnesium
TRAF2;ERN1;Magnesium
TRAF2;FADD;Magnesium
TRAF2;MAP3K5;Magnesium
DAB2IP;MAP3K5;Magnesium
TRAF5;MAP2K6;Magnesium
TRAF5;MAP2K3;Magnesium
TRAF5;MAP2K7;Magnesium
TRAF5;MAP3K7;Magnesium
TRAF5;TRAF6;Magnesium
PRDX1;TXN;Magnesium
DAXX;MAPK9;Magnesium
DAXX;MAPK8;Magnesium
DAXX;PARK7;Magnesium
DAXX;FAS;Magnesium
DAXX;MAP3K5;Magnesium
SOD1;HSPA5;Magnesium
SOD1;PARK7;Magnesium
SOD1;BCL2;Magnesium
FADD;CASP8;Magnesium
FADD;FAS;Magnesium
PRKACA;MAP3K5;Magnesium
HSPA5;ERN1;Magnesium
PARK7;MAP3K5;Magnesium
CASP8;TRAF1;Magnesium
CASP8;TRAF6;Magnesium
CASP8;FAS;Magnesium
MAP3K5;PRKACG;Magnesium
MAP3K5;PRKACB;Magnesium
MAP3K5;YWHAZ;Magnesium
MAP3K5;TRAF6;Magnesium
MAP3K5;CDKN1A;Magnesium
MAP3K5;ERN1;Magnesium
MAP3K5;TXN;Magnesium
TXN;TXNIP;Magnesium
MAPK8;FAS;Magnesium
MAPK8;TRAF6;Magnesium
MAPK8;MAPK8IP3;Magnesium
MAP2K7;MAPK8IP3;Magnesium
BCL2;MAPK9;Magnesium
MAPK9;TRAF6;Magnesium
MAPK9;MAPK8IP3;Magnesium
ARRB2;MAP2K4;Magnesium
ARRB1;MAP2K4;Magnesium
MAP2K4;MAPK8IP3;Magnesium
TRPM6;TRPM7;Magnesium
STK38;STK38L;Magnesium
STK38;MOB1B;Magnesium
STK38;MOB2;Magnesium
STK38;MOB1A;Magnesium
MOB2;STK38L;Magnesium
STK38L;MOB1B;Magnesium
STK38L;MOB1A;Magnesium
MOB1A;MOB1B;Magnesium
EXOSC5;SUPV3L1;Magnesium
EXOSC5;DIS3L2;Magnesium
EXOSC5;PNPT1;Magnesium
EXOSC5;HBS1L;Magnesium
EXOSC5;EXOSC1;Magnesium
EXOSC5;C1D;Magnesium
EXOSC5;EXOSC9;Magnesium
EXOSC5;EXOSC10;Magnesium
EXOSC5;EXOSC3;Magnesium
EXOSC5;EXOSC2;Magnesium
EXOSC5;EXOSC7;Magnesium
EXOSC5;EXOSC4;Magnesium
EXOSC5;EXOSC6;Magnesium
EXOSC5;EXOSC8;Magnesium
