Prot_A;Prot_B;Renew component
EXOSC5;MTREX;Magnesium
MTREX;EXOSC6;Magnesium
MTREX;EXOSC1;Magnesium
MTREX;EXOSC8;Magnesium
MTREX;EXOSC3;Magnesium
MTREX;EXOSC7;Magnesium
MTREX;EXOSC4;Magnesium
MTREX;C1D;Magnesium
MTREX;EXOSC9;Magnesium
MTREX;EXOSC2;Magnesium
EXOSC7;SUPV3L1;Magnesium
EXOSC7;DIS3L2;Magnesium
EXOSC7;PNPT1;Magnesium
EXOSC7;HBS1L;Magnesium
EXOSC7;C1D;Magnesium
EXOSC7;EXOSC4;Magnesium
EXOSC7;EXOSC8;Magnesium
EXOSC7;EXOSC6;Magnesium
EXOSC7;EXOSC10;Magnesium
EXOSC7;EXOSC9;Magnesium
EXOSC7;EXOSC1;Magnesium
EXOSC7;EXOSC3;Magnesium
EXOSC7;EXOSC2;Magnesium
EXOSC4;SUPV3L1;Magnesium
EXOSC4;DIS3L2;Magnesium
EXOSC4;HBS1L;Magnesium
EXOSC4;PNPT1;Magnesium
EXOSC4;C1D;Magnesium
EXOSC4;EXOSC3;Magnesium
EXOSC4;EXOSC2;Magnesium
EXOSC4;EXOSC1;Magnesium
EXOSC4;EXOSC10;Magnesium
EXOSC4;EXOSC9;Magnesium
EXOSC4;EXOSC6;Magnesium
EXOSC4;EXOSC8;Magnesium
DIS3L2;HBS1L;Magnesium
DIS3L2;PNPT1;Magnesium
DIS3L2;EXOSC2;Magnesium
DIS3L2;C1D;Magnesium
DIS3L2;EXOSC8;Magnesium
DIS3L2;EXOSC9;Magnesium
DIS3L2;EXOSC1;Magnesium
DIS3L2;EXOSC3;Magnesium
DIS3L2;EXOSC10;Magnesium
EXOSC3;SUPV3L1;Magnesium
EXOSC3;PNPT1;Magnesium
EXOSC3;HBS1L;Magnesium
EXOSC3;EXOSC9;Magnesium
EXOSC3;EXOSC10;Magnesium
EXOSC3;EXOSC1;Magnesium
EXOSC3;C1D;Magnesium
EXOSC3;EXOSC2;Magnesium
EXOSC3;EXOSC8;Magnesium
EXOSC3;EXOSC6;Magnesium
C1D;SUPV3L1;Magnesium
C1D;PNPT1;Magnesium
C1D;EXOSC6;Magnesium
C1D;EXOSC10;Magnesium
C1D;EXOSC9;Magnesium
C1D;EXOSC1;Magnesium
C1D;EXOSC2;Magnesium
C1D;EXOSC8;Magnesium
SUPV3L1;EXOSC9;Magnesium
SUPV3L1;EXOSC6;Magnesium
SUPV3L1;EXOSC1;Magnesium
SUPV3L1;EXOSC2;Magnesium
SUPV3L1;EXOSC8;Magnesium
SUPV3L1;EXOSC10;Magnesium
SUPV3L1;PNPT1;Magnesium
HBS1L;EXOSC6;Magnesium
HBS1L;EXOSC10;Magnesium
HBS1L;EXOSC2;Magnesium
HBS1L;EXOSC9;Magnesium
HBS1L;EXOSC1;Magnesium
HBS1L;EXOSC8;Magnesium
EXOSC1;PNPT1;Magnesium
EXOSC1;EXOSC2;Magnesium
EXOSC1;EXOSC9;Magnesium
EXOSC1;EXOSC10;Magnesium
EXOSC1;EXOSC6;Magnesium
EXOSC1;EXOSC8;Magnesium
EXOSC2;PNPT1;Magnesium
EXOSC2;EXOSC9;Magnesium
EXOSC2;EXOSC10;Magnesium
EXOSC2;EXOSC8;Magnesium
EXOSC2;EXOSC6;Magnesium
EXOSC10;PNPT1;Magnesium
EXOSC10;EXOSC6;Magnesium
EXOSC10;EXOSC8;Magnesium
EXOSC10;EXOSC9;Magnesium
EXOSC9;PNPT1;Magnesium
EXOSC9;EXOSC6;Magnesium
EXOSC9;EXOSC8;Magnesium
EXOSC8;PNPT1;Magnesium
EXOSC8;EXOSC6;Magnesium
EXOSC6;PNPT1;Magnesium
EYA2;SIX1;Magnesium
DACH2;DACH1;Magnesium
GUCY2F;ITPA;Magnesium
GUCY2F;ENPP1;Magnesium
GUCY2F;ENPP3;Magnesium
GUCY2F;GUCY2D;Magnesium
PDE1B;DCK;Magnesium
GUCY2D;ITPA;Magnesium
GUCY2D;ENPP3;Magnesium
GUCY2D;ENPP1;Magnesium
GMPR;CANT1;Magnesium
GMPR;ENPP3;Magnesium
GMPR;ENPP1;Magnesium
GMPR;ENTPD6;Magnesium
GMPR;AMPD1;Magnesium
GMPR;AMPD2;Magnesium
GMPR;AMPD3;Magnesium
GUCY2C;ITPA;Magnesium
GUCY2C;ENPP1;Magnesium
GUCY2C;ENPP3;Magnesium
GUCY1A2;ENPP1;Magnesium
GUCY1A2;ENPP3;Magnesium
GUCY1A2;ITPA;Magnesium
GUCY1A2;GUCY1A1;Magnesium
GUCY1A2;GUCY1B1;Magnesium
ADCY8;ITPA;Magnesium
ADCY8;ADCY6;Magnesium
ADCY8;ADCY3;Magnesium
ADCY8;ADCY1;Magnesium
ADCY8;ADCY4;Magnesium
DCK;PDE4A;Magnesium
DCK;ENPP3;Magnesium
DCK;PDE2A;Magnesium
DCK;ENPP1;Magnesium
DCK;AK8;Magnesium
DCK;AK2;Magnesium
DCK;AMPD3;Magnesium
DCK;AK3;Magnesium
DCK;ADSL;Magnesium
DCK;AMPD1;Magnesium
DCK;AMPD2;Magnesium
DCK;APRT;Magnesium
ADCY9;ITPA;Magnesium
ADCY9;ADCY3;Magnesium
ADCY9;ADCY6;Magnesium
GUCY1A1;ENPP3;Magnesium
GUCY1A1;ENPP1;Magnesium
GUCY1A1;ITPA;Magnesium
GUCY1A1;GUCY1B1;Magnesium
ADCY1;ITPA;Magnesium
ADCY1;ADCY3;Magnesium
HPRT1;ENTPD6;Magnesium
HPRT1;CANT1;Magnesium
CANT1;GMPS;Magnesium
CANT1;APRT;Magnesium
CANT1;ENPP3;Magnesium
CANT1;ENPP1;Magnesium
CANT1;AMPD3;Magnesium
CANT1;AMPD1;Magnesium
CANT1;AMPD2;Magnesium
CANT1;ITPA;Magnesium
CANT1;ENTPD6;Magnesium
ADCY6;ITPA;Magnesium
ADCY6;ADCY3;Magnesium
ADCY6;ADCY4;Magnesium
ADCY6;ADCY5;Magnesium
ADCY4;ITPA;Magnesium
NPR2;ITPA;Magnesium
NPR2;ENPP3;Magnesium
NPR2;ENPP1;Magnesium
NPR2;NPR1;Magnesium
ADCY2;ITPA;Magnesium
ADCY10;ITPA;Magnesium
NPR1;ENPP3;Magnesium
NPR1;ENPP1;Magnesium
NPR1;ITPA;Magnesium
ENTPD6;AMPD3;Magnesium
ENTPD6;APRT;Magnesium
ENTPD6;GMPS;Magnesium
ENTPD6;AMPD1;Magnesium
ENTPD6;AMPD2;Magnesium
ENTPD6;ENPP1;Magnesium
ENTPD6;ITPA;Magnesium
ENTPD6;ENPP3;Magnesium
ITPA;ADCY5;Magnesium
ITPA;ADCY7;Magnesium
ITPA;ADCY3;Magnesium
ITPA;ENPP1;Magnesium
ITPA;GUCY1B1;Magnesium
ITPA;ENPP3;Magnesium
ITPA;AMPD2;Magnesium
ITPA;AMPD3;Magnesium
ITPA;AMPD1;Magnesium
ENPP3;GMPS;Magnesium
ENPP3;GUCY1B1;Magnesium
GMPS;ENPP1;Magnesium
GUCY1B1;ENPP1;Magnesium
CERK;GBA;Magnesium
CERK;ENPP7;Magnesium
CERK;GALC;Magnesium
CERK;GBA2;Magnesium
CERK;SMPD4;Magnesium
CERK;SMPD3;Magnesium
CERK;UGT8;Magnesium
CERK;DEGS2;Magnesium
CERK;SGMS2;Magnesium
CERK;CERS3;Magnesium
CERK;DEGS1;Magnesium
CERK;CERS5;Magnesium
CERK;SMPD2;Magnesium
CERK;CERS4;Magnesium
CERK;CERS2;Magnesium
CERK;SGMS1;Magnesium
CERK;SMPD1;Magnesium
CERK;CERS6;Magnesium
CERK;ACER1;Magnesium
CERK;ACER2;Magnesium
CERK;ASAH2;Magnesium
CERK;UGCG;Magnesium
CERK;ASAH1;Magnesium
SPTLC2;KDSR;Magnesium
SMPD3;GBA;Magnesium
SMPD3;GALC;Magnesium
SMPD3;UGT8;Magnesium
SMPD3;GBA2;Magnesium
SMPD3;DEGS2;Magnesium
SMPD3;CERS3;Magnesium
SMPD3;DEGS1;Magnesium
SMPD3;CERS5;Magnesium
SMPD3;CERS6;Magnesium
SMPD3;ENPP7;Magnesium
SMPD3;CERS4;Magnesium
SMPD3;UGCG;Magnesium
SMPD3;CERS2;Magnesium
SMPD3;SGMS1;Magnesium
SMPD3;SGMS2;Magnesium
SMPD3;SMPD1;Magnesium
SMPD3;SMPD4;Magnesium
SMPD3;SMPD2;Magnesium
CERS4;CERS3;Magnesium
CERS4;GBA2;Magnesium
CERS4;CERS6;Magnesium
CERS4;GBA;Magnesium
CERS4;GALC;Magnesium
CERS4;CERS5;Magnesium
CERS4;UGT8;Magnesium
CERS4;CERS2;Magnesium
CERS4;ENPP7;Magnesium
CERS4;SMPD4;Magnesium
CERS4;SGMS2;Magnesium
CERS4;SGMS1;Magnesium
CERS4;SMPD1;Magnesium
CERS4;ASAH2;Magnesium
CERS4;ASAH1;Magnesium
CERS4;ACER2;Magnesium
CERS4;UGCG;Magnesium
CERS4;KDSR;Magnesium
CERS4;ACER1;Magnesium
CERS4;SMPD2;Magnesium
CERS4;DEGS1;Magnesium
CERS4;DEGS2;Magnesium
SMPD2;GALC;Magnesium
SMPD2;GBA;Magnesium
SMPD2;UGT8;Magnesium
SMPD2;GBA2;Magnesium
SMPD2;DEGS2;Magnesium
SMPD2;CERS3;Magnesium
SMPD2;DEGS1;Magnesium
SMPD2;ENPP7;Magnesium
SMPD2;CERS5;Magnesium
SMPD2;CERS2;Magnesium
SMPD2;CERS6;Magnesium
SMPD2;SGMS1;Magnesium
SMPD2;SGMS2;Magnesium
SMPD2;UGCG;Magnesium
SMPD2;SMPD4;Magnesium
SMPD2;SMPD1;Magnesium
GALC;ENPP7;Magnesium
GALC;DEGS2;Magnesium
GALC;DEGS1;Magnesium
GALC;CERS5;Magnesium
GALC;ACER1;Magnesium
GALC;SGMS2;Magnesium
GALC;SMPD4;Magnesium
GALC;ACER2;Magnesium
GALC;CERS6;Magnesium
GALC;ASAH2;Magnesium
GALC;CERS3;Magnesium
GALC;CERS2;Magnesium
GALC;SGMS1;Magnesium
GALC;GBA2;Magnesium
GALC;UGCG;Magnesium
GALC;UGT8;Magnesium
GALC;SMPD1;Magnesium
GALC;GBA;Magnesium
GALC;ASAH1;Magnesium
SPTLC1;KDSR;Magnesium
CERS2;CERS3;Magnesium
CERS2;ENPP7;Magnesium
CERS2;GBA2;Magnesium
CERS2;GBA;Magnesium
CERS2;CERS5;Magnesium
CERS2;UGT8;Magnesium
CERS2;CERS6;Magnesium
CERS2;SMPD4;Magnesium
CERS2;ACER1;Magnesium
CERS2;SGMS2;Magnesium
CERS2;ASAH2;Magnesium
CERS2;SGMS1;Magnesium
CERS2;DEGS2;Magnesium
CERS2;ACER2;Magnesium
CERS2;SMPD1;Magnesium
CERS2;UGCG;Magnesium
CERS2;KDSR;Magnesium
CERS2;DEGS1;Magnesium
CERS2;ASAH1;Magnesium
CERS3;ENPP7;Magnesium
CERS3;CERS5;Magnesium
CERS3;CERS6;Magnesium
CERS3;GBA2;Magnesium
CERS3;UGT8;Magnesium
CERS3;SMPD4;Magnesium
CERS3;GBA;Magnesium
CERS3;SGMS2;Magnesium
CERS3;ASAH2;Magnesium
CERS3;ACER2;Magnesium
CERS3;SMPD1;Magnesium
CERS3;ASAH1;Magnesium
CERS3;DEGS2;Magnesium
CERS3;UGCG;Magnesium
CERS3;ACER1;Magnesium
CERS3;DEGS1;Magnesium
CERS3;KDSR;Magnesium
CERS3;SGMS1;Magnesium
ACER1;ACER2;Magnesium
ACER1;GBA;Magnesium
ACER1;UGT8;Magnesium
ACER1;GBA2;Magnesium
ACER1;DEGS1;Magnesium
ACER1;CERS5;Magnesium
ACER1;SGMS2;Magnesium
ACER1;DEGS2;Magnesium
ACER1;SGMS1;Magnesium
ACER1;UGCG;Magnesium
ACER1;CERS6;Magnesium
ACER1;ASAH1;Magnesium
ACER1;ASAH2;Magnesium
DEGS2;DEGS1;Magnesium
DEGS2;GBA;Magnesium
DEGS2;GBA2;Magnesium
DEGS2;UGT8;Magnesium
DEGS2;ENPP7;Magnesium
DEGS2;SMPD1;Magnesium
DEGS2;SGMS1;Magnesium
DEGS2;ASAH1;Magnesium
DEGS2;ASAH2;Magnesium
DEGS2;SGMS2;Magnesium
DEGS2;SMPD4;Magnesium
DEGS2;ACER2;Magnesium
DEGS2;UGCG;Magnesium
DEGS2;CERS5;Magnesium
DEGS2;KDSR;Magnesium
DEGS2;CERS6;Magnesium
UGT8;ENPP7;Magnesium
UGT8;ASAH2;Magnesium
UGT8;ACER2;Magnesium
UGT8;SGMS2;Magnesium
UGT8;GBA;Magnesium
UGT8;CERS5;Magnesium
UGT8;DEGS1;Magnesium
UGT8;SMPD4;Magnesium
UGT8;SGMS1;Magnesium
UGT8;CERS6;Magnesium
UGT8;SMPD1;Magnesium
UGT8;GBA2;Magnesium
UGT8;ASAH1;Magnesium
UGT8;UGCG;Magnesium
GBA;ENPP7;Magnesium
GBA;SMPD4;Magnesium
GBA;ACER2;Magnesium
GBA;SGMS1;Magnesium
GBA;ASAH2;Magnesium
GBA;DEGS1;Magnesium
GBA;SGMS2;Magnesium
GBA;CERS5;Magnesium
GBA;CERS6;Magnesium
GBA;ASAH1;Magnesium
GBA;SMPD1;Magnesium
GBA;GBA2;Magnesium
GBA;UGCG;Magnesium
DEGS1;GBA2;Magnesium
DEGS1;ENPP7;Magnesium
DEGS1;ASAH2;Magnesium
DEGS1;ACER2;Magnesium
DEGS1;SMPD4;Magnesium
DEGS1;SMPD1;Magnesium
DEGS1;SGMS2;Magnesium
DEGS1;ASAH1;Magnesium
DEGS1;SGMS1;Magnesium
DEGS1;CERS5;Magnesium
DEGS1;UGCG;Magnesium
DEGS1;KDSR;Magnesium
DEGS1;CERS6;Magnesium
CERS5;GBA2;Magnesium
CERS5;CERS6;Magnesium
CERS5;ENPP7;Magnesium
CERS5;SMPD4;Magnesium
CERS5;SGMS2;Magnesium
CERS5;SGMS1;Magnesium
CERS5;ACER2;Magnesium
CERS5;ASAH2;Magnesium
CERS5;ASAH1;Magnesium
CERS5;UGCG;Magnesium
CERS5;SMPD1;Magnesium
CERS5;KDSR;Magnesium
ENPP7;GBA2;Magnesium
ENPP7;SGMS2;Magnesium
ENPP7;UGCG;Magnesium
ENPP7;SGMS1;Magnesium
ENPP7;CERS6;Magnesium
ENPP7;SMPD4;Magnesium
ENPP7;SMPD1;Magnesium
SMPD1;GBA2;Magnesium
SMPD1;CERS6;Magnesium
SMPD1;UGCG;Magnesium
SMPD1;SMPD4;Magnesium
SMPD1;SGMS2;Magnesium
SMPD1;SGMS1;Magnesium
ACER2;GBA2;Magnesium
ACER2;SGMS2;Magnesium
ACER2;UGCG;Magnesium
ACER2;SGMS1;Magnesium
ACER2;CERS6;Magnesium
ACER2;ASAH1;Magnesium
ACER2;ASAH2;Magnesium
SGMS1;SGMS2;Magnesium
SGMS1;GBA2;Magnesium
SGMS1;CERS6;Magnesium
SGMS1;ASAH1;Magnesium
SGMS1;UGCG;Magnesium
SGMS1;ASAH2;Magnesium
SGMS1;SMPD4;Magnesium
UGCG;SMPD4;Magnesium
UGCG;SGMS2;Magnesium
UGCG;ASAH2;Magnesium
UGCG;ASAH1;Magnesium
UGCG;CERS6;Magnesium
UGCG;GBA2;Magnesium
GBA2;CERS6;Magnesium
GBA2;SGMS2;Magnesium
GBA2;SMPD4;Magnesium
GBA2;ASAH2;Magnesium
GBA2;ASAH1;Magnesium
ASAH1;SGMS2;Magnesium
ASAH1;KDSR;Magnesium
ASAH1;CERS6;Magnesium
ASAH1;ASAH2;Magnesium
CERS6;SMPD4;Magnesium
CERS6;SGMS2;Magnesium
CERS6;ASAH2;Magnesium
CERS6;KDSR;Magnesium
SGMS2;ASAH2;Magnesium
SGMS2;SMPD4;Magnesium
ASAH2;KDSR;Magnesium
SPTLC3;KDSR;Magnesium
TP53;DYRK2;Magnesium
ATM;DYRK2;Magnesium
DDB1;DCAF7;Magnesium
DYRK2;DCAF1;Magnesium
DCAF1;DCAF7;Magnesium
DCTN6;CAPZA2;Magnesium
DCTN6;CAPZA1;Magnesium
DCTN6;DCTN1;Magnesium
DCTN6;ACTR10;Magnesium
DCTN6;DCTN2;Magnesium
DCTN6;DCTN4;Magnesium
ACTR10;DCTN1;Magnesium
ACTR10;DCTN4;Magnesium
CAPZA1;DCTN4;Magnesium
CAPZA1;DCTN1;Magnesium
CAPZA1;CAPZA2;Magnesium
DCTN1;CAPZA2;Magnesium
DCTN1;DCTN4;Magnesium
CAPZA2;DCTN4;Magnesium
CAPZA2;DCTN2;Magnesium
DCTN2;DCTN4;Magnesium
RB1CC1;SESN2;Magnesium
RB1CC1;AKT1S1;Magnesium
RB1CC1;RPTOR;Magnesium
RB1CC1;MTOR;Magnesium
RB1CC1;PIK3C3;Magnesium
RB1CC1;ULK1;Magnesium
RB1CC1;ATG101;Magnesium
RB1CC1;ATG13;Magnesium
TSC2;PRKAA2;Magnesium
TSC2;DDIT4;Magnesium
TSC2;RHEB;Magnesium
RPS6KB1;FKBP1A;Magnesium
RPS6KB1;RICTOR;Magnesium
RPS6KB1;AKT1S1;Magnesium
RPS6KB1;DEPTOR;Magnesium
RPS6KB1;MLST8;Magnesium
RPS6KB1;RPS6;Magnesium
RPS6KB1;RPTOR;Magnesium
RPS6KB1;MTOR;Magnesium
NPRL2;LAMTOR1;Magnesium
NPRL2;LAMTOR5;Magnesium
NPRL2;LAMTOR3;Magnesium
NPRL2;LAMTOR4;Magnesium
NPRL2;LAMTOR2;Magnesium
NPRL2;RRAGC;Magnesium
NPRL2;RRAGB;Magnesium
NPRL2;RRAGA;Magnesium
NPRL2;NPRL3;Magnesium
NPRL2;WDR59;Magnesium
NPRL2;WDR24;Magnesium
NPRL2;DEPDC5;Magnesium
NPRL2;MIOS;Magnesium
SESN2;ATG13;Magnesium
SESN2;ULK1;Magnesium
SESN2;WDR59;Magnesium
SESN2;MIOS;Magnesium
SESN2;WDR24;Magnesium
SESN2;DEPDC5;Magnesium
LAMTOR5;MLST8;Magnesium
LAMTOR5;DEPDC5;Magnesium
LAMTOR5;NPRL3;Magnesium
LAMTOR5;MTOR;Magnesium
LAMTOR5;RRAGC;Magnesium
LAMTOR5;RRAGB;Magnesium
LAMTOR5;LAMTOR2;Magnesium
LAMTOR5;RPTOR;Magnesium
LAMTOR5;RRAGA;Magnesium
LAMTOR5;LAMTOR4;Magnesium
LAMTOR5;SLC38A9;Magnesium
LAMTOR5;LAMTOR3;Magnesium
LAMTOR5;RRAGD;Magnesium
LAMTOR5;LAMTOR1;Magnesium
PIK3C3;PTEN;Magnesium
PIK3C3;ATG101;Magnesium
PIK3C3;ULK1;Magnesium
WDR59;CASTOR1;Magnesium
WDR59;MIOS;Magnesium
WDR59;DEPDC5;Magnesium
WDR59;NPRL3;Magnesium
WDR59;WDR24;Magnesium
RHEB;RAF1;Magnesium
RHEB;EIF4EBP1;Magnesium
RHEB;PDE6D;Magnesium
RHEB;TBC1D7;Magnesium
RHEB;DEPTOR;Magnesium
RHEB;AKT1S1;Magnesium
RHEB;BNIP3;Magnesium
RHEB;RPTOR;Magnesium
RHEB;MTOR;Magnesium
RHEB;MLST8;Magnesium
RHEB;TSC1;Magnesium
RRAGB;AKT1S1;Magnesium
RRAGB;NPRL3;Magnesium
RRAGB;DEPDC5;Magnesium
RRAGB;RRAGA;Magnesium
RRAGB;RPTOR;Magnesium
RRAGB;LAMTOR4;Magnesium
RRAGB;RRAGC;Magnesium
RRAGB;MTOR;Magnesium
RRAGB;LAMTOR2;Magnesium
RRAGB;WDR24;Magnesium
RRAGB;RRAGD;Magnesium
RRAGB;LAMTOR1;Magnesium
RRAGB;SLC38A9;Magnesium
RRAGB;LAMTOR3;Magnesium
MAPKAP1;AKT1;Magnesium
MAPKAP1;AKT1S1;Magnesium
MAPKAP1;MLST8;Magnesium
MAPKAP1;DEPTOR;Magnesium
MAPKAP1;RICTOR;Magnesium
MAPKAP1;MTOR;Magnesium
LAMTOR1;DEPDC5;Magnesium
LAMTOR1;NPRL3;Magnesium
LAMTOR1;MLST8;Magnesium
LAMTOR1;MTOR;Magnesium
LAMTOR1;RRAGD;Magnesium
LAMTOR1;SLC38A9;Magnesium
LAMTOR1;LAMTOR3;Magnesium
LAMTOR1;RRAGA;Magnesium
LAMTOR1;RPTOR;Magnesium
LAMTOR1;LAMTOR4;Magnesium
LAMTOR1;RRAGC;Magnesium
LAMTOR1;LAMTOR2;Magnesium
DEPTOR;ULK1;Magnesium
DEPTOR;RPS6KB2;Magnesium
DEPTOR;AKT1S1;Magnesium
DEPTOR;RPTOR;Magnesium
DEPTOR;MTOR;Magnesium
DEPTOR;RICTOR;Magnesium
DEPTOR;MLST8;Magnesium
WDR24;CASTOR1;Magnesium
WDR24;NPRL3;Magnesium
WDR24;DEPDC5;Magnesium
WDR24;MIOS;Magnesium
WDR24;RRAGC;Magnesium
RICTOR;MLST8;Magnesium
RICTOR;RPTOR;Magnesium
TSC1;PRKAA2;Magnesium
TSC1;DDIT4;Magnesium
RPTOR;ATG101;Magnesium
RPTOR;PRKAA2;Magnesium
RPTOR;LAMTOR2;Magnesium
RPTOR;RPS6KB2;Magnesium
RPTOR;AKT1;Magnesium
RPTOR;ULK1;Magnesium
RPTOR;LAMTOR4;Magnesium
RPTOR;AKT1S1;Magnesium
RPTOR;RRAGA;Magnesium
RPTOR;MTOR;Magnesium
RPTOR;FKBP1A;Magnesium
RPTOR;RRAGC;Magnesium
RPTOR;RRAGD;Magnesium
RPTOR;LAMTOR3;Magnesium
RPTOR;MLST8;Magnesium
RPTOR;EIF4EBP1;Magnesium
DDIT4;TBC1D7;Magnesium
RPS6KB2;AKT1S1;Magnesium
RPS6KB2;MLST8;Magnesium
RPS6KB2;MTOR;Magnesium
RPS6KB2;RPS6;Magnesium
ULK1;AKT1S1;Magnesium
ULK1;MLST8;Magnesium
ULK1;MTOR;Magnesium
ULK1;ATG101;Magnesium
ULK1;ATG13;Magnesium
ATG101;MLST8;Magnesium
ATG101;AKT1S1;Magnesium
ATG101;MTOR;Magnesium
ATG101;ATG13;Magnesium
MIOS;CASTOR1;Magnesium
MIOS;RRAGA;Magnesium
MIOS;RRAGC;Magnesium
MIOS;NPRL3;Magnesium
MIOS;DEPDC5;Magnesium
EIF4EBP1;FKBP1A;Magnesium
EIF4EBP1;AKT1S1;Magnesium
EIF4EBP1;MLST8;Magnesium
EIF4EBP1;EIF4E;Magnesium
EIF4EBP1;MTOR;Magnesium
LAMTOR4;MLST8;Magnesium
LAMTOR4;DEPDC5;Magnesium
LAMTOR4;NPRL3;Magnesium
LAMTOR4;MTOR;Magnesium
LAMTOR4;LAMTOR3;Magnesium
LAMTOR4;LAMTOR2;Magnesium
LAMTOR4;SLC38A9;Magnesium
LAMTOR4;RRAGC;Magnesium
LAMTOR4;RRAGA;Magnesium
LAMTOR4;RRAGD;Magnesium
MTOR;LAMTOR3;Magnesium
MTOR;LAMTOR2;Magnesium
MTOR;PRKAA2;Magnesium
MTOR;RRAGD;Magnesium
MTOR;RRAGA;Magnesium
MTOR;AKT1S1;Magnesium
MTOR;FKBP1A;Magnesium
MTOR;RRAGC;Magnesium
MTOR;MLST8;Magnesium
LAMTOR2;MLST8;Magnesium
LAMTOR2;DEPDC5;Magnesium
LAMTOR2;NPRL3;Magnesium
LAMTOR2;RRAGD;Magnesium
LAMTOR2;LAMTOR3;Magnesium
LAMTOR2;SLC38A9;Magnesium
LAMTOR2;RRAGC;Magnesium
LAMTOR2;RRAGA;Magnesium
BNIP3;BNIP3L;Magnesium
RRAGD;AKT1S1;Magnesium
RRAGD;SLC38A9;Magnesium
RRAGD;RRAGC;Magnesium
RRAGD;LAMTOR3;Magnesium
RRAGD;RRAGA;Magnesium
PRKAA2;TBC1D7;Magnesium
RRAGC;MLST8;Magnesium
RRAGC;AKT1S1;Magnesium
RRAGC;RRAGA;Magnesium
RRAGC;NPRL3;Magnesium
RRAGC;DEPDC5;Magnesium
RRAGC;LAMTOR3;Magnesium
RRAGA;MLST8;Magnesium
RRAGA;AKT1S1;Magnesium
RRAGA;LAMTOR3;Magnesium
RRAGA;SLC38A9;Magnesium
RRAGA;DEPDC5;Magnesium
RRAGA;NPRL3;Magnesium
AKT1S1;AKT1;Magnesium
AKT1S1;MLST8;Magnesium
SLC38A9;LAMTOR3;Magnesium
FKBP1A;EIF4E;Magnesium
FKBP1A;MLST8;Magnesium
LAMTOR3;MLST8;Magnesium
LAMTOR3;DEPDC5;Magnesium
LAMTOR3;NPRL3;Magnesium
NPRL3;DEPDC5;Magnesium
REXO1;REXO5;Magnesium
REXO1;REXO2;Magnesium
REXO5;REXO2;Magnesium
CRTC3;CRTC1;Magnesium
CRTC3;CRTC2;Magnesium
SIK2;PRKACG;Magnesium
SIK2;PRKACB;Magnesium
SIK2;PRKACA;Magnesium
SIK2;CRTC2;Magnesium
CRTC1;CRTC2;Magnesium
CRTC1;CREB1;Magnesium
CRTC2;CREB1;Magnesium
TAB1;TRAF5;Magnesium
TAB1;TRADD;Magnesium
TAB1;TRAF2;Magnesium
TAB1;RIPK1;Magnesium
TAB1;TAB3;Magnesium
TAB1;MAPK14;Magnesium
MAPK8IP1;MAP3K11;Magnesium
MAPK8IP1;MAPK9;Magnesium
MAPK8IP1;MAPK8IP2;Magnesium
MAPK8IP1;MAPK8;Magnesium
MAPK8IP1;MAP2K7;Magnesium
TRAF2;BCL10;Magnesium
TRAF2;TAB3;Magnesium
TRAF2;MAP3K1;Magnesium
TRAF2;TAB2;Magnesium
TRAF2;TRADD;Magnesium
TRAF2;RIPK1;Magnesium
RAC2;MAP2K4;Magnesium
RAC2;MAP2K7;Magnesium
RAC2;MAPK9;Magnesium
MAP3K10;MAP2K7;Magnesium
RIPK1;MAP2K7;Magnesium
RIPK1;TAB3;Magnesium
RIPK1;MAP3K7;Magnesium
RIPK1;CFLAR;Magnesium
RIPK1;TRAF5;Magnesium
RIPK1;TAB2;Magnesium
RIPK1;TRADD;Magnesium
TRAF5;TAB3;Magnesium
TRAF5;TAB2;Magnesium
TRAF5;TRADD;Magnesium
MAP3K8;MAP2K7;Magnesium
MAP3K8;MAP2K4;Magnesium
MAP3K13;MAP2K7;Magnesium
RAC3;MAP2K4;Magnesium
RAC3;MAP2K7;Magnesium
RAC3;MAPK8;Magnesium
RAC3;MAPK9;Magnesium
RAC3;MAP3K1;Magnesium
MAP3K11;MAPK8IP3;Magnesium
MAP3K11;MAP2K7;Magnesium
MAP3K11;MAPK8IP2;Magnesium
CFLAR;TRADD;Magnesium
PPM1A;MAP2K7;Magnesium
PPM1A;MAP2K4;Magnesium
MAPK8IP2;MAPK8IP3;Magnesium
MAPK8IP2;MAPK8;Magnesium
MAPK8IP2;MAPK9;Magnesium
MAPK8IP2;MAP2K7;Magnesium
TRADD;MAP2K7;Magnesium
TRADD;TAB3;Magnesium
TRADD;TAB2;Magnesium
TRADD;MAP3K7;Magnesium
TAB2;MAP2K4;Magnesium
TAB2;TAB3;Magnesium
MAP3K7;TAB3;Magnesium
MAP3K20;MAP2K7;Magnesium
TAB3;MAP2K4;Magnesium
TAB3;MAP2K7;Magnesium
MAPK8;WDR62;Magnesium
MAP2K7;PRKCA;Magnesium
MAP2K7;MAP3K12;Magnesium
MAP2K7;MAP3K1;Magnesium
MAP3K1;MAPK9;Magnesium
MAP3K1;MAPK8IP3;Magnesium
MAP3K1;MAP2K4;Magnesium
WDR62;MAPK9;Magnesium
PRKCA;MAP2K4;Magnesium
SIK1;PER1;Magnesium
SIK1;SIK1B;Magnesium
SIK1;CRTC2;Magnesium
PER1;CREB1;Magnesium
CRTC2;SIK1B;Magnesium
ASF1A;ASF1B;Magnesium
