Prot_A;Prot_B;Condition
POMGNT1;MGAT5B;metabolic_process
IMPDH2;SLC25A44;metabolic_process
HEXB;NAGK;metabolic_process
HEXB;CHIA;metabolic_process
HEXB;CHIT1;metabolic_process
CHIT1;NAGK;metabolic_process
CHIT1;CHIA;metabolic_process
CHIT1;HEXA;metabolic_process
CHIA;NAGK;metabolic_process
CHIA;HEXA;metabolic_process
HEXA;NAGK;metabolic_process
ACTR5;KAT5;metabolic_process
ACTR5;YY1;metabolic_process
ACTR5;UCHL5;metabolic_process
ACTR5;INO80;metabolic_process
RORA;ATP2A2;metabolic_process
RORA;KAT5;metabolic_process
YY1;MBTD1;metabolic_process
YY1;UCHL5;metabolic_process
YY1;INO80;metabolic_process
TP53;KAT8;metabolic_process
KAT5;ATP2A2;metabolic_process
KAT5;UCHL5;metabolic_process
KAT5;INO80;metabolic_process
KAT5;UHRF1;metabolic_process
KAT5;APBB1;metabolic_process
USP7;UHRF1;metabolic_process
UCHL5;INO80;metabolic_process
EHMT2;UHRF1;metabolic_process
YWHAH;CSNK1E;metabolic_process
YWHAH;FOXO3;metabolic_process
PPARGC1A;SOD2;metabolic_process
PPARGC1A;SIRT3;metabolic_process
STK11;PRKAA2;metabolic_process
STK11;PRKAA1;metabolic_process
MAPK11;MAPKAPK5;metabolic_process
FOXO3;SOD2;metabolic_process
SELENOI;PCYT2;metabolic_process
CHKA;PCYT2;metabolic_process
ETNK2;PCYT2;metabolic_process
CHKB;PCYT2;metabolic_process
CEPT1;PCYT2;metabolic_process
PCYT2;ETNK1;metabolic_process
INMT;AANAT;metabolic_process
INMT;IDO1;metabolic_process
INMT;IDO2;metabolic_process
TPH1;IL4I1;metabolic_process
TPH1;IDO2;metabolic_process
TPH1;IDO1;metabolic_process
TPH1;TDO2;metabolic_process
AANAT;IDO1;metabolic_process
AANAT;IDO2;metabolic_process
AANAT;ASMT;metabolic_process
CYP1A2;IDO1;metabolic_process
CYP1A2;ASMT;metabolic_process
CYP1A2;IDO2;metabolic_process
ASMT;IDO2;metabolic_process
ASMT;CYP1A1;metabolic_process
ASMT;IDO1;metabolic_process
ASMT;CYP1B1;metabolic_process
CYP1A1;IDO2;metabolic_process
CYP1A1;IDO1;metabolic_process
IDO1;CYP1B1;metabolic_process
IDO1;IL4I1;metabolic_process
IDO2;IL4I1;metabolic_process
IDO2;CYP1B1;metabolic_process
TDO2;IL4I1;metabolic_process
GPKOW;SCNM1;metabolic_process
GPKOW;SNRPD1;metabolic_process
GPKOW;SF3B6;metabolic_process
GPKOW;PHF5A;metabolic_process
GPKOW;CWC15;metabolic_process
GPKOW;SNRPG;metabolic_process
GPKOW;SNRPE;metabolic_process
GPKOW;SNRPD3;metabolic_process
GPKOW;CRNKL1;metabolic_process
GPKOW;SNIP1;metabolic_process
GPKOW;SNRPB;metabolic_process
GPKOW;RBMX2;metabolic_process
GPKOW;PLRG1;metabolic_process
GPKOW;SF3B2;metabolic_process
GPKOW;SNRNP200;metabolic_process
GPKOW;SF3B5;metabolic_process
GPKOW;SF3B4;metabolic_process
GPKOW;EFTUD2;metabolic_process
GPKOW;CDC5L;metabolic_process
GPKOW;SF3B3;metabolic_process
GPKOW;PRPF8;metabolic_process
GPKOW;BUD13;metabolic_process
SNRPD3;SCNM1;metabolic_process
SNRPD3;RNF113A;metabolic_process
SNRPD3;DHX16;metabolic_process
PHF5A;SCNM1;metabolic_process
PHF5A;RNF113A;metabolic_process
PHF5A;DHX16;metabolic_process
SF3B6;SRRM2;metabolic_process
SF3B6;CRNKL1;metabolic_process
SF3B6;RNF113A;metabolic_process
SF3B6;CWC22;metabolic_process
SF3B6;SCNM1;metabolic_process
SF3B6;DHX16;metabolic_process
SF3B6;BUD13;metabolic_process
SF3B6;RBMX2;metabolic_process
BUD13;SCNM1;metabolic_process
BUD13;RNF113A;metabolic_process
BUD13;DHX16;metabolic_process
SNRPF;SCNM1;metabolic_process
SF3B4;SCNM1;metabolic_process
SF3B4;RNF113A;metabolic_process
SF3B4;DHX16;metabolic_process
SNIP1;SCNM1;metabolic_process
SNIP1;RNF113A;metabolic_process
SNIP1;DHX16;metabolic_process
SNRPD1;SCNM1;metabolic_process
SNRPD1;RNF113A;metabolic_process
SNRPD1;DHX16;metabolic_process
SRRM2;SCNM1;metabolic_process
SF3B3;SCNM1;metabolic_process
SF3B3;RNF113A;metabolic_process
SF3B3;DHX16;metabolic_process
SNRNP200;SCNM1;metabolic_process
SNRNP200;RNF113A;metabolic_process
SNRNP200;DHX16;metabolic_process
SF3B2;SCNM1;metabolic_process
SF3B2;RNF113A;metabolic_process
SF3B2;DHX16;metabolic_process
SF3B1;SCNM1;metabolic_process
RBMX2;SCNM1;metabolic_process
RBMX2;RNF113A;metabolic_process
RBMX2;DHX16;metabolic_process
SNRPD2;SCNM1;metabolic_process
SF3B5;SCNM1;metabolic_process
SF3B5;RNF113A;metabolic_process
SF3B5;DHX16;metabolic_process
SCNM1;CWC22;metabolic_process
SCNM1;EFTUD2;metabolic_process
SCNM1;PLRG1;metabolic_process
SCNM1;DHX16;metabolic_process
SCNM1;SNRPE;metabolic_process
SCNM1;SNRPG;metabolic_process
SCNM1;SNW1;metabolic_process
SCNM1;SNRPB;metabolic_process
SCNM1;CWC15;metabolic_process
SCNM1;CRNKL1;metabolic_process
SCNM1;PRPF8;metabolic_process
SCNM1;CDC5L;metabolic_process
SCNM1;RNF113A;metabolic_process
RNF113A;PLRG1;metabolic_process
RNF113A;CRNKL1;metabolic_process
RNF113A;CWC15;metabolic_process
RNF113A;SNRPB;metabolic_process
RNF113A;SNRPE;metabolic_process
RNF113A;SNRPG;metabolic_process
RNF113A;EFTUD2;metabolic_process
RNF113A;PRPF8;metabolic_process
RNF113A;CDC5L;metabolic_process
CDC5L;DHX16;metabolic_process
DHX16;CWC15;metabolic_process
DHX16;PLRG1;metabolic_process
DHX16;SNRPB;metabolic_process
DHX16;SNRPG;metabolic_process
DHX16;CRNKL1;metabolic_process
DHX16;SNRPE;metabolic_process
DHX16;EFTUD2;metabolic_process
DHX16;PRPF8;metabolic_process
NR1D1;HDAC3;metabolic_process
TP53;HIPK3;metabolic_process
SIAH1;HIPK2;metabolic_process
UBE2N;ZNRF1;metabolic_process
IL1B;CASP4;metabolic_process
CASP5;CASP4;metabolic_process
CASP4;CASP1;metabolic_process
CYP24A1;CYP27B1;metabolic_process
CYP24A1;CYP2R1;metabolic_process
CYP27B1;CYP2R1;metabolic_process
PTPRB;CTNNB1;metabolic_process
TEK;ANGPT1;metabolic_process
FUBP3;QKI;metabolic_process
MTA1;BCL11A;metabolic_process
CHD4;BCL11A;metabolic_process
TUT1;SART3;metabolic_process
MEPCE;SART3;metabolic_process
MEPCE;CDK9;metabolic_process
MEPCE;LARP7;metabolic_process
LYAR;RPS16;metabolic_process
LYAR;RPS6;metabolic_process
LYAR;RPL11;metabolic_process
DDX21;LARP7;metabolic_process
CDK9;LARP7;metabolic_process
RPS16;LARP7;metabolic_process
ZC3H8;LARP7;metabolic_process
NUDT12;PSPH;metabolic_process
NUDT15;QPRT;metabolic_process
NUDT15;NADSYN1;metabolic_process
INSIG2;INSIG1;metabolic_process
INSIG2;SCAP;metabolic_process
RORA;CPT1A;metabolic_process
RORA;SREBF1;metabolic_process
EP300;CPT1A;metabolic_process
SCAP;SREBF1;metabolic_process
SCAP;INSIG1;metabolic_process
SREBF1;MBTPS2;metabolic_process
HMGCS2;ACLY;metabolic_process
MRPS35;DICER1;metabolic_process
AGO2;GEMIN4;metabolic_process
MRPL17;DICER1;metabolic_process
DAP3;DICER1;metabolic_process
MRPL41;DICER1;metabolic_process
MRPS16;DICER1;metabolic_process
MRPS6;DICER1;metabolic_process
MYH9;RNF213;metabolic_process
RECQL5;DXO;metabolic_process
DXO;RPAP2;metabolic_process
QTRT1;QTRT2;metabolic_process
HDC;CARNS1;metabolic_process
CARNMT1;CARNS1;metabolic_process
MOCS1;ENDOV;metabolic_process
PPOX;FECH;metabolic_process
UROS;ENDOV;metabolic_process
UROS;HMBS;metabolic_process
TRIM21;UBE2N;metabolic_process
BTRC;HNRNPU;metabolic_process
TRAF6;TGFBR1;metabolic_process
CYP27A1;AKR1C4;metabolic_process
CYP27A1;CYP8B1;metabolic_process
CYP8B1;AKR1C4;metabolic_process
HSP90AA1;LAMP2;metabolic_process
HSP90AB1;LAMP2;metabolic_process
SULT2B1;CYP11A1;metabolic_process
CYP11A1;LIPA;metabolic_process
CYP11A1;SOAT2;metabolic_process
CYP11A1;SOAT1;metabolic_process
CYP11A1;DHCR24;metabolic_process
CYP11A1;DHCR7;metabolic_process
N6AMT1;FECH;metabolic_process
PSMA2;ECPAS;metabolic_process
PSMA2;ADRM1;metabolic_process
PSMA2;PSMA8;metabolic_process
PSMA2;UCHL5;metabolic_process
PSMA2;PSMB5;metabolic_process
ECPAS;ADRM1;metabolic_process
ECPAS;PSMC5;metabolic_process
ECPAS;PSMC2;metabolic_process
ECPAS;PSMD11;metabolic_process
ECPAS;PSMD14;metabolic_process
USP14;PSMB5;metabolic_process
USP14;ADRM1;metabolic_process
PSMD11;PSMA8;metabolic_process
PSMD11;PSMB5;metabolic_process
PSMD11;ADRM1;metabolic_process
UBE3C;PSMD14;metabolic_process
PSMC5;PSMA8;metabolic_process
PSMC5;ADRM1;metabolic_process
PSMC5;PSMB5;metabolic_process
PSMA8;PSMF1;metabolic_process
PSMA8;PSME4;metabolic_process
PSMA8;PSMD14;metabolic_process
PSMA8;PSMC2;metabolic_process
PSMA8;PSMB5;metabolic_process
PSMA8;PSMA1;metabolic_process
PSMF1;PSMB5;metabolic_process
PSMB5;UCHL5;metabolic_process
PSMB5;ADRM1;metabolic_process
PSMB5;PSME4;metabolic_process
PSMB5;PSMD14;metabolic_process
PSMB5;PSMA1;metabolic_process
PSMB5;PSMC2;metabolic_process
UCHL5;PSMC2;metabolic_process
UCHL5;ADRM1;metabolic_process
PSMD14;ADRM1;metabolic_process
PSMC2;ADRM1;metabolic_process
PSMA1;ADRM1;metabolic_process
EIF2S1;EIF2AK3;metabolic_process
AK1;RRM2;metabolic_process
AK1;RRM1;metabolic_process
HPRT1;RRM1;metabolic_process
RRM1;ENTPD5;metabolic_process
RRM1;ENTPD4;metabolic_process
RRM1;CANT1;metabolic_process
RRM1;PKM;metabolic_process
CANT1;IMPDH2;metabolic_process
CANT1;ADSS1;metabolic_process
CANT1;RRM2;metabolic_process
CANT1;ADSS2;metabolic_process
PKM;RRM2;metabolic_process
IMPDH2;ENTPD4;metabolic_process
IMPDH2;ENTPD5;metabolic_process
ADSS1;ENTPD4;metabolic_process
ADSS1;ENTPD5;metabolic_process
ENTPD5;RRM2;metabolic_process
ENTPD5;ADSS2;metabolic_process
ENTPD4;ADSS2;metabolic_process
ENTPD4;RRM2;metabolic_process
BMP8A;BMP8B;metabolic_process
NPL;GNE;metabolic_process
TREH;GNE;metabolic_process
TALDO1;GNE;metabolic_process
G6PD;GNE;metabolic_process
GNE;PGGHG;metabolic_process
GNE;H6PD;metabolic_process
GNE;GPI;metabolic_process
TP53;KMT5A;metabolic_process
TP53;SMYD2;metabolic_process
MAPK6;CDC14B;metabolic_process
MAPK6;MAPKAPK5;metabolic_process
PPM1A;MAP2K4;metabolic_process
CTSH;CTSL;metabolic_process
CSTA;CTSL;metabolic_process
NPM1;NOP2;metabolic_process
AQR;RBMX2;metabolic_process
AQR;KIN;metabolic_process
AQR;CTNNBL1;metabolic_process
AQR;BUD13;metabolic_process
AQR;PPIE;metabolic_process
AQR;XAB2;metabolic_process
AQR;CRNKL1;metabolic_process
RBM22;KIN;metabolic_process
RBM22;CTNNBL1;metabolic_process
RBM22;PPIE;metabolic_process
SF3A1;KIN;metabolic_process
SF3A1;PPIE;metabolic_process
SF3A1;CTNNBL1;metabolic_process
SNRPD3;KIN;metabolic_process
SNRPD3;PPIE;metabolic_process
PHF5A;KIN;metabolic_process
PHF5A;PPIE;metabolic_process
PHF5A;CTNNBL1;metabolic_process
SF3A2;KIN;metabolic_process
SF3A2;PPIE;metabolic_process
SF3B6;KIN;metabolic_process
SF3B6;PPIE;metabolic_process
SF3B6;XAB2;metabolic_process
SF3B6;CTNNBL1;metabolic_process
SNRPB2;KIN;metabolic_process
SNRPB2;CTNNBL1;metabolic_process
SNRPB2;PPIE;metabolic_process
SNRPA1;KIN;metabolic_process
SNRPA1;CTNNBL1;metabolic_process
SNRPA1;PPIE;metabolic_process
PRPF38A;KIN;metabolic_process
PRPF38A;PPIE;metabolic_process
PRPF38A;CRNKL1;metabolic_process
PRPF38A;XAB2;metabolic_process
PRPF38A;RBMX2;metabolic_process
PRPF38A;BUD13;metabolic_process
BUD13;PPIE;metabolic_process
BUD13;CTNNBL1;metabolic_process
BUD13;KIN;metabolic_process
SNRPF;KIN;metabolic_process
SNRPF;PPIE;metabolic_process
MFAP1;PPIE;metabolic_process
MFAP1;KIN;metabolic_process
SF3B4;KIN;metabolic_process
SF3B4;CTNNBL1;metabolic_process
SF3B4;PPIE;metabolic_process
ZMAT2;KIN;metabolic_process
ZMAT2;PPIE;metabolic_process
SNIP1;KIN;metabolic_process
SNIP1;CTNNBL1;metabolic_process
SNIP1;PPIE;metabolic_process
SNRPD1;KIN;metabolic_process
SNRPD1;PPIE;metabolic_process
SF3B3;CTNNBL1;metabolic_process
SF3B3;PPIE;metabolic_process
SF3B3;KIN;metabolic_process
SNRNP200;PPIE;metabolic_process
SNRNP200;CTNNBL1;metabolic_process
SNRNP200;KIN;metabolic_process
SF3B2;KIN;metabolic_process
SF3B2;PPIE;metabolic_process
SF3B1;PPIE;metabolic_process
SF3B1;KIN;metabolic_process
RBMX2;CTNNBL1;metabolic_process
RBMX2;PPIE;metabolic_process
RBMX2;KIN;metabolic_process
SNRPD2;KIN;metabolic_process
SNRPD2;PPIE;metabolic_process
XAB2;KIN;metabolic_process
XAB2;CTNNBL1;metabolic_process
XAB2;PPIE;metabolic_process
CTNNBL1;KIN;metabolic_process
CTNNBL1;PRPF8;metabolic_process
CTNNBL1;SF3B5;metabolic_process
CTNNBL1;SNRPB;metabolic_process
CTNNBL1;PPIE;metabolic_process
CTNNBL1;SF3A3;metabolic_process
CTNNBL1;SNW1;metabolic_process
CTNNBL1;BUD31;metabolic_process
CTNNBL1;CRNKL1;metabolic_process
CTNNBL1;PLRG1;metabolic_process
CTNNBL1;CDC5L;metabolic_process
CTNNBL1;CWC15;metabolic_process
SF3B5;KIN;metabolic_process
SF3B5;PPIE;metabolic_process
CDC40;KIN;metabolic_process
CDC40;PPIE;metabolic_process
CDC5L;KIN;metabolic_process
CDC5L;PPIE;metabolic_process
PPIE;KIN;metabolic_process
PPIE;SF3A3;metabolic_process
PPIE;SNRPB;metabolic_process
PPIE;PRPF8;metabolic_process
PPIE;SNRPG;metabolic_process
PPIE;SNRPE;metabolic_process
PPIE;CWC15;metabolic_process
PPIE;EFTUD2;metabolic_process
PPIE;PLRG1;metabolic_process
PPIE;SNW1;metabolic_process
PPIE;BUD31;metabolic_process
PPIE;CRNKL1;metabolic_process
SF3A3;KIN;metabolic_process
CRNKL1;KIN;metabolic_process
KIN;SNRPG;metabolic_process
KIN;PRPF8;metabolic_process
KIN;SNRPE;metabolic_process
KIN;PLRG1;metabolic_process
KIN;BUD31;metabolic_process
KIN;CWC15;metabolic_process
KIN;SNW1;metabolic_process
KIN;SNRPB;metabolic_process
KIN;EFTUD2;metabolic_process
KIN;METTL22;metabolic_process
RNF25;UBE2D3;metabolic_process
RNF25;UBE2D2;metabolic_process
CHRNA4;JAK2;metabolic_process
UFD1;SKP2;metabolic_process
USP13;PTEN;metabolic_process
APOA1;ABCA7;metabolic_process
APOA1;CLU;metabolic_process
APOE;CLU;metabolic_process
CYP27A1;SLC27A5;metabolic_process
DGKH;LPL;metabolic_process
AREL1;UBE2D1;metabolic_process
GPAT3;GK;metabolic_process
GPAM;GK;metabolic_process
GPAT4;GK;metabolic_process
GPAT2;GK;metabolic_process
PPP5C;CCT8;metabolic_process
PPP5C;PTGES3;metabolic_process
PPP5C;HSP90AA1;metabolic_process
PPP5C;HSP90AB1;metabolic_process
RIPK3;STUB1;metabolic_process
RIPK3;HSP90AA1;metabolic_process
CSNK2A1;CSNK2A2;metabolic_process
RIPK2;HSP90B1;metabolic_process
SGTA;HSPA8;metabolic_process
HSPB1;EFTUD2;metabolic_process
FKBP6;HSPA2;metabolic_process
KCNH2;HSP90AA1;metabolic_process
CSNK2A2;PTEN;metabolic_process
TEP1;HNRNPC;metabolic_process
TEP1;PTGES3;metabolic_process
TEP1;DKC1;metabolic_process
TEP1;TERT;metabolic_process
HDAC4;YWHAZ;metabolic_process
CCT8;PTGES3;metabolic_process
CCT8;HSP90AB1;metabolic_process
NPM1;HSPD1;metabolic_process
PLK1;NUDC;metabolic_process
TERT;PTGES3;metabolic_process
TERT;DKC1;metabolic_process
CHORDC1;HSP90AB1;metabolic_process
CHORDC1;HSP90AA1;metabolic_process
HSP90AA1;LIMK1;metabolic_process
HSP90AA1;NLRP3;metabolic_process
LIMK1;HSP90AB1;metabolic_process
LIMK1;ROCK1;metabolic_process
NLRP3;HSP90AB1;metabolic_process
EEF1A1;RPS3A;metabolic_process
EPRS1;GAPDH;metabolic_process
DKC1;HNRNPC;metabolic_process
DKC1;PTGES3;metabolic_process
CDK9;FKBP5;metabolic_process
HNRNPC;PTGES3;metabolic_process
PPP5C;DNAJB11;metabolic_process
PPP5C;TSC1;metabolic_process
RPL8;EEF1A1;metabolic_process
CCT8;DNAJB11;metabolic_process
CCT8;TSC1;metabolic_process
CCT8;PFDN2;metabolic_process
CCT8;PFDN6;metabolic_process
TSC1;DNAJB11;metabolic_process
TSC1;PTGES3;metabolic_process
PFDN2;PFDN6;metabolic_process
PPM1E;CALM1;metabolic_process
COQ3;COQ7;metabolic_process
COQ9;COQ7;metabolic_process
COQ5;COQ7;metabolic_process
MOCS3;URM1;metabolic_process
UFM1;UFSP1;metabolic_process
UBE2D2;RNF115;metabolic_process
DERL1;SERPINA1;metabolic_process
OS9;SERPINA1;metabolic_process
RNF185;RNF5;metabolic_process
LRP1;LPL;metabolic_process
LRP1;APOE;metabolic_process
GLUL;NDUFS8;metabolic_process
CTSK;CTSL;metabolic_process
RPL18A;SEC61B;metabolic_process
RPL18A;RPL41;metabolic_process
SEC61B;RPL39L;metabolic_process
SEC61B;RPS17;metabolic_process
SEC61B;RPS7;metabolic_process
SEC61B;RPS15;metabolic_process
SEC61B;RPS26;metabolic_process
SEC61B;RPS19;metabolic_process
SEC61B;RPS29;metabolic_process
SEC61B;RPS5;metabolic_process
SEC61B;RPS3;metabolic_process
SEC61B;RPS23;metabolic_process
SEC61B;RPS14;metabolic_process
SEC61B;RACK1;metabolic_process
SEC61B;RPL36A;metabolic_process
SEC61B;RPS21;metabolic_process
SEC61B;RPS4X;metabolic_process
SEC61B;RPS6;metabolic_process
SEC61B;RPS28;metabolic_process
SEC61B;RPS3A;metabolic_process
SEC61B;RPS9;metabolic_process
SEC61B;UBA52;metabolic_process
SEC61B;RPS27;metabolic_process
SEC61B;RPL35A;metabolic_process
SEC61B;RPS24;metabolic_process
SEC61B;RPL30;metabolic_process
SEC61B;RPL24;metabolic_process
SEC61B;RPL32;metabolic_process
SEC61B;RPL7;metabolic_process
SEC61B;RPL38;metabolic_process
SEC61B;RPL11;metabolic_process
SEC61B;RPL5;metabolic_process
SEC61B;RPL8;metabolic_process
SEC61B;RPL36;metabolic_process
SEC61B;RPL18;metabolic_process
SEC61B;RPL14;metabolic_process
SEC61B;RPS16;metabolic_process
SEC61B;RPL27;metabolic_process
SEC61B;RPL6;metabolic_process
SEC61B;RPL26;metabolic_process
SEC61B;RPL31;metabolic_process
SEC61B;RPL19;metabolic_process
RPL19;RPL41;metabolic_process
RPL8;RPL41;metabolic_process
RPS23;RPL41;metabolic_process
RPL38;RPL41;metabolic_process
RPS21;RPL41;metabolic_process
RPS26;RPL41;metabolic_process
RPL10A;RPL41;metabolic_process
RPL24;RPL41;metabolic_process
RPS29;RPL41;metabolic_process
RPL31;RPL41;metabolic_process
RPL6;RPL41;metabolic_process
RPL36A;RPL41;metabolic_process
RPL32;RPL41;metabolic_process
RACK1;RPL41;metabolic_process
RPL30;RPL41;metabolic_process
RPL18;RPL41;metabolic_process
RPL41;RPL36;metabolic_process
RPL41;RPS28;metabolic_process
RPL41;RPL11;metabolic_process
YWHAH;CSNK1D;metabolic_process
RPS3;CSNK1E;metabolic_process
RPS3;RIOK1;metabolic_process
RPS3;RIOK2;metabolic_process
RIOK2;CSNK1E;metabolic_process
RIOK2;RPS24;metabolic_process
RIOK2;CSNK1D;metabolic_process
RIOK2;RPS28;metabolic_process
RIOK2;RPS26;metabolic_process
RIOK2;RPS29;metabolic_process
RIOK2;RPS16;metabolic_process
RIOK2;RPS17;metabolic_process
RIOK2;RPS3A;metabolic_process
RIOK2;RPS23;metabolic_process
RIOK2;RPS19;metabolic_process
RIOK2;RIOK1;metabolic_process
RIOK2;RPS21;metabolic_process
RIOK2;RPS9;metabolic_process
RIOK2;RPS14;metabolic_process
RIOK2;RPS6;metabolic_process
RIOK2;RPS7;metabolic_process
RIOK2;RPS15;metabolic_process
RIOK2;RPS5;metabolic_process
RPS23;CSNK1E;metabolic_process
RPS23;CSNK1D;metabolic_process
RPS23;RIOK1;metabolic_process
RPP25;RPS7;metabolic_process
RPP25;RPS6;metabolic_process
RPP25;CSNK1E;metabolic_process
RPP25;RPS14;metabolic_process
RPP25;RPS9;metabolic_process
RPP25;CSNK1D;metabolic_process
RPS21;CSNK1D;metabolic_process
RPS21;RIOK1;metabolic_process
RPS21;CSNK1E;metabolic_process
RPS3A;CSNK1E;metabolic_process
RPS3A;CSNK1D;metabolic_process
RPS3A;RIOK1;metabolic_process
RPS26;CSNK1E;metabolic_process
RPS26;CSNK1D;metabolic_process
RPS26;RIOK1;metabolic_process
BTRC;WWTR1;metabolic_process
RPS16;CSNK1D;metabolic_process
RPS16;CSNK1E;metabolic_process
RPS16;RIOK1;metabolic_process
RIOK1;RPS29;metabolic_process
RIOK1;RPS24;metabolic_process
RIOK1;RPS17;metabolic_process
RIOK1;RPS19;metabolic_process
RIOK1;CSNK1E;metabolic_process
RIOK1;CSNK1D;metabolic_process
RIOK1;RPS28;metabolic_process
RIOK1;RPS5;metabolic_process
RIOK1;RPS15;metabolic_process
RIOK1;RPS9;metabolic_process
RIOK1;RPS6;metabolic_process
RIOK1;RPS7;metabolic_process
RIOK1;RPS14;metabolic_process
RPP40;RPS9;metabolic_process
RPP40;CSNK1E;metabolic_process
RPP40;RPS6;metabolic_process
RPP40;RPS7;metabolic_process
RPP40;CSNK1D;metabolic_process
RPP40;RPS14;metabolic_process
RPS6;RPP14;metabolic_process
RPS6;RPP21;metabolic_process
RPS6;CSNK1E;metabolic_process
RPS6;RPP30;metabolic_process
RPS9;RPP14;metabolic_process
RPS9;CSNK1D;metabolic_process
RPS9;CSNK1E;metabolic_process
RPS9;RPP30;metabolic_process
RPS9;RPP21;metabolic_process
RPS29;CSNK1E;metabolic_process
RPS29;CSNK1D;metabolic_process
CSNK1E;RPP21;metabolic_process
CSNK1E;RPP14;metabolic_process
CSNK1E;RPP30;metabolic_process
CSNK1E;RPS24;metabolic_process
CSNK1E;RPS28;metabolic_process
CSNK1E;RPS14;metabolic_process
CSNK1E;RPS7;metabolic_process
CSNK1E;RPP38;metabolic_process
CSNK1E;RPS17;metabolic_process
CSNK1E;RPS19;metabolic_process
CSNK1E;RPS5;metabolic_process
CSNK1E;RPS15;metabolic_process
CSNK1E;WWTR1;metabolic_process
CSNK1D;RPP21;metabolic_process
CSNK1D;RPP14;metabolic_process
CSNK1D;RPS28;metabolic_process
CSNK1D;RPS24;metabolic_process
CSNK1D;RPS17;metabolic_process
CSNK1D;RPP30;metabolic_process
CSNK1D;RPP38;metabolic_process
CSNK1D;RPS5;metabolic_process
CSNK1D;RPS19;metabolic_process
CSNK1D;WWTR1;metabolic_process
RPS14;RPP14;metabolic_process
RPS14;RPP30;metabolic_process
RPS14;RPP21;metabolic_process
RPP30;RPS7;metabolic_process
RPP21;RPS7;metabolic_process
RPP14;RPS7;metabolic_process
PARP4;MVP;metabolic_process
APBB1;APLP2;metabolic_process
QTRT1;APBB1;metabolic_process
MAPK8;APBB1;metabolic_process
KAT2A;H3C1;metabolic_process
CRBN;GSPT1;metabolic_process
DDB2;GPS1;metabolic_process
DDB2;COPS7B;metabolic_process
DDB2;H3C1;metabolic_process
DDB2;COPS7A;metabolic_process
DDB2;COPS8;metabolic_process
DDB2;COPS4;metabolic_process
DDB2;COPS2;metabolic_process
ELOB;WDR5;metabolic_process
EP300;ERCC6;metabolic_process
EP300;H3C1;metabolic_process
COPS3;CUL2;metabolic_process
XPC;RAD23A;metabolic_process
COPS2;CUL2;metabolic_process
