Prot_A;Prot_B;Condition
YWHAH;LRRK2;metabolic_process
YWHAH;YWHAZ;metabolic_process
LRRK2;RPS15;metabolic_process
LRRK2;PTK6;metabolic_process
LRRK2;HSPA8;metabolic_process
STUB1;ATXN3;metabolic_process
STUB1;UBE2N;metabolic_process
PSMA2;PSMF1;metabolic_process
PSMA2;USP14;metabolic_process
PSMA2;PSME4;metabolic_process
PSMA2;PSMC5;metabolic_process
PSMA2;PSMD11;metabolic_process
PSMA2;PSMC2;metabolic_process
DERL1;RAD23B;metabolic_process
DERL1;UBE2J2;metabolic_process
DERL1;NGLY1;metabolic_process
DERL1;SOD1;metabolic_process
USP14;PSMA1;metabolic_process
USP14;PSMC5;metabolic_process
USP14;PSMD11;metabolic_process
USP14;PSMC2;metabolic_process
PSMD11;UBA52;metabolic_process
PSMD11;SEM1;metabolic_process
PSMD11;PSMC2;metabolic_process
UFD1;UBXN8;metabolic_process
UFD1;YOD1;metabolic_process
SOD1;PARK7;metabolic_process
UBXN4;UBXN8;metabolic_process
NGLY1;AMFR;metabolic_process
NGLY1;RAD23A;metabolic_process
NGLY1;VCP;metabolic_process
NGLY1;RAD23B;metabolic_process
AMFR;RAD23B;metabolic_process
AMFR;UBA52;metabolic_process
UBXN6;VCPKMT;metabolic_process
UBXN6;UBXN8;metabolic_process
PSMC5;PRKN;metabolic_process
PSMC5;PSMC2;metabolic_process
YOD1;UBA52;metabolic_process
YOD1;NPLOC4;metabolic_process
YOD1;PLAA;metabolic_process
YOD1;VCP;metabolic_process
NPLOC4;UBXN8;metabolic_process
NPLOC4;UBA52;metabolic_process
PSMF1;PSMA1;metabolic_process
UBQLN2;UBA52;metabolic_process
RAD23B;PSMC2;metabolic_process
RAD23B;ATXN3;metabolic_process
VCP;BTRC;metabolic_process
VCP;POLR2A;metabolic_process
VCP;UBE2J2;metabolic_process
VCP;RHBDD1;metabolic_process
VCP;UBXN8;metabolic_process
VCP;VCPKMT;metabolic_process
VCP;ATXN3;metabolic_process
PRKN;RAD23A;metabolic_process
PRKN;UBE2J1;metabolic_process
PRKN;HDAC6;metabolic_process
PRKN;ATXN3;metabolic_process
BAG6;PSMD14;metabolic_process
UBQLN1;UBA52;metabolic_process
HDAC6;PTGES3;metabolic_process
HDAC6;SQSTM1;metabolic_process
ATXN3L;ATXN3;metabolic_process
ATXN3L;UBA52;metabolic_process
PLAA;UBA52;metabolic_process
SELENOS;UBE2J2;metabolic_process
PSME4;PSMD14;metabolic_process
PSME4;PSMA1;metabolic_process
PSMD14;SEM1;metabolic_process
PSMD14;PSMC2;metabolic_process
UBA52;PSMC2;metabolic_process
UBA52;ATXN3;metabolic_process
UBA52;JOSD2;metabolic_process
UBA52;RAD23A;metabolic_process
PSMC2;SEM1;metabolic_process
PSMC2;RAD23A;metabolic_process
PSMC2;PSMA1;metabolic_process
RAD23A;ATXN3;metabolic_process
CDC34;UBA1;metabolic_process
RBX1;COPS7B;metabolic_process
RBX1;COPS3;metabolic_process
RBX1;COPS6;metabolic_process
RBX1;GPS1;metabolic_process
RBX1;COPS8;metabolic_process
RBX1;COPS2;metabolic_process
RBX1;COPS4;metabolic_process
UBE2D4;UBA1;metabolic_process
CRBN;GPS1;metabolic_process
CRBN;COPS7A;metabolic_process
CRBN;COPS2;metabolic_process
CRBN;COPS6;metabolic_process
CRBN;COPS3;metabolic_process
CRBN;COPS8;metabolic_process
CRBN;COPS4;metabolic_process
UBE2M;GPS1;metabolic_process
UBE2M;COPS7A;metabolic_process
UBE2M;COPS4;metabolic_process
UBE2M;COPS6;metabolic_process
ELOB;COPS2;metabolic_process
ELOB;COPS7B;metabolic_process
ELOB;COPS8;metabolic_process
ELOB;COPS3;metabolic_process
ELOB;COPS4;metabolic_process
ELOB;COPS6;metabolic_process
ELOB;GPS1;metabolic_process
CUL3;COPS3;metabolic_process
CUL3;COPS7A;metabolic_process
CUL3;COPS6;metabolic_process
CUL3;COPS4;metabolic_process
CUL3;GPS1;metabolic_process
CUL3;COPS2;metabolic_process
COPS3;ELOC;metabolic_process
COPS3;CUL1;metabolic_process
COPS3;DDB1;metabolic_process
COPS3;CUL4B;metabolic_process
COPS3;CUL4A;metabolic_process
RNF7;UBE2F;metabolic_process
COPS2;ELOC;metabolic_process
COPS2;CUL1;metabolic_process
COPS2;DDB1;metabolic_process
COPS2;CUL4B;metabolic_process
COPS2;CUL4A;metabolic_process
DDB1;CHEK1;metabolic_process
DDB1;COPS8;metabolic_process
DDB1;COPS6;metabolic_process
DDB1;COPS4;metabolic_process
DDB1;GPS1;metabolic_process
COPS6;ELOC;metabolic_process
COPS6;CUL1;metabolic_process
COPS6;CUL4B;metabolic_process
COPS6;CUL4A;metabolic_process
CUL1;FBXO38;metabolic_process
CUL1;COPS7B;metabolic_process
CUL1;COPS7A;metabolic_process
CUL1;GPS1;metabolic_process
CUL1;COPS8;metabolic_process
CUL1;COPS4;metabolic_process
COPS8;ELOC;metabolic_process
COPS8;CUL4B;metabolic_process
COPS8;CUL4A;metabolic_process
UBE2D3;ANAPC11;metabolic_process
UBE2D3;PRKN;metabolic_process
ANAPC11;UBE2D2;metabolic_process
ANAPC11;UBE2D1;metabolic_process
UBA3;UBE2F;metabolic_process
CUL4A;COPS7B;metabolic_process
CUL4A;COPS7A;metabolic_process
CUL4A;GPS1;metabolic_process
CUL4A;COPS4;metabolic_process
GPS1;ELOC;metabolic_process
GPS1;CUL4B;metabolic_process
CUL5;UBE2F;metabolic_process
CUL4B;COPS7B;metabolic_process
CUL4B;COPS7A;metabolic_process
CUL4B;COPS4;metabolic_process
COPS7B;ELOC;metabolic_process
COPS4;ELOC;metabolic_process
CMA1;AGT;metabolic_process
ADAM17;TNF;metabolic_process
AGT;MME;metabolic_process
ABI2;ABL1;metabolic_process
ABL1;ABL2;metabolic_process
EPHA8;ABL1;metabolic_process
YWHAH;ABL1;metabolic_process
YWHAH;WWTR1;metabolic_process
CBL;EPHA2;metabolic_process
EPHA1;ABL1;metabolic_process
EPHA1;EPHA2;metabolic_process
ABL1;WWTR1;metabolic_process
ABL1;EPHB1;metabolic_process
YWHAZ;WWTR1;metabolic_process
APLF;LIG4;metabolic_process
APLF;XRCC4;metabolic_process
PRKDC;PAXX;metabolic_process
PNKP;XRCC4;metabolic_process
NHEJ1;PAXX;metabolic_process
XRCC6;PAXX;metabolic_process
PAXX;LIG4;metabolic_process
PAXX;XRCC5;metabolic_process
PAXX;XRCC4;metabolic_process
APTX;XRCC4;metabolic_process
ULK1;PPP2CA;metabolic_process
ATG101;PPP2CA;metabolic_process
ULK2;PPP2CA;metabolic_process
RAB1A;C9orf72;metabolic_process
SEL1L;FOXRED2;metabolic_process
UNG;DDB1;metabolic_process
UNG;DCAF1;metabolic_process
DDB2;COPS3;metabolic_process
DDB2;COPS6;metabolic_process
DDB2;COPS5;metabolic_process
ERCC8;COPS3;metabolic_process
ERCC8;COPS5;metabolic_process
DDB1;SIRT7;metabolic_process
COPS6;DCAF1;metabolic_process
COPS5;DCAF1;metabolic_process
DCAF1;SAMHD1;metabolic_process
ELAC2;ENDOG;metabolic_process
AK1;TPK1;metabolic_process
AK7;TPK1;metabolic_process
THTPA;TPK1;metabolic_process
AK8;TPK1;metabolic_process
TPK1;ALPL;metabolic_process
TPK1;AK4;metabolic_process
MMACHC;MMADHC;metabolic_process
ODC1;SAT2;metabolic_process
ODC1;AOC1;metabolic_process
ODC1;SAT1;metabolic_process
ODC1;SRM;metabolic_process
SAT2;AOC1;metabolic_process
SAT2;SRM;metabolic_process
SAT2;SAT1;metabolic_process
SRM;AOC1;metabolic_process
SRM;SAT1;metabolic_process
SAT1;AOC1;metabolic_process
B4GAT1;LARGE2;metabolic_process
LARGE1;LARGE2;metabolic_process
CD74;PDF;metabolic_process
CD74;DAP3;metabolic_process
CD74;MRPL58;metabolic_process
CD74;MRPL41;metabolic_process
CD74;MRPS35;metabolic_process
CD74;RPL39;metabolic_process
CD74;RPL39L;metabolic_process
CD74;MRPS6;metabolic_process
CD74;MRPS16;metabolic_process
CD74;MRPL17;metabolic_process
CD74;TUFM;metabolic_process
MRPS35;MAPK8;metabolic_process
MRPS35;MAPK9;metabolic_process
MRPS35;RPS16;metabolic_process
MRPS35;RPL8;metabolic_process
MRPS35;RPS29;metabolic_process
MRPS35;MED1;metabolic_process
MRPS35;RPS14;metabolic_process
MRPS35;RPS5;metabolic_process
MRPS35;RPS23;metabolic_process
MRPS35;RPL11;metabolic_process
MRPS35;CUL7;metabolic_process
MRPS35;RPS9;metabolic_process
POLR2C;MRPS16;metabolic_process
POLR2C;MRPS6;metabolic_process
POLR2C;RPS3;metabolic_process
RPL18A;GFM1;metabolic_process
RPL18A;EFTUD2;metabolic_process
RPL18A;MRPS14;metabolic_process
RPL18A;MRPS11;metabolic_process
RPL18A;MRPS7;metabolic_process
STN1;MED4;metabolic_process
STN1;MED1;metabolic_process
RPL19;PARP8;metabolic_process
RPL19;PARP6;metabolic_process
RPL19;PKM;metabolic_process
RPL19;GFM1;metabolic_process
RPL19;EFTUD2;metabolic_process
RPL19;MRPS11;metabolic_process
RPL19;MRPS7;metabolic_process
RPL19;MRPS14;metabolic_process
RPL19;MRPS15;metabolic_process
RPL19;RPS4Y1;metabolic_process
CYP27B1;SRC;metabolic_process
CYP27B1;MED1;metabolic_process
ZC3H13;CDK9;metabolic_process
ZC3H13;MED1;metabolic_process
ZC3H13;POLR2B;metabolic_process
ZC3H13;MED4;metabolic_process
ZC3H13;POLR2A;metabolic_process
MRPS7;PDF;metabolic_process
MRPS7;RPL14;metabolic_process
MRPS7;UBA52;metabolic_process
MRPS7;RPL38;metabolic_process
MRPS7;RPL35A;metabolic_process
MRPS7;RPL31;metabolic_process
MRPS7;RPL36;metabolic_process
MRPS7;RPS26;metabolic_process
MRPS7;RPL24;metabolic_process
MRPS7;RPS16;metabolic_process
MRPS7;RPS21;metabolic_process
MRPS7;RPS17;metabolic_process
MRPS7;RPL8;metabolic_process
MRPS7;RPS28;metabolic_process
MRPS7;RPS24;metabolic_process
MRPS7;RPL18;metabolic_process
MRPS7;RPL30;metabolic_process
MRPS7;RPL6;metabolic_process
MRPS7;RPS7;metabolic_process
MRPS7;RPS3A;metabolic_process
MRPS7;RPS19;metabolic_process
MRPS7;RPS6;metabolic_process
MRPS7;RPL5;metabolic_process
MRPS7;RPL11;metabolic_process
RPS4Y1;RPL36A;metabolic_process
RPS4Y1;RPL7;metabolic_process
RPS4Y1;RPL39;metabolic_process
RPS4Y1;RPL26;metabolic_process
RPS4Y1;RPL10A;metabolic_process
RPS4Y1;RPL36;metabolic_process
RPS4Y1;RPL38;metabolic_process
RPS4Y1;EEF2;metabolic_process
RPS4Y1;RPL35A;metabolic_process
RPS4Y1;RPL30;metabolic_process
RPS4Y1;RPL27;metabolic_process
RPS4Y1;RPL14;metabolic_process
RPS4Y1;RPL6;metabolic_process
RPS4Y1;RPL11;metabolic_process
RPS4Y1;RPL31;metabolic_process
RPS4Y1;RPL5;metabolic_process
RPS4Y1;UBA52;metabolic_process
MED10;QKI;metabolic_process
MED4;QKI;metabolic_process
RPL8;PDF;metabolic_process
RPL8;MRPL41;metabolic_process
RPL8;DAP3;metabolic_process
RPL8;MRPS16;metabolic_process
RPL8;MRPS6;metabolic_process
RPL8;TUFM;metabolic_process
GFM1;RPL36;metabolic_process
GFM1;RPL35A;metabolic_process
GFM1;RPS21;metabolic_process
GFM1;RPL38;metabolic_process
GFM1;RPS26;metabolic_process
GFM1;RPS24;metabolic_process
GFM1;UBA52;metabolic_process
GFM1;RPL31;metabolic_process
GFM1;RPS7;metabolic_process
GFM1;RPL18;metabolic_process
GFM1;RPS6;metabolic_process
GFM1;RPL24;metabolic_process
GFM1;RPS3A;metabolic_process
GFM1;RPL30;metabolic_process
GFM1;RPS19;metabolic_process
GFM1;RPS28;metabolic_process
THRA;NCOA6;metabolic_process
THRA;MED1;metabolic_process
PPARGC1A;EFTUD2;metabolic_process
EFL1;RPS21;metabolic_process
EFL1;RPS7;metabolic_process
EFL1;RPS26;metabolic_process
EFL1;RPS3A;metabolic_process
EFL1;MRPS16;metabolic_process
EFL1;RPS28;metabolic_process
EFL1;MRPL17;metabolic_process
EFL1;MRPS6;metabolic_process
EFL1;RPS15;metabolic_process
MRPS5;OTUD3;metabolic_process
MRPS5;PDF;metabolic_process
MRPS5;MAPK8;metabolic_process
MRPS5;MAPK9;metabolic_process
MRPS5;CUL7;metabolic_process
RPS3;OTUD3;metabolic_process
RPS3;PDF;metabolic_process
RPS3;MRPL17;metabolic_process
PARP8;RPL31;metabolic_process
PARP8;RPL24;metabolic_process
PARP8;RPL18;metabolic_process
PARP8;RPL11;metabolic_process
PARP8;RPL5;metabolic_process
PDF;RPS29;metabolic_process
PDF;CUL7;metabolic_process
PDF;RPS14;metabolic_process
PDF;MRPS14;metabolic_process
PDF;RPS16;metabolic_process
PDF;RPL26;metabolic_process
PDF;RPS5;metabolic_process
PDF;MRPS15;metabolic_process
PDF;MRPS11;metabolic_process
PDF;MED1;metabolic_process
PDF;RPS23;metabolic_process
PDF;MRPS12;metabolic_process
PDF;RPS9;metabolic_process
PDF;RPL5;metabolic_process
PDF;RPL11;metabolic_process
PDF;RPS15;metabolic_process
PDF;MRPS6;metabolic_process
PDF;MRPS16;metabolic_process
PDF;MRPL17;metabolic_process
MRPL17;MAPK9;metabolic_process
MRPL17;MAPK8;metabolic_process
MRPL17;EIF5A;metabolic_process
MRPL17;OTUD3;metabolic_process
MRPL17;EEF2;metabolic_process
MRPL17;RPL7;metabolic_process
MRPL17;RPS29;metabolic_process
MRPL17;RPS5;metabolic_process
MRPL17;RPL26;metabolic_process
MRPL17;RPS16;metabolic_process
MRPL17;RPS14;metabolic_process
MRPL17;CUL7;metabolic_process
MRPL17;MED1;metabolic_process
MRPL17;RPS23;metabolic_process
EIF5B;MRPS16;metabolic_process
EIF5B;MRPS6;metabolic_process
RPS23;OTUD3;metabolic_process
RPS23;DAP3;metabolic_process
RPS23;MRPL41;metabolic_process
RPS23;MRPS16;metabolic_process
RPS23;EIF5A;metabolic_process
RPS23;MRPS6;metabolic_process
MED1;OTUD3;metabolic_process
MED1;MRPL41;metabolic_process
MED1;DAP3;metabolic_process
MED1;RPS29;metabolic_process
MED1;MRPS12;metabolic_process
MED1;MRPS6;metabolic_process
MED1;MRPS16;metabolic_process
MED1;TUFM;metabolic_process
MED1;QKI;metabolic_process
MRPL58;RPS14;metabolic_process
MRPL58;RPL26;metabolic_process
MRPL58;RPS29;metabolic_process
MRPL58;RPL5;metabolic_process
MRPL58;RPL11;metabolic_process
EEF2;MRPS16;metabolic_process
EEF2;MRPS6;metabolic_process
RPL38;EFTUD2;metabolic_process
RPL38;MRPS15;metabolic_process
RPL38;MRPS11;metabolic_process
RPL38;MRPS14;metabolic_process
RPL38;MRPS12;metabolic_process
MRPS11;MAPK9;metabolic_process
MRPS11;MAPK8;metabolic_process
MRPS11;RPL35A;metabolic_process
MRPS11;RPL30;metabolic_process
MRPS11;RPL36;metabolic_process
MRPS11;RPL31;metabolic_process
MRPS11;RPL24;metabolic_process
MRPS11;UBA52;metabolic_process
MRPS11;CUL7;metabolic_process
MRPS11;RPL18;metabolic_process
MRPS11;RPS7;metabolic_process
MRPS11;RPL5;metabolic_process
MRPS11;RPS5;metabolic_process
MRPS11;RPL11;metabolic_process
MRPS11;RPS21;metabolic_process
MRPS11;RPS19;metabolic_process
MRPS11;RPS17;metabolic_process
MRPS11;RPS3A;metabolic_process
MRPS11;RPS6;metabolic_process
MRPS11;RPS26;metabolic_process
MRPS11;RPS28;metabolic_process
MRPS11;RPS24;metabolic_process
PKM;RPL31;metabolic_process
PKM;RPL24;metabolic_process
PKM;RPL18;metabolic_process
TUFM;RPL26;metabolic_process
TUFM;RPS29;metabolic_process
TUFM;RPL7;metabolic_process
TUFM;RPS14;metabolic_process
TUFM;RPL10A;metabolic_process
TUFM;RPS16;metabolic_process
TUFM;CUL7;metabolic_process
TUFM;RPL5;metabolic_process
TUFM;RPL11;metabolic_process
EIF5A;MRPS6;metabolic_process
EIF5A;MRPS16;metabolic_process
EIF5A;RPS17;metabolic_process
EIF5A;RPS29;metabolic_process
EIF5A;RPS27;metabolic_process
EIF5A;RPS7;metabolic_process
EIF5A;RPS14;metabolic_process
EIF5A;RPS4X;metabolic_process
EIF5A;RPS26;metabolic_process
EIF5A;RPS28;metabolic_process
EIF5A;RPS21;metabolic_process
EIF5A;RPS9;metabolic_process
EIF5A;RPS5;metabolic_process
EIF5A;RPS3A;metabolic_process
EIF5A;RPS15;metabolic_process
RPL7;MRPS6;metabolic_process
RPL7;MRPS16;metabolic_process
RPS21;EFTUD2;metabolic_process
RPS21;CUL7;metabolic_process
RPS21;MRPS14;metabolic_process
RPS21;RPL39L;metabolic_process
RPS3A;EFTUD2;metabolic_process
RPS3A;MRPS14;metabolic_process
RPS3A;CUL7;metabolic_process
RPS3A;RPL39L;metabolic_process
RPS26;EFTUD2;metabolic_process
RPS26;MRPS14;metabolic_process
RPS26;CUL7;metabolic_process
RPS26;RPL39L;metabolic_process
DAP3;MAPK8;metabolic_process
DAP3;MAPK9;metabolic_process
DAP3;RPS29;metabolic_process
DAP3;RPS14;metabolic_process
DAP3;RPS16;metabolic_process
DAP3;RPS5;metabolic_process
DAP3;RPL26;metabolic_process
DAP3;RPL11;metabolic_process
DAP3;CUL7;metabolic_process
DAP3;RPS9;metabolic_process
RPL5;PARP6;metabolic_process
RPL5;OTUD3;metabolic_process
RPL5;MRPS15;metabolic_process
RPL5;MRPS14;metabolic_process
RPL5;MRPS16;metabolic_process
RPL5;MRPS6;metabolic_process
MRPL41;RPS5;metabolic_process
MRPL41;MAPK9;metabolic_process
MRPL41;RPS14;metabolic_process
MRPL41;MAPK8;metabolic_process
MRPL41;RPS16;metabolic_process
MRPL41;RPS29;metabolic_process
MRPL41;CUL7;metabolic_process
MRPL41;RPL11;metabolic_process
MRPL41;RPS9;metabolic_process
MRPS2;CUL7;metabolic_process
MRPS2;RPS9;metabolic_process
MRPS16;MAPK9;metabolic_process
MRPS16;MAPK8;metabolic_process
MRPS16;OTUD3;metabolic_process
MRPS16;EFTUD2;metabolic_process
MRPS16;RPS29;metabolic_process
MRPS16;RPL26;metabolic_process
MRPS16;RPS16;metabolic_process
MRPS16;RPL10A;metabolic_process
MRPS16;RPS14;metabolic_process
MRPS16;RPS5;metabolic_process
MRPS16;CUL7;metabolic_process
MRPS16;RPL11;metabolic_process
MRPS15;MAPK9;metabolic_process
MRPS15;MAPK8;metabolic_process
MRPS15;RPL30;metabolic_process
MRPS15;RPL36;metabolic_process
MRPS15;RPL35A;metabolic_process
MRPS15;UBA52;metabolic_process
MRPS15;RPL31;metabolic_process
MRPS15;CUL7;metabolic_process
MRPS15;RPL11;metabolic_process
RPL10A;MRPS6;metabolic_process
OTUD3;MRPS12;metabolic_process
OTUD3;RPS9;metabolic_process
OTUD3;RPS15;metabolic_process
OTUD3;RPL11;metabolic_process
OTUD3;MRPS6;metabolic_process
RPS16;MRPS6;metabolic_process
EIF1AX;RSRC1;metabolic_process
RPS6;EFTUD2;metabolic_process
RPS6;MRPS14;metabolic_process
RPS9;CUL7;metabolic_process
RPS9;MRPS6;metabolic_process
RPL24;PARP6;metabolic_process
RPL24;EFTUD2;metabolic_process
RPL24;MRPS14;metabolic_process
MAPK8;MRPS14;metabolic_process
MAPK8;MRPS6;metabolic_process
MAPK8;MRPS12;metabolic_process
RPS29;RSRC1;metabolic_process
RPS29;MRPS6;metabolic_process
RPS29;RPL39L;metabolic_process
MRPS6;MAPK9;metabolic_process
MRPS6;EFTUD2;metabolic_process
MRPS6;RPS14;metabolic_process
MRPS6;RPL26;metabolic_process
MRPS6;RPS5;metabolic_process
MRPS6;CUL7;metabolic_process
MRPS6;RPL11;metabolic_process
MRPS12;MAPK9;metabolic_process
MRPS12;UBA52;metabolic_process
MRPS12;RPL35A;metabolic_process
MRPS12;RPL36;metabolic_process
MRPS12;CUL7;metabolic_process
MRPS12;RPL31;metabolic_process
RPS14;RPL39L;metabolic_process
RPL31;PARP6;metabolic_process
RPL31;EFTUD2;metabolic_process
RPL31;MRPS14;metabolic_process
UBA52;EFTUD2;metabolic_process
UBA52;MRPS14;metabolic_process
RPL39L;RPS27;metabolic_process
RPL39L;RPS7;metabolic_process
RPL39L;RPS17;metabolic_process
RPL39L;RPS28;metabolic_process
EFTUD2;RPL36;metabolic_process
EFTUD2;RPS7;metabolic_process
EFTUD2;RPL35A;metabolic_process
EFTUD2;RPS24;metabolic_process
EFTUD2;RPL18;metabolic_process
EFTUD2;RPL30;metabolic_process
EFTUD2;RPS19;metabolic_process
EFTUD2;RPS28;metabolic_process
MAPK9;MRPS14;metabolic_process
RPS24;MRPS14;metabolic_process
MRPS14;RPS7;metabolic_process
MRPS14;RPS5;metabolic_process
MRPS14;RPL36;metabolic_process
MRPS14;RPL30;metabolic_process
MRPS14;RPS19;metabolic_process
MRPS14;RPL35A;metabolic_process
MRPS14;CUL7;metabolic_process
MRPS14;RPS28;metabolic_process
MRPS14;RPS17;metabolic_process
MRPS14;RPL18;metabolic_process
MRPS14;RPL11;metabolic_process
CUL7;RPS28;metabolic_process
CUL7;RPS7;metabolic_process
CUL7;RPS17;metabolic_process
CUL7;RPS15;metabolic_process
RPL18;PARP6;metabolic_process
PARP6;RPL11;metabolic_process
OGT;NR1H2;metabolic_process
OGT;NR1H3;metabolic_process
KLHL20;DAPK1;metabolic_process
BECN1;DAPK3;metabolic_process
BECN1;DAPK2;metabolic_process
DAPK1;BECN2;metabolic_process
DAPK1;CALM1;metabolic_process
DAPK3;BECN2;metabolic_process
DAPK2;BECN2;metabolic_process
TECR;ELOVL4;metabolic_process
HACD3;ELOVL4;metabolic_process
HSD17B12;ELOVL4;metabolic_process
HACD1;ELOVL4;metabolic_process
ELOVL4;HACD4;metabolic_process
ELOVL4;HACD2;metabolic_process
ELOVL4;ELOVL1;metabolic_process
HMOX1;NLRP3;metabolic_process
CYP2C9;HPGDS;metabolic_process
MOGAT2;PLPP3;metabolic_process
MOGAT2;PLPP2;metabolic_process
MOGAT2;PLPP5;metabolic_process
MOGAT2;PLPP4;metabolic_process
MOGAT2;DGAT1;metabolic_process
PNPLA3;PLPP4;metabolic_process
PNPLA3;PLPP5;metabolic_process
MOGAT3;PLPP3;metabolic_process
MOGAT3;PLPP2;metabolic_process
MOGAT3;DGAT2;metabolic_process
MOGAT3;PLPP4;metabolic_process
MOGAT3;PLPP5;metabolic_process
MOGAT3;DGAT1;metabolic_process
DGAT2;PLPP5;metabolic_process
DGAT2;PLPP4;metabolic_process
DGAT2;PLPP3;metabolic_process
DGAT2;PLPP2;metabolic_process
CHPT1;PLPP4;metabolic_process
CHPT1;PLPP5;metabolic_process
CHPT1;LPIN2;metabolic_process
CHPT1;LPIN1;metabolic_process
LPIN2;LPL;metabolic_process
PLPP2;LPL;metabolic_process
PNPLA2;PLPP4;metabolic_process
PNPLA2;PLPP5;metabolic_process
PLPP3;LPL;metabolic_process
PLPP4;LPL;metabolic_process
PLPP5;LPL;metabolic_process
LPIN1;LPL;metabolic_process
PNLIP;PLPP5;metabolic_process
PNLIP;PLPP4;metabolic_process
RPA3;PRIMPOL;metabolic_process
RPA1;PRIMPOL;metabolic_process
RPA2;PRIMPOL;metabolic_process
ERCC1;ZSWIM7;metabolic_process
ERCC1;PAXX;metabolic_process
ERCC1;ERCC8;metabolic_process
MSH2;ZSWIM7;metabolic_process
MSH2;PAXX;metabolic_process
MSH2;ERCC8;metabolic_process
MSH6;ZSWIM7;metabolic_process
MSH6;PAXX;metabolic_process
MSH6;ERCC8;metabolic_process
ERCC8;SWSAP1;metabolic_process
ERCC8;ZSWIM7;metabolic_process
ERCC8;PAXX;metabolic_process
ERCC8;NHEJ1;metabolic_process
ERCC8;PRKDC;metabolic_process
ERCC8;XRCC6;metabolic_process
ERCC8;XRCC5;metabolic_process
ERCC8;ATM;metabolic_process
ERCC8;XRCC4;metabolic_process
ERCC8;LIG4;metabolic_process
ERCC8;POLD1;metabolic_process
ERCC8;CETN2;metabolic_process
ERCC8;XPC;metabolic_process
ERCC8;RAD23B;metabolic_process
ERCC8;ERCC4;metabolic_process
ERCC8;ERCC5;metabolic_process
ATM;ZSWIM7;metabolic_process
ATM;PAXX;metabolic_process
XPC;SWSAP1;metabolic_process
XPC;ZSWIM7;metabolic_process
XPC;PAXX;metabolic_process
XPC;NHEJ1;metabolic_process
XPC;POLD1;metabolic_process
XPC;XRCC4;metabolic_process
XPC;LIG4;metabolic_process
XPC;RAD23B;metabolic_process
ERCC3;MMS19;metabolic_process
SWSAP1;CETN2;metabolic_process
SWSAP1;PAXX;metabolic_process
SWSAP1;ZSWIM7;metabolic_process
ERCC4;ZSWIM7;metabolic_process
ERCC4;PAXX;metabolic_process
PRKDC;ZSWIM7;metabolic_process
ERCC6;ERCC5;metabolic_process
NHEJ1;ZSWIM7;metabolic_process
NHEJ1;CETN2;metabolic_process
RAD23B;ZSWIM7;metabolic_process
RAD23B;PAXX;metabolic_process
RAD23B;CETN2;metabolic_process
XRCC6;ZSWIM7;metabolic_process
CETN2;ZSWIM7;metabolic_process
CETN2;PAXX;metabolic_process
CETN2;POLD1;metabolic_process
CETN2;LIG4;metabolic_process
CETN2;XRCC4;metabolic_process
MMS19;ERCC2;metabolic_process
PAXX;ZSWIM7;metabolic_process
PAXX;POLD1;metabolic_process
PAXX;ERCC5;metabolic_process
ERCC2;CIAO1;metabolic_process
ERCC2;CIAO2B;metabolic_process
XRCC5;ZSWIM7;metabolic_process
ZSWIM7;ERCC5;metabolic_process
ZSWIM7;LIG4;metabolic_process
ZSWIM7;XRCC4;metabolic_process
ZSWIM7;POLD1;metabolic_process
RBX1;CUL9;metabolic_process
CUL9;CUL7;metabolic_process
CUL9;TP53;metabolic_process
IRS1;FBXW8;metabolic_process
RSRP1;CLK3;metabolic_process
RSRP1;CLK2;metabolic_process
SNIP1;CLK2;metabolic_process
TRA2A;CLK3;metabolic_process
XYLT2;XYLT1;metabolic_process
XYLT2;B4GALT7;metabolic_process
B4GALT7;XYLT1;metabolic_process
B4GALT7;B3GALT6;metabolic_process
B3GAT3;B3GALT6;metabolic_process
RBP1;LRAT;metabolic_process
CLSPN;PRIMPOL;metabolic_process
SMARCAL1;PRIMPOL;metabolic_process
RFWD3;PRIMPOL;metabolic_process
HMGB2;HMGB1;metabolic_process
HMGB1;BECN2;metabolic_process
STX17;VPS16;metabolic_process
STX17;VPS39;metabolic_process
VPS33A;VPS16;metabolic_process
VPS33A;VPS39;metabolic_process
VPS39;VPS16;metabolic_process
SIRT3;H3C1;metabolic_process
NNMT;SIRT5;metabolic_process
SIRT5;H3C1;metabolic_process
ZDHHC9;GOLGA7;metabolic_process
SESN2;SESN1;metabolic_process
TRIM21;UBE2D2;metabolic_process
TRIM21;SQSTM1;metabolic_process
TRIM21;UBA52;metabolic_process
CUL3;CASP8;metabolic_process
TP53;BNIP3L;metabolic_process
ATM;PEX5;metabolic_process
PRKCI;SQSTM1;metabolic_process
PRKCI;PRKCZ;metabolic_process
PARK7;NFE2L2;metabolic_process
UBE2D3;TRAF6;metabolic_process
SQSTM1;NFE2L2;metabolic_process
POLR1A;POLR1E;metabolic_process
UBTF;SIRT7;metabolic_process
SIRT7;NNMT;metabolic_process
MGAT4A;MGAT4B;metabolic_process
MGAT4A;FUT8;metabolic_process
MGAT4A;MGAT2;metabolic_process
MGAT4A;MGAT5B;metabolic_process
MGAT4A;MGAT5;metabolic_process
MGAT5;MGAT5B;metabolic_process
MGAT5;MGAT4B;metabolic_process
MGAT2;MGAT4B;metabolic_process
MGAT4B;FUT8;metabolic_process
MGAT4B;MGAT5B;metabolic_process
