Prot_A;Prot_B
ATP6V1C2;ATP6V1H
ATP6V1C2;ATP6V1G2
ATP6V1C2;ATP6V1B2
ATP6V1C2;ATP6V1A
ATP6V1C2;ATP6V1F
ATP6V1A;ATP5PO
ATP6V1A;ATP5F1A
ATP6V1A;TMEM199
ATP6V1A;ATP5F1C
ATP6V1A;ATP6V0E2
ATP6V1A;CNST
ATP6V1A;ATP6V0A2
ATP6V1A;ATP6AP2
ATP6V1A;RNASEK
ATP6V1A;ATP6V1G2
ATP6V1A;ATP6V0D2
ATP6V1A;ATP6V0A4
ATP6V1A;ATP6V1F
ATP6V1A;ATP6V1B2
ATP6V1A;ATP6V1H
ATP6V1A;ATP6V0B
ATP6V1A;ATP6V0D1
ATP6V1A;ATP6V0C
ATP6V1A;ATP6V1G1
ATP6V1A;ATP6V1C1
ATP6V1B2;AK9
ATP6V1B2;ATP5PO
ATP6V1B2;TMEM199
ATP6V1B2;ATP6V0E2
ATP6V1B2;ATP5F1A
ATP6V1B2;ATP5F1C
ATP6V1B2;CNST
ATP6V1B2;RNASEK
ATP6V1B2;ATP6V1G2
ATP6V1B2;ATP6V0A2
ATP6V1B2;ATP6AP2
ATP6V1B2;LAMTOR1
ATP6V1B2;ATP6V1H
ATP6V1B2;ATP6V1F
ATP6V1B2;ATP6V0A4
ATP6V1B2;ATP6V1C1
ATP6V1B2;ATP6V0D2
ATP6V1B2;ATP6V0D1
ATP6V1B2;ATP6V0C
ATP6V1B2;ATP6V1G1
ATP6V1B2;ATP6V0B
LAMTOR1;LAMTOR3
ATP6V0D2;RNASEK
ATP6V0D2;ATP6V0D1
ATP6V0D2;ATP6V0E2
ATP6V0D2;CNST
ATP6V0D2;ATP6V1C1
ATP6V0D2;TMEM199
ATP6V0D2;ATP6V1G2
ATP6V0D2;ATP6V1G1
ATP6V0D2;ATP6AP2
ATP6V0D2;ATP6V1H
ATP6V0D2;ATP6V0A2
ATP6V0D2;ATP6V0B
ATP6V0D2;ATP6V0C
ATP6V0D2;ATP6V0A4
ATP6V0D2;ATP6V1F
ATP5PO;AK9
ATP5PO;ATP6V1F
ATP5PO;ATP6V0B
ATP5PO;ATP6V0C
ATP5PO;ATP5F1A
ATP5PO;ATP5F1C
ATP6V0D1;ATP6V0E2
ATP6V0D1;CNST
ATP6V0D1;ATP6V1G2
ATP6V0D1;TMEM199
ATP6V0D1;RNASEK
ATP6V0D1;ATP6V1C1
ATP6V0D1;ATP6V0A2
ATP6V0D1;ATP6V0B
ATP6V0D1;ATP6V0C
ATP6V0D1;ATP6V1G1
ATP6V0D1;ATP6V1H
ATP6V0D1;ATP6V0A4
ATP6V0D1;ATP6V1F
ATP6V0D1;ATP6AP2
TMEM199;ATP6V0E2
TMEM199;RNASEK
TMEM199;ATP6V1G2
TMEM199;ATP6V0B
TMEM199;ATP6V1H
TMEM199;ATP6V1C1
TMEM199;ATP6V0A4
TMEM199;ATP6V1G1
TMEM199;ATP6V0C
TMEM199;ATP6V0A2
TMEM199;ATP6AP2
TMEM199;ATP6V1F
ATP6V1G2;ATP6V1G1
ATP6V1G2;RNASEK
ATP6V1G2;ATP6V0E2
ATP6V1G2;ATP6AP2
ATP6V1G2;ATP6V1H
ATP6V1G2;ATP6V0A4
ATP6V1G2;ATP6V0C
ATP6V1G2;ATP6V0B
ATP6V1G2;ATP6V1F
ATP6V1G2;ATP6V1C1
ATP6V0A4;ATP6V0E2
ATP6V0A4;ATP6V0A2
ATP6V0A4;RNASEK
ATP6V0A4;ATP6AP2
ATP6V0A4;ATP6V1G1
ATP6V0A4;ATP6V1C1
ATP6V0A4;ATP6V0C
ATP6V0A4;ATP6V0B
ATP6V0A4;ATP6V1F
ATP6V0A4;ATP6V1H
ATP6V0C;ATP6V1G3
ATP6V0C;CNST
ATP6V0C;ATP6V0E2
ATP6V0C;ATP5F1C
ATP6V0C;ATP5F1A
ATP6V0C;ATP6V1G1
ATP6V0C;ATP6AP2
ATP6V0C;RNASEK
ATP6V0C;ATP6V1F
ATP6V0C;ATP6V1H
ATP6V0C;ATP6V1C1
ATP6V0C;ATP6V0B
ATP6V0C;ATP6V0A2
ATP6V0A2;RNASEK
ATP6V0A2;ATP6V1C1
ATP6V0A2;ATP6AP2
ATP6V0A2;ATP6V1H
ATP6V0A2;ATP6V0B
ATP6V0A2;ATP6V1F
PPA2;PPA1
ATP5F1C;CNST
ATP5F1C;ATP6V1F
ATP5F1C;AK9
ATP5F1C;ATP5F1A
ATP6V1H;CNST
ATP6V1H;ATP6V1G3
ATP6V1H;ATP6V0E2
ATP6V1H;ATP6AP2
ATP6V1H;RNASEK
ATP6V1H;ATP6V1G1
ATP6V1H;ATP6V1F
ATP6V1H;ATP6V1C1
ATP6V1H;ATP6V0B
CNST;ATP6V0E2
CNST;RNASEK
CNST;ATP5F1A
CNST;ATP6V1C1
CNST;ATP6V0B
CNST;ATP6V1F
ATP6V1G1;ATP6V0E2
ATP6V1G1;RNASEK
ATP6V1G1;ATP6AP2
ATP6V1G1;ATP6V0B
ATP6V1G1;ATP6V1C1
ATP6V1G1;ATP6V1F
HMGCL;HMGCLL1
ATP5F1A;AK9
ATP5F1A;ATP6V1F
AK9;ATP6V1F
ATP6V0E2;ATP6AP2
ATP6V0E2;RNASEK
ATP6V0E2;ATP6V1C1
ATP6V0E2;ATP6V1F
ATP6V0E2;ATP6V0B
ATP6V1G3;RNASEK
ATP6V1G3;ATP6V0B
ATP6V1G3;ATP6V1F
ATP6V1F;RNASEK
ATP6V1F;ATP6AP2
ATP6V1F;ATP6V0B
ATP6V1F;ATP6V1C1
ATP6V1C1;RNASEK
ATP6V1C1;ATP6AP2
ATP6V1C1;ATP6V0B
ATP6V0B;RNASEK
ATP6V0B;ATP6AP2
RNASEK;ATP6AP2
PLA2R1;MRC2
PLA2R1;MRC1
MRC2;MRC1
LCP2;PLCG2
LCP2;SYK
SPI1;FCGR1A
SPI1;CSF1R
TREM1;TYROBP
APOE;MAPT
APOE;CLU
APOE;APP
SORL1;APP
TYROBP;SIRPG
TYROBP;TREM2
TYROBP;SYK
APP;CLU
APP;PSEN1
FCER1G;SYK
CLEC7A;PLCG2
CLEC7A;SYK
SIRPG;TREM2
SIRPG;SYK
SIRPG;CD47
SEMA6D;PLXNA1
PSEN1;PSEN2
FCGR1A;SYK
TREM2;SYK
SYK;PLCG2
DERL2;VCP
DERL2;FAF2
DERL2;SYVN1
DERL2;SEL1L
DERL2;OS9
IL12B;P4HB
IL12B;IL12A
APOB;P4HB
APOB;MTTP
P3H1;PPIB
P3H1;CRTAP
CANX;GANAB
CANX;EDEM1
CANX;PDIA3
CANX;CALR
EDEM1;SEL1L
ERP29;ERO1A
FAF2;OS9
FAF2;SEL1L
FAF2;VCP
DNAJC10;HSPA5
HSP90B1;HSP90AA1
HSP90B1;HSP90AB1
HSP90B1;OS9
HSP90B1;CALR
HSP90B1;HSPA5
PPIB;CRTAP
PDIA3;CALR
IL12A;P4HB
OS9;HSPA5
OS9;VCP
OS9;SEL1L
OS9;SYVN1
CALR;P4HB
HSPA5;HYOU1
P4HB;INS
P4HB;CALU
P4HB;MTTP
P4HB;ERO1A
SEL1L;VCP
SEL1L;AUP1
SEL1L;UBE2J1
SEL1L;SYVN1
GANAB;PRKCSH
VCP;SYVN1
GPX7;ERO1A
GPX7;TXNDC12
SYVN1;UBE2J1
SYVN1;AUP1
PRDX4;PDIA6
ERO1A;PDIA6
ERO1A;PDIA4
NANOG;CTNNB1
NANOG;CD44
NANOG;POU5F1
NANOG;SOX2
POU5F1;CTNNB1
POU5F1;SOX2
CDH1;CTNNB1
CDH1;EGFR
KDR;CTNNB1
KDR;PECAM1
EGF;ERBB2
EGF;EGFR
ERBB2;CD44
EGFR;CD44
PECAM1;CTNNB1
RRAS;PLXNB1
RAC2;PLXNA2
RAC2;PLXNA1
RAC2;PLXNB1
SEMA6A;PLXNA2
TYROBP;FYN
KDR;NRP1
SEMA3C;NRP1
SEMA3A;PLXNA2
SEMA3A;NRP1
NRP1;FYN
NRP1;PLXNB1
NRP1;PLXNA1
NRP1;L1CAM
NRP1;PLXNA2
RAC3;DPYSL3
RAC3;RAC1
RAC3;PLXNA2
RAC3;PLXNA1
RAC3;PLXNB1
RND1;RHOD
RND1;PLXNA1
RND1;PLXNA2
RND1;PLXNB1
RHOD;PLXNA2
RHOD;PLXNA1
FES;PLXNA2
FES;DPYSL2
FES;PLXNA1
DPYSL3;DPYSL2
FYN;PLXNA1
FYN;PLXNA2
PLXNB1;SEMA4D
ITGB4;ITGB8
ITGB4;ITGB7
ITGB4;ITGB2
ITGB4;ITGAX
ITGB4;ITGB3
ITGB4;ITGB5
ITGB4;ITGB6
ITGB4;ITGB1
ITGB4;ITGA11
ITGB4;ITGA10
ITGB4;ITGAL
ITGB4;ITGA8
ITGB4;ITGA4
ITGB4;ACTG1
ITGB4;ITGA1
ITGB4;ITGA2
ITGB4;ITGAV
ITGB4;ACTB
ITGB4;SRC
ITGB4;ITGA5
ITGB4;PTK2
ITGB4;ITGA3
ITGB4;ITGA6
VCL;ITGA1
VCL;ITGB5
VCL;ACTB
VCL;ACTG1
VCL;ACTN4
VCL;TLN2
VCL;TLN1
VCL;ACTN1
VCL;PXN
TGFB1;ITGB8
TGFB1;ITGB6
TGFB1;ITGAV
COMP;ITGA2B
COMP;ITGAV
COMP;SDC1
COMP;ITGA3
COMP;ITGB1
COMP;ITGB3
COMP;CD36
COMP;CD47
LAMB1;CD44
LAMB1;LAMA3
LAMB1;LAMA2
LAMB1;ITGB1
LAMB1;ITGA6
LAMB1;LAMA1
LAMB1;LAMA4
LAMB1;LAMA5
LAMB1;LAMC1
ITGB8;ITGAX
ITGB8;ITGA8
ITGB8;ITGB2
ITGB8;ACTG1
ITGB8;ITGB7
ITGB8;ACTB
ITGB8;ITGAL
ITGB8;SRC
ITGB8;FN1
ITGB8;ITGB6
ITGB8;PTK2
ITGB8;VTN
ITGB8;ITGB1
ITGB8;ITGB5
ITGB8;ITGB3
ITGB8;ITGA1
ITGB8;ITGA4
ITGB8;ITGA3
ITGB8;ITGA5
ITGB8;ITGA2
ITGB8;ITGA11
ITGB8;ITGA10
ITGB8;ITGAV
COL1A1;COL2A1
COL1A1;GP6
COL1A1;ITGA2
COL1A1;ITGB1
COL1A1;CD44
COL1A1;COL3A1
COL1A1;COL1A2
VTN;ITGA5
VTN;ITGB1
VTN;ITGA8
VTN;ITGB5
VTN;ITGB3
VTN;ITGAV
VTN;ITGA2B
IBSP;ITGB5
IBSP;ITGB3
IBSP;ITGAV
LAMA4;CD44
LAMA4;LAMC1
TNN;SDC1
TNN;ITGB3
TNN;ITGB1
TNN;ITGAV
TNN;ITGB6
TNN;ITGA8
TNN;ITGA9
VASP;ACTB
VASP;ACTG1
ACTN4;ITGA5
ACTN4;ITGB1
ACTN4;ACTG1
ACTN4;ACTB
ACTN4;ACTN1
LAMA5;CD44
LAMA5;LAMA1
LAMA5;ITGB1
LAMA5;ITGA6
LAMA5;LAMC1
LAMC1;CD44
LAMC1;LAMA3
LAMC1;LAMA1
LAMC1;ITGA6
LAMC1;LAMA2
LAMC1;ITGB1
THBS1;ITGA2B
THBS1;ITGA3
THBS1;ITGAV
THBS1;ITGB3
THBS1;ITGB1
THBS1;SDC1
THBS1;FN1
THBS1;CD47
THBS1;CD36
ITGAV;ITGA8
ITGAV;HMGB1
ITGAV;ITGAX
ITGAV;IGF1
ITGAV;IGF1R
ITGAV;THBS4
ITGAV;ITGAL
ITGAV;ITGA10
ITGAV;ITGA11
ITGAV;SDC1
ITGAV;THBS3
ITGAV;THBS2
ITGAV;ITGA1
ITGAV;TNC
ITGAV;SRC
ITGAV;ITGA5
ITGAV;ITGA2B
ITGAV;ITGB7
ITGAV;ITGA4
ITGAV;ITGA2
ITGAV;ITGA3
ITGAV;PTK2
ITGAV;VWF
ITGAV;ITGB2
ITGAV;ITGB3
ITGAV;ITGB6
ITGAV;ITGB1
ITGAV;FN1
ITGAV;SPP1
ITGAV;ITGB5
VWF;ITGB3
VWF;GP1BA
VWF;ITGA2B
PDGFRB;PTK2
PDGFRB;SHC1
PDGFRB;SRC
ITGA2B;THBS3
ITGA2B;ACTG1
ITGA2B;THBS4
ITGA2B;THBS2
ITGA2B;PTK2
ITGA2B;FGA
ITGA2B;ACTB
ITGA2B;GNA13
ITGA2B;TLN2
ITGA2B;FERMT3
ITGA2B;TLN1
ITGA2B;FLNA
ITGA2B;ITGB3
KDR;PTK2
KDR;SHC1
KDR;SRC
ITGA9;PTK2
ITGA9;TNC
ITGA9;SPP1
ITGA9;ITGB1
ICAM1;ITGAL
ICAM1;ITGB2
ICAM1;ITGAM
TNC;ITGB6
TNC;ITGA8
TNC;SDC1
TNC;ITGB3
TNC;ITGB1
ITGB7;ITGAX
ITGB7;ITGA8
ITGB7;ITGB5
ITGB7;ACTG1
ITGB7;ITGB1
ITGB7;ACTB
ITGB7;SRC
ITGB7;ITGB6
ITGB7;ITGB3
ITGB7;ITGA2
ITGB7;ITGA3
ITGB7;PTK2
ITGB7;ITGA1
ITGB7;ITGB2
ITGB7;ITGA11
ITGB7;ITGA10
ITGB7;FLNA
ITGB7;ITGAL
ITGB7;FN1
ITGB7;ITGA5
ITGB7;ITGA4
PXN;ITGA1
PXN;ITGB5
PXN;FERMT2
PXN;ITGA4
PXN;PARVB
PXN;SRC
PXN;PTK2
PXN;TLN1
PXN;PTK2B
PXN;PARVA
FERMT3;FERMT2
FERMT3;ITGB3
ITGA1;ITGAX
ITGA1;ITGA8
ITGA1;PTK2
ITGA1;TLN1
ITGA1;ITGAL
ITGA1;ITGA11
ITGA1;ITGA5
ITGA1;ITGA4
ITGA1;ITGA10
ITGA1;ITGA3
ITGA1;ITGA2
ITGA1;ITGB6
ITGA1;ITGB2
ITGA1;ITGB5
ITGA1;ITGB3
ITGA1;ITGB1
ITGB6;ITGAX
ITGB6;ITGA8
ITGB6;ACTG1
ITGB6;ITGB5
ITGB6;ACTB
ITGB6;ITGAL
ITGB6;SRC
ITGB6;PTK2
ITGB6;ITGB3
ITGB6;ITGB2
ITGB6;ITGA11
ITGB6;ITGA10
ITGB6;ITGA5
ITGB6;ITGA4
ITGB6;ITGA2
ITGB6;ITGA3
ITGB6;ITGB1
ITGB6;FN1
ITGA5;ITGAX
ITGA5;ITGA8
ITGA5;PTK2B
ITGA5;ITGA10
ITGA5;ITGA11
ITGA5;SRC
ITGA5;ITGAL
ITGA5;ITGA3
ITGA5;ITGA2
ITGA5;TLN2
ITGA5;ACTN1
ITGA5;ITGA4
ITGA5;PTK2
ITGA5;ILK
ITGA5;TLN1
ITGA5;ITGB5
ITGA5;ITGB2
ITGA5;ITGB3
ITGA5;ITGB1
ITGA5;FN1
COL6A3;GP6
COL6A3;CD44
COL6A3;COL6A1
ITGB5;ITGAX
ITGB5;ITGA8
ITGB5;TLN1
ITGB5;ACTG1
ITGB5;ACTB
ITGB5;ITGAL
ITGB5;SRC
ITGB5;ITGB2
ITGB5;ITGB3
ITGB5;ITGB1
ITGB5;ITGA4
ITGB5;SPP1
ITGB5;ITGA10
ITGB5;PTK2
ITGB5;ITGA11
ITGB5;ITGA2
ITGB5;ITGA3
ITGB5;FN1
ITGA2;ITGAX
ITGA2;ITGA8
ITGA2;ITGAL
ITGA2;PTK2
ITGA2;ITGA10
ITGA2;ITGA11
ITGA2;ITGA4
ITGA2;ITGA3
ITGA2;COL1A2
ITGA2;ITGB2
ITGA2;COL3A1
ITGA2;ITGB3
ITGA2;ITGB1
COL1A2;COL2A1
COL1A2;GP6
COL1A2;ITGB1
COL1A2;CD44
COL1A2;COL3A1
COL6A2;GP6
COL6A2;CD44
CRK;PTK2B
CRK;PTK2
COL3A1;COL2A1
COL3A1;GP6
COL3A1;ITGB1
GP6;COL4A4
GP6;COL4A3
GP6;COL4A1
GP6;COL4A2
GP6;COL2A1
GP6;COL6A1
ITGA3;ITGAX
ITGA3;ITGA8
ITGA3;THBS4
ITGA3;ITGAL
ITGA3;ITGA10
ITGA3;THBS3
ITGA3;ITGA11
ITGA3;THBS2
ITGA3;ITGA4
ITGA3;RELN
ITGA3;ITGB2
ITGA3;PTK2
ITGA3;ITGB3
ITGA3;FN1
ITGA3;ITGB1
TLN1;ACTB
TLN1;TLN2
TLN1;ACTG1
TLN1;ITGB1
TLN1;ITGB3
TLN1;SRC
TLN1;PTK2
LAMA3;CD44
LAMA3;LAMB3
FLNC;FLNA
FLNC;FLNB
ITGA11;ITGAX
ITGA11;ITGA8
ITGA11;PTK2
ITGA11;ITGAL
ITGA11;ITGA4
ITGA11;ITGB2
ITGA11;ITGA10
ITGA11;ITGB3
ITGA11;ITGB1
GP1BA;FLNA
PARVA;ACTG1
PARVA;ACTB
PARVA;PARVB
PARVA;ILK
HSP90AA1;CAV1
CAV1;SRC
THBS4;ITGB1
THBS4;ITGB3
THBS4;SDC1
THBS4;CD47
THBS4;CD36
PTK2;ITGA10
PTK2;ITGA8
PTK2;ITGA7
PTK2;PRKCB
PTK2;PRKCA
PTK2;ITGA4
PTK2;ITGA6
PTK2;IGF1R
PTK2;RHOA
PTK2;PTK2B
PTK2;ITGB3
PTK2;SHC1
PTK2;ITGB1
PTK2;BCAR1
PTK2;SRC
PTK2;TLN2
FERMT2;ILK
HMGB1;ITGB3
FN1;FGA
FN1;ITGA8
FN1;ITGB3
FN1;SDC1
FN1;ITGA4
ITGAL;ITGA8
ITGAL;ITGA10
ITGAL;PTK2B
ITGAL;ITGAX
ITGAL;ITGB3
ITGAL;ITGA4
ITGAL;ITGB1
ITGAL;ITGAM
ITGAL;ITGB2
COL4A2;CD44
COL4A2;COL4A1
COL6A1;CD44
CD47;THBS3
CD47;THBS2
THBS2;SDC1
THBS2;ITGB1
THBS2;ITGB3
THBS2;CD36
THBS3;SDC1
THBS3;ITGB1
THBS3;ITGB3
THBS3;CD36
ITGA10;ITGAX
ITGA10;ITGA8
ITGA10;ITGA4
ITGA10;ITGB2
ITGA10;ITGB3
ITGA10;ITGB1
FLNA;ITGB2
FLNA;FLNB
FLNA;ITGB1
FLNA;ITGB3
SRC;ITGA4
SRC;GNA13
SRC;RHOA
SRC;IGF1R
SRC;ITGB3
SRC;SYK
SRC;BCAR1
SRC;PTK2B
SRC;TLN2
SYK;SHC1
COL4A1;CD44
ITGA8;ITGAX
ITGA8;ITGA4
ITGA8;ITGB2
ITGA8;ITGB3
ITGA8;ITGB1
COL2A1;CD44
SDC1;ITGB3
CD9;ITGB1
LAMA1;LAMA2
LAMA1;CD44
LAMB3;CD44
IGF1;ITGB3
IGF1;IGF1R
ACTN1;PARVB
ACTN1;ACTG1
ACTN1;ITGB1
ACTN1;ACTB
SPP1;ITGA4
SPP1;ITGB3
SPP1;ITGB1
SPP1;CD44
ITGB1;RELN
ITGB1;PTK2B
ITGB1;ACTG1
ITGB1;ITGAX
ITGB1;ACTB
ITGB1;ITGB2
ITGB1;ITGB3
ITGB1;ITGA7
ITGB1;TLN2
ITGB1;ITGA4
ITGB1;ITGA6
ITGB1;ILK
COL4A3;CD44
COL4A3;COL4A4
COL4A4;CD44
ILK;PRKCA
ILK;ACTG1
ILK;ACTB
ILK;AKT1
ILK;PARVB
ITGA4;ITGAX
ITGA4;PTK2B
ITGA4;ITGB3
ITGA4;ITGB2
PTK2B;RHOA
PTK2B;ITGB2
PTK2B;BCAR1
ITGB2;ITGB3
ITGB2;ITGAX
ITGB2;ITGAM
PARVB;ACTG1
PARVB;ACTB
CD44;LAMA2
RHOA;ACTG1
RHOA;ACTB
RHOA;GNA13
GNA13;IGF1R
GNA13;ITGB3
SHC1;ITGB3
SHC1;IGF1R
PRKCA;ACTG1
PRKCA;ACTB
ITGB3;ITGAX
ITGB3;ACTG1
ITGB3;IGF1R
ITGB3;ACTB
ITGB3;FGA
ITGB3;TLN2
TLN2;ACTB
TLN2;ACTG1
ACTG1;ACTB
APOA1;ABCA7
APOA1;CLU
APOA1;APOE
CD4;CD3E
IL2;IL2RA
NECTIN2;TIGIT
CD80;CD86
CD80;CD274
CD80;CD28
CD27;CD70
ICOS;CD40LG
CD28;CD86
PDCD1;CD274
FYN;FASLG
FYN;CD3E
FYN;CD244
CD3E;CD8A
CD244;CD48
PVR;TIGIT
CD74;CD44
CD74;MIF
CD4;CCR5
FGF4;FGFR1
FGF4;FGFR2
IL2RB;RHOA
IL2RB;IL2
IL2RB;IL2RA
IL2RB;IL15
TIMP1;IL10
TIMP1;CD63
TIMP1;MMP9
TIMP1;MMP14
MMP2;MMP9
MMP2;HBEGF
MMP2;SRC
MMP2;THBS1
MMP2;MMP14
TGFB1;TGFBR1
HGF;MET
LAMB1;LAMB2
CCL2;CCL5
CCL2;CXCL8
VTN;PLAUR
SELPLG;RDX
SELPLG;SELE
SELPLG;SELP
NANOG;EPAS1
NANOG;NANOGP8
NANOG;STAT3
LAMA4;LAMB2
LAMA4;MCAM
HBEGF;MMP14
HBEGF;MMP9
HBEGF;GPC1
HBEGF;ERBB4
HBEGF;EGFR
IL4;CD36
TWIST1;TWIST2
TWIST1;CD44
TWIST1;RUNX2
SNAI1;FGFR1
APOE;ERBB4
APOE;HSPG2
APOE;LPL
LAMA5;LAMB2
LGALS3;RUNX2
LAMC1;LAMB2
LAMC1;NID1
TLR2;EGFR
TLR2;TLR4
THBS1;MMP9
CDH1;MMP9
CDH1;SRC
CDH1;CDH2
PDGFRB;ERBB2
PDGFRB;FYN
PDGFRB;PTEN
PDGFRB;KITLG
PDGFRB;EGF
PDGFRB;EGFR
SMAD2;MAPK3
SMAD2;TP53
SMAD2;TGFBR1
MAPK3;SLC9A1
MAPK3;STAT1
MAPK3;ESR1
MAPK3;IQGAP1
MAPK3;MYC
MAPK3;TP53
IL1A;IL1B
CD81;CD9
CD81;CD19
EPAS1;SOX2
SLC9A1;RDX
SLC9A1;MSN
SLC9A1;EZR
GPC1;FGF2
GPC1;SDC1
NID1;MMP14
NID1;HSPG2
FGF2;FGFR2
FGF2;FGFR1
STAT3;NANOGP8
STAT3;ERBB2
STAT3;MYC
STAT3;EGFR
FGF10;FGFR1
FGF10;FGFR2
ICAM1;MSN
ICAM1;ICAM2
ICAM1;EZR
LEF1;CTNNB1
FGF7;FGFR2
FGF7;FGFR1
IQGAP1;ACTB
IQGAP1;CD44
IQGAP1;CDC42
IQGAP1;CTNNB1
CDH2;CTNNB1
TP53;IGFBP3
TP53;ANXA2
ERBB2;IGF1
ERBB2;ERBB4
ERBB2;SRC
FGF18;FGFR2
FGF18;FGFR1
EGFR;VAV3
EGFR;VAV2
EGFR;GAPDH
EGFR;STAT1
EGFR;IGF1
EGFR;ERBB4
EGFR;MET
EGFR;MUC1
EGFR;SRC
SLC7A11;SLC3A2
ANK3;ANK2
ANK3;TIAM1
ANK3;CD44
THY1;ITGB2
LY96;TLR4
APP;GAPDH
TIAM1;VAV3
TIAM1;VAV1
TIAM1;VAV2
TIAM1;ANK2
TIAM1;CD44
TIAM1;CDC42
CCR5;CCL5
ITGA5;RUNX2
VCAM1;EZR
VCAM1;MSN
VCAM1;ITGA4
ITGA2;HSPG2
CXCL8;CXCR2
LAMB2;LAMA1
LAMB2;CD44
LAMB2;LAMA3
LAMB2;LAMA2
MMP14;HSPG2
MMP14;RDX
CD34;SELL
CD19;VAV3
CD19;VAV2
CD19;VAV1
MET;CTNNB1
MET;SRC
FGF8;FGFR1
FGF8;FGFR2
CD151;ITGB1
BSG;SPN
BSG;SLC16A3
FGF3;FGFR1
FGF3;FGFR2
HSP90AA1;ESR1
EZR;ACTB
EZR;MSN
EZR;RDX
ERBB4;CXCL12
ERBB4;SRC
ERBB4;ESR1
FYN;RHOA
FN1;ESR1
ITGAL;VAV2
ITGAL;VAV3
ITGAL;VAV1
ITGAL;ICAM2
ANK2;CD44
FGF17;FGFR2
FGF17;FGFR1
MSN;ACTB
MSN;RDX
STAT1;RUNX2
VAV3;VAV1
VAV3;CD44
VAV3;VAV2
VAV3;ITGB2
VAV3;RHOA
VAV3;CDC42
CD40LG;CD40
RUNX2;ESR1
RUNX2;TWIST2
VAV2;VAV1
VAV2;ITGB2
VAV2;CD44
VAV2;RHOA
VAV2;CDC42
PTEN;CDC42
MMP9;KITLG
MMP9;SDC1
MMP9;SRC
ENG;TGFBR1
SRC;FGFR2
SRC;CDC42
SRC;ESR1
SRC;CTNNB1
HSPG2;ITGB1
AGRN;NCAM1
IL2RA;RHOA
IGFBP3;IGF1
FGF9;FGFR2
FGF9;FGFR1
CXCL12;ESR1
CXCL12;CCL5
ITGB2;VAV1
ITGB2;ICAM2
FGFR1;CTNNB1
FGFR1;NCAM1
FGFR1;FGF16
CD44;NANOGP8
CD44;VAV1
CD44;TWIST2
CD44;CDC42
CD44;RDX
FGF16;FGFR2
RHOA;FAS
RHOA;CDC42
RHOA;VAV1
ICAM2;ITGAM
MUC1;CTNNB1
ACTB;RDX
ACTB;CDC42
RDX;SPN
CAT;TSTD1
CAT;RGN
CAT;SOD3
CAT;SOD2
CAT;HAAO
CAT;KYNU
CAT;SOD1
CAT;HAO1
CAT;HAO2
KYNU;HAAO
SOD1;SOD2
TYSND1;SCP2
TYSND1;HSD17B4
TYSND1;ACOX1
ACOX1;SCP2
ACOX1;HSD17B4
HAO2;HAO1
SCP2;HSD17B4
SCP2;PEX5
ATP6V1D;MEAK7
ATP6V1E1;MEAK7
ATP6V0A1;MEAK7
ATP6V1A;MEAK7
ATP6V1B2;MEAK7
LAMTOR1;SLC38A9
LAMTOR1;RRAGA
LAMTOR1;LAMTOR4
LAMTOR1;RRAGC
LAMTOR1;LAMTOR2
ATP6V0D1;LAMTOR2
ATP6V0D1;MEAK7
ATP6V0A4;MEAK7
ATP6V0C;MEAK7
LAMTOR4;LAMTOR3
LAMTOR4;LAMTOR2
LAMTOR4;SLC38A9
LAMTOR4;RRAGC
LAMTOR4;RRAGA
MEAK7;ATP6V1F
MEAK7;ATP6V0B
MEAK7;ATP6V1H
MEAK7;ATP6AP2
MEAK7;ATP6V1C1
MEAK7;ATP6V1G1
MEAK7;RNASEK
LAMTOR2;LAMTOR3
LAMTOR2;SLC38A9
LAMTOR2;RRAGC
LAMTOR2;RRAGA
RRAGC;SLC38A9
RRAGC;LAMTOR3
RRAGA;LAMTOR3
RRAGA;SLC38A9
SLC38A9;LAMTOR3
CTSH;CTSL
CTSH;BID
CTSH;BCL2L1
CTSH;BCL2
CTSD;BID
CTSD;BCL2L1
CTSD;BCL2
CSTA;CTSL
BID;CTSL
BID;BCL2
BID;BCL2L1
CTSL;BCL2L1
CTSL;BCL2
BCL2L1;BCL2
TGFBR3;TGFB1
TGFB1;TGFB3
TGFB1;LRRC32
TGFB1;LTBP3
TGFB1;LTBP4
TGFB1;LTBP1
TGFB1;TGFBR2
TGFB3;LTBP3
TGFB3;LTBP1
TGFB3;TGFBR1
TGFB3;TGFBR2
THBS1;LTBP1
SMAD2;BMPR2
SMAD2;SMAD6
SMAD2;TGFBR2
SMAD2;SMAD3
SMAD2;SMAD4
SMAD6;SMAD3
LTBP3;TGFB2
SMAD3;BMPR2
SMAD3;TGFBR2
SMAD3;SMAD4
SMAD3;TGFBR1
SMAD4;TGFBR2
SMAD4;TGFBR1
TGFBR2;TGFB2
TGFBR2;TGFBR1
TGFB2;LTBP1
BMPR2;BMP2
NFIA;NFIB
GGCX;GAS6
GGCX;PROS1
MERTK;PROS1
MERTK;GAS6
AXL;GAS6
GAS6;FURIN
PROS1;FURIN
FKBP4;AR
FKBP4;MTOR
FKBP4;NR3C1
FKBP4;HSP90AA1
RALA;SRC
RALA;MAPK8
RALA;RHOA
RALA;RAC2
CD4;PTK2
CD4;CUL1
SNAI2;SNAI1
LCP2;PTPN11
LCP2;CBL
LCP2;VAV2
LCP2;VAV3
LCP2;VAV1
