Prot_A;Prot_B
TEKT4;FAM166C
TEKT4;C1orf158
TEKT4;C1orf189
TEKT4;CCDC173
TEKT4;C9orf135
TEKT4;C1orf194
TEKT4;C15orf65
TEKT4;C9orf116
TEKT4;FAM183A
EFHB;FAM183A
EFHB;FAM166B
EFHB;FAM166C
EFHB;C1orf189
EFHB;C15orf65
EFHB;C1orf194
EFHB;C9orf116
EFHB;C5orf49
EFHB;CCDC173
EFHB;C9orf135
EFHB;C1orf158
ENKUR;C1orf189
ENKUR;C15orf65
ENKUR;FAM166B
ENKUR;FAM166C
ENKUR;FAM183A
ENKUR;C9orf135
ENKUR;CCDC173
ENKUR;C9orf116
ENKUR;C1orf158
ENKUR;C1orf194
ENKUR;C5orf49
FAM166C;CFAP77
FAM166C;EFHC1
FAM166C;C1orf189
FAM166C;C15orf65
FAM166C;TUBB4B
FAM166C;SPACA9
FAM166C;EFHC2
FAM166C;C5orf49
FAM166C;NME7
FAM166C;RIBC2
FAM166C;CCDC173
FAM166C;C9orf116
FAM166C;FAM166B
FAM166C;TUBA1A
FAM166C;PACRG
FAM166C;SPAG8
FAM166C;TEKT3
FAM166C;FAM183A
FAM166C;C9orf135
FAM166C;CFAP45
FAM166C;CFAP53
FAM166C;C1orf158
FAM166C;TEKT1
FAM166C;CFAP52
FAM166C;CFAP126
FAM166C;C1orf194
FAM183A;C9orf135
FAM183A;TUBB4B
FAM183A;FAM166B
FAM183A;CCDC173
FAM183A;PACRG
FAM183A;TUBA1A
FAM183A;SPAG8
FAM183A;C1orf158
FAM183A;C1orf189
FAM183A;CFAP53
FAM183A;C15orf65
FAM183A;CFAP77
FAM183A;NME7
FAM183A;EFHC2
FAM183A;C9orf116
FAM183A;EFHC1
FAM183A;C1orf194
FAM183A;C5orf49
FAM183A;CFAP52
FAM183A;TEKT3
FAM183A;CFAP126
FAM183A;CFAP45
FAM183A;SPACA9
FAM183A;TEKT1
FAM183A;RIBC2
PACRG;FAM166B
PACRG;C5orf49
PACRG;C1orf189
PACRG;C9orf135
PACRG;C15orf65
PACRG;CCDC173
PACRG;C9orf116
PACRG;C1orf194
PACRG;C1orf158
CFAP52;C15orf65
CFAP52;C1orf189
CFAP52;FAM166B
CFAP52;C9orf116
CFAP52;C9orf135
CFAP52;CCDC173
CFAP52;C1orf194
CFAP52;C5orf49
CFAP52;C1orf158
SPAG8;FAM166B
SPAG8;C5orf49
SPAG8;C1orf189
SPAG8;C9orf135
SPAG8;C15orf65
SPAG8;CCDC173
SPAG8;C1orf158
SPAG8;C9orf116
SPAG8;C1orf194
TUBB4B;C5orf49
TUBB4B;FAM166B
TUBB4B;C15orf65
TUBB4B;C1orf158
TUBB4B;C1orf194
TUBB4B;C9orf135
TUBB4B;C1orf189
TUBB4B;C9orf116
TUBB4B;CCDC173
TEKT1;C1orf189
TEKT1;FAM166B
TEKT1;C15orf65
TEKT1;C5orf49
TEKT1;C1orf158
TEKT1;CCDC173
TEKT1;C1orf194
TEKT1;C9orf135
TEKT1;C9orf116
CFAP77;C9orf135
CFAP77;FAM166B
CFAP77;C15orf65
CFAP77;C1orf189
CFAP77;C1orf158
CFAP77;C9orf116
CFAP77;C1orf194
CFAP77;C5orf49
CFAP77;CCDC173
NME7;C9orf135
NME7;C15orf65
NME7;FAM166B
NME7;C1orf158
NME7;C1orf194
NME7;CCDC173
NME7;C5orf49
NME7;C9orf116
NME7;C1orf189
CFAP126;FAM166B
CFAP126;C1orf189
CFAP126;C15orf65
CFAP126;C9orf135
CFAP126;C1orf158
CFAP126;C9orf116
CFAP126;C5orf49
CFAP126;CCDC173
CFAP126;C1orf194
CFAP45;FAM166B
CFAP45;C15orf65
CFAP45;C1orf189
CFAP45;C9orf135
CFAP45;C5orf49
CFAP45;C1orf158
CFAP45;C9orf116
CFAP45;CCDC173
CFAP45;C1orf194
C1orf189;SPACA9
C1orf189;C5orf49
C1orf189;FAM166B
C1orf189;CCDC173
C1orf189;C1orf158
C1orf189;C9orf135
C1orf189;EFHC1
C1orf189;EFHC2
C1orf189;TEKT3
C1orf189;RIBC2
C1orf189;CFAP53
C1orf189;TUBA1A
C1orf189;C15orf65
C1orf189;C9orf116
C1orf189;C1orf194
C1orf194;SPACA9
C1orf194;FAM166B
C1orf194;TUBA1A
C1orf194;TEKT3
C1orf194;C15orf65
C1orf194;EFHC1
C1orf194;RIBC2
C1orf194;EFHC2
C1orf194;C9orf135
C1orf194;C9orf116
C1orf194;CFAP53
C1orf194;C1orf158
C1orf194;CCDC173
C1orf194;C5orf49
EFHC1;C5orf49
EFHC1;C9orf135
EFHC1;C1orf158
EFHC1;CCDC173
EFHC1;FAM166B
EFHC1;C15orf65
EFHC1;C9orf116
SPACA9;C9orf135
SPACA9;FAM166B
SPACA9;C15orf65
SPACA9;C1orf158
SPACA9;C9orf116
SPACA9;C5orf49
SPACA9;CCDC173
C9orf135;FAM166B
C9orf135;TUBA1A
C9orf135;C5orf49
C9orf135;C15orf65
C9orf135;C1orf158
C9orf135;EFHC2
C9orf135;RIBC2
C9orf135;C9orf116
C9orf135;CCDC173
C9orf135;CFAP53
C9orf135;TEKT3
TEKT3;C1orf158
TEKT3;C5orf49
TEKT3;FAM166B
TEKT3;CCDC173
TEKT3;C15orf65
TEKT3;C9orf116
CFAP53;C1orf158
CFAP53;FAM166B
CFAP53;CCDC173
CFAP53;C5orf49
CFAP53;C9orf116
CFAP53;C15orf65
FAM166B;TUBA1A
FAM166B;RIBC2
FAM166B;C5orf49
FAM166B;CCDC173
FAM166B;C1orf158
FAM166B;C15orf65
FAM166B;C9orf116
FAM166B;EFHC2
C5orf49;TUBA1A
C5orf49;EFHC2
C5orf49;RIBC2
C5orf49;C15orf65
C5orf49;C1orf158
C5orf49;CCDC173
C5orf49;C9orf116
CCDC173;C15orf65
CCDC173;RIBC2
CCDC173;EFHC2
CCDC173;C9orf116
CCDC173;TUBA1A
CCDC173;C1orf158
C9orf116;C1orf158
C9orf116;TUBA1A
C9orf116;RIBC2
C9orf116;EFHC2
C9orf116;C15orf65
EFHC2;C1orf158
EFHC2;C15orf65
TUBA1A;C15orf65
TUBA1A;C1orf158
C15orf65;RIBC2
C15orf65;C1orf158
C1orf158;RIBC2
RPL18A;NACA2
RPL18A;BTF3
RPL18A;RPL36AL
RPL19;NACA2
RPL19;BTF3
RPL19;RPL36AL
TTC5;RPL36AL
TTC5;BTF3
TTC5;NACA2
RPL35;NACA2
RPL35;BTF3
RPL35;RPL36AL
RPL8;NACA2
RPL8;BTF3
RPL8;RPL36AL
RPL37;NACA2
RPL37;BTF3
RPL37;RPL36AL
RPL29;NACA2
RPL29;BTF3
RPL29;RPL36AL
RPL13;BTF3
RPL13;NACA2
RPL13;RPL36AL
RPL15;NACA2
RPL15;BTF3
RPL15;RPL36AL
RPL38;NACA2
RPL38;BTF3
RPL38;RPL36AL
RPL4;NACA2
RPL4;BTF3
RPL4;RPL36AL
TUBB;RPL36AL
TUBB;NACA2
TUBB;BTF3
EEF1A1;RPL36AL
RPL7;NACA2
RPL7;BTF3
RPL7;RPL36AL
RPL3;NACA2
RPL3;BTF3
RPL3;RPL36AL
RPL36AL;NACA2
RPL36AL;NACA
RPL36AL;BTF3
RPL36AL;RPL10
RPL36AL;RPL36A
RPL36AL;RPL26
RPL36AL;RPL22
RPL36AL;RPL17
RPL36AL;RPL32
RPL36AL;UBA52
RPL36AL;RPL39
RPL36AL;RPL28
RPL36AL;RPL18
RPL36AL;RPL27
RPL36AL;RPL24
RPL36AL;RPL37A
RPL36AL;RPL34
RPL36AL;RPL11
RPL36AL;RPL6
RPL36AL;RPL12
RPL36AL;RPL23
RPL36AL;RPL9
RPL36AL;RPL36
RPL36AL;RPLP0
RPL36AL;RPL13A
RPL36AL;RPL14
RPL36AL;RPL31
RPL36AL;RPL5
RPL36AL;RPL27A
RPL36AL;RPL23A
RPL36AL;RPL30
RPL36AL;RPL7A
RPL36AL;RPL21
RPL36AL;RPL35A
RPL27A;NACA2
RPL27A;BTF3
RPL21;NACA2
RPL21;BTF3
RPL22;NACA2
RPL22;BTF3
RPL12;NACA2
RPL12;BTF3
RPL39;NACA2
RPL39;BTF3
RPL5;NACA2
RPL5;BTF3
RPL7A;NACA2
RPL7A;BTF3
BTF3;UBA52
BTF3;RPL28
BTF3;RPL13A
BTF3;RPL34
BTF3;RPL35A
BTF3;RPL23
BTF3;RPL9
BTF3;RPLP0
BTF3;RPL26
BTF3;RPL27
BTF3;RPL36A
BTF3;RPL37A
BTF3;RPL17
BTF3;RPL14
BTF3;RPL10
BTF3;RPL36
BTF3;RPL11
BTF3;RPL18
BTF3;RPL23A
BTF3;RPL24
BTF3;RPL32
BTF3;RPL6
BTF3;NACA2
BTF3;RPL30
BTF3;RPL31
BTF3;NACA
RPL13A;NACA2
RPL24;NACA2
RPL34;NACA2
RPL14;NACA2
RPL31;NACA2
UBA52;NACA2
RPL23A;NACA2
RPL6;NACA2
RPL36A;NACA2
RPL10;NACA2
RPL32;NACA2
RPL37A;NACA2
RPL23;NACA2
NACA2;RPL36
NACA2;RPL30
NACA2;RPL27
NACA2;RPL26
NACA2;NACA
NACA2;RPL17
NACA2;RPLP0
NACA2;RPL11
NACA2;RPL28
NACA2;RPL35A
NACA2;RPL9
NACA2;RPL18
FKBP4;NR3C2
FKBP4;FKBP5
NFKB1;PRKACG
NR3C1;POU2F1
NR3C1;NCOA2
CREBBP;NCOA2
MED15;MED1
MED15;MED14
EP300;POU2F1
EP300;FOS
EP300;NCOA2
MED1;PRKACG
MED1;FOS
FOS;STAT1
FOS;NCOA1
FOS;PRKACA
FOS;PRKACG
FOS;PRKACB
FOS;NCOA3
FOS;RUNX2
FOS;JUN
FOS;ESR1
PRKACA;PRKACG
HSD11B2;HSD11B1
PGR;PRKACG
HSP90AA1;FKBP5
NR3C2;PTGES3
NR3C2;NCOA1
PRKACB;PRKACG
JUN;PRKACG
RUNX2;PRKACG
HSP90AB1;FKBP5
NCOA3;PRKACG
AR;FKBP5
AR;PRKACG
AR;NCOA2
PRKACG;CTNNB1
PRKACG;ESR1
PRKACG;RELA
PRKACG;FOXO1
PRKACG;CREB1
FKBP5;PTGES3
PLOD1;COLGALT1
COL1A1;COL5A3
THBS1;SDC4
COL5A3;COL5A1
COL5A3;COL3A1
COL5A3;COL5A2
COL5A3;COL11A1
COL5A3;LUM
COL5A3;COL1A2
COL6A5;CD44
COL6A5;GP6
COL14A1;COL12A1
COL14A1;COL9A1
COL14A1;COL16A1
GP6;COL9A1
GP6;COL6A6
COL12A1;COL9A1
FN1;SDC4
COL9A1;COL16A1
COL9A1;CD44
COL6A6;CD44
COL18A1;COL15A1
THBS2;SDC4
SDC4;SDC1
CD4;IL16
DCN;TLR4
DCN;IGF1
DCN;TLR2
DCN;EGFR
DCN;TGFB1
TNFRSF1A;NSMAF
TNFRSF1A;LTA
TNFRSF1A;TNFRSF1B
MAPK1;FOS
NFKBIA;NFKBIE
NFKBIA;NFKBIB
PSME2;STAT4
PSME2;TNF
PSME2;PSME3
PSME2;IFNG
PSME2;PSMB9
PSME2;PSME1
TIMP1;MMP3
TIMP1;MMP1
MMP2;MMP1
MMP2;EDN1
RELB;NFKBIE
TNFSF8;TNFRSF8
CSF3;LEP
CCL2;CCL4L2
NFKB1;NFKBIE
NFKB1;NFKBIB
LTBR;LTA
LTBR;LTB
MAPK14;FOS
IL12B;IGHV3-43D
TNFSF9;TNFRSF9
TRAF2;TNFRSF4
TRAF2;TNFRSF9
TRAF2;DDX58
TRAF2;TNFRSF13C
TRAF2;TNFRSF11A
TRAF2;TNFRSF1B
CD68;LAMP1
H3-3B;H3-5
H3-3B;H3-2
H3-3B;H3-4
H3-3B;H3C12
H3-3B;H3C13
H3-3B;ACTB
KRAS;CALML5
KRAS;CALML3
KRAS;CALML6
SMPD2;NSMAF
TANK;AZI2
TANK;TBKBP1
IL1RN;IL1R2
IL1RN;IL1R1
TNFRSF13B;TNFSF13B
MAPK3;FOS
IL1A;FOS
IL1A;IL1R2
IL1B;IGHV3-16
IL1B;IGHV3-43D
IL1B;IL1R2
CD80;CTLA4
CD27;IGHV3-16
TP53;H3C12
FCGR2A;SRC
FCGR2A;SYK
REN;AGT
NFKBIE;IKBKG
NFKBIE;IKBKB
NFKBIE;CHUK
NFKBIE;NFKBIB
NFKBIE;REL
NFKBIE;RELA
EGFR;IGHV3-43D
EGFR;IGHV3-16
TNFRSF10B;IGHV3-43D
TNFRSF10B;IGHV3-16
IFNA1;IGHV3-43D
TNFSF4;TNFRSF4
TNFRSF13C;TRAF3
TNFRSF13C;TNFSF13B
CALM3;CALML5
CALM3;CALML3
CALM3;CALML6
CCR5;CCL4L2
CCR5;CCL3L1
REL;NFKBIB
ALB;IGHV3-16
CXCL5;CXCL2
CXCL5;CCL11
CXCL5;CCL20
CXCL5;CXCR2
CXCL5;CXCL1
CSF2;IGHV3-43D
MMP3;MMP9
MMP3;MMP1
IL16;CASP3
CALML6;CALML4
CALML6;CALML3
CALML6;CALML5
CALML6;NOS2
IL13;IGHV3-43D
FOS;MAPK8
FOS;SRC
ADAM17;CD163
HAVCR2;IGHV3-43D
NFKBIB;NFKB2
NFKBIB;IKBKG
NFKBIB;CHUK
NFKBIB;IKBKB
NFKBIB;RELA
RNF31;IGHV3-43D
CALML3;CALML4
CALML3;CALML5
CALML3;NOS2
ICOS;IGHV3-43D
MMP1;MMP9
NOS2;CALML5
TBK1;TBKBP1
TBK1;AZI2
IL1R2;IL1R1
CD86;CTLA4
H3C13;H3-2
H3C13;H3C12
BTLA;TNFRSF14
PDCD1;IGHV3-43D
PDCD1;IGHV3-16
IL17F;IGHV3-43D
H3-5;H3C12
H3-5;H3-2
TRADD;TNFRSF1B
CD5;IGHV3-43D
TNFRSF14;LTA
ITGAL;IGHV3-43D
FCGR2B;IGHV3-16
FCGR2B;IGHV3-43D
FCGR2B;SYK
CD163;IL10
CD163;IL6
H3C12;H3-4
H3C12;H3-2
H3C12;ACTB
H3C12;UBC
GPX6;GPX5
GPX6;GPX3
GPX6;GPX2
GPX6;GPX7
GPX6;GPX8
GPX7;GPX8
GPX7;GPX5
GPX7;GPX3
TBKBP1;IKBKG
TBKBP1;AZI2
TBKBP1;TNF
H3-4;H3-2
IL6R;IGHV3-43D
IL6R;IGHV3-16
CD40;IGHV3-16
CD40;IGHV3-43D
MMP9;EDN1
TRAF1;TNFRSF1B
TNFRSF1B;LTA
TNFRSF1B;TNF
CYBB;IGHV3-43D
DDX58;TRAF6
DDX58;UBC
DDX58;CYLD
CALML5;CALML4
CD274;IGHV3-43D
GPX3;GPX5
GPX3;GPX2
GPX3;GPX8
GPX2;GPX5
GPX2;GPX8
CXCL12;IGHV3-16
HLA-A;IGHV3-16
HLA-A;IGHV3-43D
TNFSF11;TNFRSF11A
IL6;IGHV3-43D
ACE2;IGHV3-43D
GPX5;GPX8
TNF;NSMAF
TNF;IGHV3-16
TNF;IGHV3-43D
TNF;LTA
TNF;AZI2
LTA;LTB
IRF5;CCL4L2
AZI2;IKBKG
TRAF6;TNFRSF11A
UBC;H3-2
CCL3;CCL3L1
IGHV3-16;CTLA4
IGHV3-16;IGHV3-43D
IGHV3-43D;IL17A
IGHV3-43D;CTLA4
CCL4;CCL4L2
EPOR;CISH
EPOR;LOC102723407
CSF3;CSH2
CSF3;PRL
CSF3;CNTF
CSF3;THPO
CSF3;EPO
CSF3;CSF3R
IL2;LOC102723407
EPO;CSH2
STAT3;CISH
STAT5B;CISH
PRL;CSH2
LEP;CSH2
SOCS3;CSF3R
STAT5A;CISH
CRKL;PIK3R1
CNTF;CSH2
CSF3R;LYN
CSF3R;JAK3
CSF3R;JAK1
CSF3R;JAK2
CSH2;THPO
LYN;LOC102723407
GHSR;IGHV3-16
MC3R;POMC
SST;GNG2
SST;GNB1
SST;GNAI1
SST;CORT
LEP;GH2
GH1;GH2
GHRHR;IGHV3-16
GHRHR;GNG2
GHRHR;GNB1
GHRHR;GHRH
GH2;GHR
GNG2;IGHV3-16
GNG2;GHRH
GHRL;IGHV3-16
GHRH;IGHV3-16
GHRH;GNB1
GNB1;IGHV3-16
POMC;IGHV3-16
IGHV3-16;GNAI1
GPR50;MTNR1B
GPR50;MTNR1A
GCK;G6PC2
GCK;GCKR
GNB3;MTNR1B
GNB3;GNAI2
GNB3;GNG3
GNB3;GNG5
GNB3;GNG11
GNB3;GNG12
GNB3;GNG10
GNB3;GNGT1
GNB3;GNG13
GNB3;GNG4
GNB3;GNGT2
GNB3;GNG2
GNB3;GNG7
GNB4;MTNR1B
GNB4;GNG8
GNB4;GNG3
GNB4;GNG4
GNB4;GNG13
GNB4;GNGT1
GNB4;GNG11
GNB4;GNG10
GNB4;GNGT2
GNB4;GNG12
GNG13;MTNR1B
GNG13;GNG7
GNG13;GNB1
GNG11;MTNR1B
GNG11;GNB1
GNGT1;MTNR1B
GNGT1;GNAI1
GNGT1;GNB2
GNGT1;GNB1
MTNR1B;GNG5
MTNR1B;GNG8
MTNR1B;GNG10
MTNR1B;GNG3
MTNR1B;GNG12
MTNR1B;GNG7
MTNR1B;GNGT2
MTNR1B;GNG4
MTNR1B;GNG2
MTNR1B;GNAQ
MTNR1B;GNB5
MTNR1B;GNB2
MTNR1B;MTNR1A
MTNR1B;GNAI1
MTNR1B;GNB1
GNB5;GNG3
GNB5;GNG4
GNG3;GNAI2
GNG3;GNAI1
GNG3;GNB2
GNG3;GNB1
GNG8;GNB1
GNG8;GNB2
MTNR1A;GNG2
MTNR1A;GNAI1
MTNR1A;GNB1
GNB2;GNG12
GNB2;GNG10
GNB2;GNG4
GNB2;GNGT2
GNAI2;GNG10
GNAI2;GNG4
GNAI3;GNG10
GNAI3;GNG4
GNG12;GNB1
GNG10;GNB1
GNB1;GNG4
GNB1;GNGT2
GNG4;GNAI1
PNOC;GNB1
PNOC;GNAI1
GNB3;GNAS
GNGT1;GNAS
SST;GNAI3
SST;GNAS
GNG3;GNAS
GRK6;OPRM1
GRK6;ARRB1
GRK6;ARRB2
CD4;IGLL5
OSM;IL6ST
OSM;OSMR
OSM;LIFR
MMP2;TIMP2
PLAT;IGLL5
CD38;IGHV3-43D
CXCL6;CXCL5
NFKB1;NFKBIZ
IL2;IGLL5
IL23A;IGHV3-43D
IL23A;JAK2
IL23A;TYK2
IL23A;IL12RB1
IL23A;IL23R
IL4;IL13RA1
LIF;IGHV3-72
LIF;IL6ST
LIF;LIFR
H3-3B;EHMT1
H3-3B;EHMT2
MMP13;RUNX2
MMP13;TIMP2
IL12RB2;IL27RA
IL27RA;TYK2
IL27RA;JAK2
IL27RA;JAK1
IL27RA;STAT1
IL27RA;IL6ST
FGF2;PTX3
STAT3;IL21R
TP53;VENTX
TP53;ATF3
IFNAR1;IFNA17
IFNAR1;IFNA1
IL22RA1;IL20RB
OSMR;JAK3
OSMR;JAK2
OSMR;IL6ST
OSMR;JAK1
IL9;IGLL5
EGFR;IGLL5
IFNA1;ISG15
CTF1;IL6ST
CTF1;LIFR
CSF1R;VENTX
CSF1R;CSF1
CXCL13;CXCR5
IL10RB;IL20RA
CXCR1;CXCL5
CXCL3;CXCL5
CCR1;CCL3L1
IL15;IGLL5
TLR3;IGLL5
CSF2;IGHV3-72
CSF2;IGLL5
NOS3;NOS2
NOS3;ARG1
NOS3;AKT1
NOS3;HSP90AB1
NOS3;CAV1
NOS3;HSP90AA1
MMP3;SPP1
IL13;IGLL5
IL13;IL13RA1
CEBPB;ATF3
HAVCR2;IGLL5
LEP;LEPR
ANGPT2;IGHV3-43D
IL20RA;JAK1
IL20RA;IL20RB
NFKBIZ;RELA
SOCS3;LEPR
LEPR;JAK2
IL21R;IGHV3-43D
IL21R;JAK3
IL21R;JAK1
IL21R;IL2RG
CD5;IGLL5
ATF3;JUN
FN1;LCN2
H3C12;EHMT1
H3C12;EHMT2
CNTF;LIFR
CNTF;CNTFR
IL6R;IGLL5
IL6R;CNTFR
VENTX;IL6
IL13RA1;TYK2
IL13RA1;IL4R
LCN2;CTLA4
LCN2;HAMP
TNFSF13B;IGLL5
CNTFR;IL6ST
CNTFR;LIFR
DDX58;ISG15
IL6ST;LIFR
JAK2;LIFR
EHMT2;H3-2
IL4R;IGHV3-43D
CSF2RB;IGHV3-43D
IL6;IGHV3-72
IL6;IGLL5
ACE2;IGLL5
ACE2;IGHV3-72
LIFR;JAK3
LIFR;JAK1
EHMT1;H3-2
IDO1;IDO2
IGLL5;IL17A
IGLL5;IGHV3-72
IGLL5;HAMP
IGLL5;IGHV3-43D
ADH1A;ALDH3A2
ADH1A;ALDH1B1
ADH1A;MAOB
ADH1A;MAOA
ADH1A;CYP2E1
ADH1A;ALDH2
ADH1A;ADH1C
ADH1A;ADH1B
AGXT2;DBT
AGXT2;UPB1
AGXT2;ALDH6A1
AGXT2;ALDH1B1
AGXT2;HIBADH
AGXT2;GATM
EHHADH;DBT
EHHADH;ALDH1B1
EHHADH;HIBADH
EHHADH;ALDH6A1
ACADS;HIBADH
ACADS;ALDH1B1
ACADS;DBT
ACADS;ALDH6A1
ACSS2;HIBADH
ACSS2;ACYP1
ACSS2;ACYP2
ACSS2;ALDH6A1
ACSS2;DBT
ACSS2;ALDH1B1
ACSS2;ACOT12
AOC2;ALDH1B1
ALDH2;GLS2
ALDH2;ALDH4A1
ALDH2;DBT
ALDH2;GLUD2
ALDH2;ACYP1
ALDH2;ACYP2
ALDH2;CARNS1
ALDH2;ACOT12
ALDH2;CNDP1
ALDH2;ASMT
ALDH2;CYP4A22
ALDH2;UPB1
ALDH2;GADL1
ALDH2;BBOX1
ALDH2;GATM
ALDH2;GAD2
ALDH2;GAD1
ALDH2;HIBADH
ALDH2;ALDH1B1
ALDH2;ALDH6A1
ALDH2;ADH6
ALDH2;ADH5
ALDH2;ADH7
ALDH2;ADH4
ALDH2;ADH1C
ALDH2;ADH1B
BBOX1;ALDH3A2
BBOX1;ALDH1B1
HIBADH;ACSS3
HIBADH;ACSS1
HIBADH;ACOX3
HIBADH;ACOX1
HIBADH;DBT
HIBADH;ECHDC1
HIBADH;PCCA
HIBADH;PCCB
HIBADH;ALDH3A2
HIBADH;ABAT
HIBADH;ALDH1B1
HIBADH;ALDH6A1
GLUD1;GATM
GLUD1;CARNS1
GLUD1;CNDP1
GLUD1;ALDH1B1
GLUD1;GAD2
GLUD1;GAD1
GLUD1;ALDH4A1
GLUD1;GLUD2
GLUD1;GLS2
GADL1;GAD1
GADL1;UPB1
GADL1;GAD2
GADL1;CNDP2
GADL1;CNDP1
GADL1;CARNS1
GADL1;ALDH1B1
GADL1;ALDH3A2
GADL1;ABAT
AKR1B1;ALDH1B1
ACOX1;ALDH1B1
ACOX1;DBT
ACOX1;ALDH6A1
ADH5;ALDH3A2
ADH5;ALDH1B1
ADH5;MAOA
ADH5;MAOB
ADH5;CYP2E1
ACOT12;ALDH6A1
ACOT12;ALDH3A2
ACOT12;ACYP2
ACOT12;ALDH1B1
ACOT12;ACYP1
ACOT12;ACSS1
ADH1B;ALDH3A2
ADH1B;ALDH1B1
ADH1B;MAOB
ADH1B;MAOA
ADH1B;ADH1C
ADH1B;CYP2E1
GLUL;CNDP1
GLUL;ALDH1B1
GLUL;GATM
GLUL;CARNS1
GLUL;GAD2
GLUL;ALDH4A1
GLUL;GAD1
GLUL;GLUD2
GLUL;GLS2
GLS2;CARNS1
GLS2;CNDP2
GLS2;ALDH1B1
GLS2;CNDP1
GLS2;ALDH3A2
GLS2;GATM
GLS2;GLS
GLS2;GAD2
GLS2;GAD1
GLS2;ALDH4A1
GLS2;ALDH18A1
GLS2;GLUD2
CYP4A11;ALDH1B1
CYP4A11;CYP4A22
AOC3;ALDH1B1
ACSS1;ACYP2
ACSS1;ACYP1
ACSS1;DBT
ACSS1;ALDH6A1
ACSS1;ALDH1B1
GLS;CARNS1
GLS;CNDP1
GLS;GATM
GLS;ALDH1B1
GLS;ALDH4A1
GLS;GAD2
GLS;GAD1
GLS;GLUD2
UPB1;ACSF3
UPB1;GAD1
UPB1;GAD2
UPB1;CARNS1
UPB1;ALDH1B1
UPB1;ALDH3A2
UPB1;CNDP1
UPB1;CNDP2
UPB1;ABAT
CNDP2;GLUD2
CNDP2;ALDH4A1
CNDP2;GATM
CNDP2;ALDH1B1
CNDP2;GAD1
CNDP2;GAD2
CNDP2;CARNS1
CNDP2;CNDP1
MDH2;GLUD2
GLUD2;GATM
GLUD2;CARNS1
GLUD2;CNDP1
GLUD2;ALDH1B1
GLUD2;ALDH3A2
GLUD2;GAD2
GLUD2;ALDH4A1
GLUD2;GAD1
GLUD2;ALDH18A1
ACAA1;DBT
ACAA1;ALDH6A1
MAOA;ADH6
MAOA;ADH7
MAOA;ADH4
MAOA;ADH1C
MAOA;ALDH1B1
ALDH3A2;ALDH4A1
ALDH3A2;ADH1C
ALDH3A2;DBT
ALDH3A2;ADH7
ALDH3A2;ADH6
ALDH3A2;ADH4
ALDH3A2;CARNS1
ALDH3A2;ACYP2
ALDH3A2;ACYP1
ALDH3A2;CNDP1
ALDH3A2;ASMT
ALDH3A2;GATM
ALDH3A2;GAD2
ALDH3A2;GAD1
ALDH3A2;CYP4A22
ALDH3A2;ALDH1B1
ALDH3A2;ALDH6A1
ACOX3;ALDH1B1
ACOX3;ALDH6A1
ACOX3;DBT
GAD1;GATM
GAD1;ALDH18A1
GAD1;CARNS1
GAD1;CNDP1
GAD1;ALDH1B1
GAD1;ALDH4A1
GAD1;GAD2
GAD1;ABAT
CNDP1;ALDH4A1
CNDP1;GATM
CNDP1;ALDH1B1
CNDP1;GAD2
CNDP1;ABAT
CNDP1;CARNS1
AKR1B10;ALDH1B1
DBT;ABAT
DBT;ALDH1B1
DBT;ECHDC1
DBT;ACSS3
DBT;ALDH6A1
DBT;PCCA
DBT;PCCB
ALDH18A1;GAD2
ALDH18A1;ALDH4A1
CYP4A22;ALDH1B1
CYP4A22;CYP2E1
AKR1A1;ALDH1B1
ALDH4A1;EPHX2
ALDH4A1;CARNS1
ALDH4A1;ALDH1B1
ALDH4A1;GATM
ALDH4A1;GAD2
GAD2;GATM
GAD2;CARNS1
GAD2;ALDH1B1
GAD2;ABAT
PCCA;ALDH1B1
PCCA;ALDH6A1
ALDH1B1;EPHX2
ALDH1B1;PCCB
ALDH1B1;ECHDC1
ALDH1B1;ADH4
ALDH1B1;ACSS3
ALDH1B1;ADH7
ALDH1B1;ADH1C
ALDH1B1;ADH6
ALDH1B1;CARNS1
ALDH1B1;ASMT
ALDH1B1;ACYP1
ALDH1B1;ACYP2
ALDH1B1;GLYCTK
ALDH1B1;GATM
ALDH1B1;ACSF3
ALDH1B1;AOC1
ALDH1B1;ALDH6A1
ALDH1B1;MAOB
ALDH1B1;ABAT
MAOB;ADH7
MAOB;ADH4
MAOB;ADH6
MAOB;ADH1C
ADH6;CYP2E1
ABAT;GATM
ABAT;CARNS1
ABAT;ALDH6A1
GATM;CARNS1
PCCB;ALDH6A1
ADH7;CYP2E1
ADH4;CYP2E1
ADH1C;CYP2E1
ECHDC1;ALDH6A1
ACSS3;ALDH6A1
ACYP1;ACYP2
GRIA4;PRKACG
GRIA2;PRKACG
GRIN2A;PRKACG
PRKACG;GRIA3
PRKACG;GRIA1
PRKACG;GRIN2B
GRIN2D;NOS1
CALM3;NOS1
GRIN2C;NOS1
CALML6;NOS1
CALML3;NOS1
GRIN2A;NOS1
GRIN1;NOS1
CALML5;NOS1
CALML4;NOS1
GRIN2B;NOS1
PPP1R1B;PPP1CB
PPP1R1B;PPP1CC
PPP1R1B;PPP1CA
PPP1R1B;PRKACB
PPP1R1B;PRKACA
PPP1R1B;PRKACG
PPP1R1B;CDK5
RASGRF2;PRKACG
RASGRF2;PRKACA
RASGRF2;PRKACB
RASGRF2;CALML5
RASGRF2;CALML6
